,English Na,Name,Population,Flag,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02
0,Italy,意大利,60461826.0,https://www.countryflags.io/it/flat/64.png,0.0,0.0,0.0,0.0,0.03307872309380798,0.03307872309380798,0.0,0.0,0.0,0.0,0.0,0.0,0.049618084640711976,0.0,0.049618084640711976,0.049618084640711976,0.049618084640711976,0.049618084640711976,0.049618084640711976,0.049618084640711976,0.049618084640711976,0.0,0.0,0.0,0.0,0.0,0.3307872309380798,1.935105300987767,3.804053155787918,4.68063931777383,6.185721218542093,8.732782896765308,10.800203090128306,14.686953053650745,18.6563998249077,28.01767846045536,33.67414010949653,41.381482590353784,51.09008781838643,64.95007279469198,76.67648013144691,97.30106398043618,121.97779140841693,151.69902410820342,170.07425478681375,206.11352359751754,249.95937105836003,292.0851249183245,351.7922201026479,412.45859825669174,480.00535081424766,521.0891248967572,614.9003835907965,678.6927010772052,777.6973192969725,913.2704658969446,984.3235631024442,1064.771017666585,1166.769260326342,1230.2969480280003,1341.8218629387738,1443.4727790060458,1539.0041313009633,1615.713690155504,1688.7680501081788,1749.732136770067,1828.823363687362
1,Turkey,土耳其,84339067.0,https://www.countryflags.io/tr/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011856901381183171,0.011856901381183171,0.023713802762366343,0.05928450690591586,0.07114140828709903,0.21342422486129708,0.557274364915609,1.1619763353559507,2.2646681638059856,4.256627595844758,7.9441239253927245,11.228485607980463,14.6551301071424,18.129202211829067,22.196119385574896,28.847841060418656,43.02869511231373,67.56062406998171,87.76478402351783,109.28506003036529,128.3746712540702,160.43573258878948,160.43573258878948
2,Austria,奥地利,9006398.0,https://www.countryflags.io/at/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2220643591366937,0.3330965387050405,0.5551608978417343,0.5551608978417343,1.1103217956834686,1.5544505139568559,1.5544505139568559,2.664772309640324,2.664772309640324,4.552319362302221,6.106769876259077,8.771542185899401,11.325282315971378,17.432052192230454,20.207856681439125,27.313916173813325,40.082616824173215,55.960218502446814,72.72607761726718,95.48767442877829,112.8086944414404,147.894863185038,182.7589675694989,223.5077774710822,265.14484480921226,294.1242436765508,400.9372004213005,435.690272626193,541.3929075752592,617.3389184000084,710.3838848782831,854.6146861375657,854.6146861375657,947.7706847954087,1041.1487478123884,1107.1018624759863,1163.8393062354116
3,Korea,韩国,51269185.0,https://www.countryflags.io/kr/flat/64.png,0.0780195745261018,0.0,0.0,0.0,0.21455382994677993,0.23405872357830537,0.2925734044728817,0.0,0.3120782981044072,0.3705929789989835,0.4486125535250853,0.46811744715661074,0.0,0.4876223407881362,0.5266321280511871,0.5461370216827125,0.5461370216827125,0.5461370216827125,0.5461370216827125,0.5461370216827125,0.565641915314238,0.5851468089457634,0.5851468089457634,0.9947495752077978,2.0285089376786467,3.9789983008311913,8.445618942450519,11.741945966178319,16.247576395060698,19.056281078000364,24.59567086935359,34.44564215327394,45.58293641687497,61.44041493930516,68.77425494475872,84.55371389266281,101.15237837309097,109.63700710280455,118.74579242872693,128.59576371264728,137.33395605957068,142.65879202097713,145.85759457654729,146.54026585365068,151.26045011247984,153.48400798647376,155.62954628594156,157.71656990451476,159.1989418205107,160.6423039492436,162.28071501429173,164.0946701220236,167.05941395401547,168.75633969995818,171.6235590637924,173.53503863968191,174.78335183209953,176.26572374809547,178.216213111248,180.24472204892666,182.01966736939548,184.86738183959818,186.91539567090837,188.43677737416735,190.87488907810803,192.8448833348921,192.8448833348921
4,Poland,波兰,37846611.0,https://www.countryflags.io/pl/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0264224450638394,0.0264224450638394,0.0264224450638394,0.132112225319197,0.1585346703830364,0.2113795605107152,0.4756040111491092,0.5812937914044668,0.8190957969790214,1.3475446982558095,1.796726264341079,2.7479342866392975,3.302805632979925,5.416601238087077,6.288541925193777,7.583241733321907,9.379967997662988,11.229539152131744,14.875836570941582,16.75183017047418,19.79041135281571,23.8066230025193,23.8066230025193,32.26180542294791,36.70077619367293,43.27996501456894,49.198592708868965,54.298124606189965,61.06227054253285,61.06227054253285
5,Malaysia,马来西亚,32365999.0,https://www.countryflags.io/my/flat/64.png,0.09268986259314906,0.0,0.21627634605068113,0.24717296691506416,0.0,0.24717296691506416,0.0,0.0,0.3089662086438302,0.3707594503725962,0.0,0.3707594503725962,0.4943459338301283,0.0,0.5561391755588944,0.5561391755588944,0.5561391755588944,0.5870357964232774,0.5870357964232774,0.5870357964232774,0.6797256590164265,0.6797256590164265,0.6797256590164265,0.6797256590164265,0.6797256590164265,0.6797256590164265,0.6797256590164265,0.0,0.6797256590164265,0.6797256590164265,0.6797256590164265,0.7106222798808094,0.7106222798808094,0.7724155216095755,0.8960020050671076,0.8960020050671076,1.1122783511177887,1.544831043219151,1.544831043219151,1.699314147541066,2.564419531743791,2.873385740387621,3.614904641132813,3.9856640915054093,3.9856640915054093,4.881666096572517,4.881666096572517,7.353395765723159,13.223753729955932,13.223753729955932,20.79342584172977,24.408330482862585,27.80695877794472,31.82351949031451,36.550702482565114,40.350986848884226,46.901070472133426,50.17611228375802,55.4903310724319,62.75103697556191,66.7675976879317,71.68016040536861,76.31465353502605,81.1345263898698,85.46005331088342,89.84737347362582,89.84737347362582
6,Pakistan,巴基斯坦,220892340.0,https://www.countryflags.io/pk/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009054184495487711,0.009054184495487711,0.009054184495487711,0.013581276743231568,0.018108368990975423,0.02263546123871928,0.02263546123871928,0.02263546123871928,0.027162553486463136,0.027162553486463136,0.027162553486463136,0.027162553486463136,0.07243347596390169,0.0814876604593894,0.0814876604593894,0.09054184495487712,0.13128567518457182,0.1539211364232911,0.23993588913042435,0.9597435565216974,1.0729208627152937,1.3626547665709006,2.0281373269892473,2.3088170463493665,3.3047773408530148,3.617146705947341,4.038166284987519,4.518038063248368,4.599525723707758,5.337441760090006,5.867111553076037,6.790638371615784,7.356524902583766,8.311741366857719,8.78255896062308,8.78255896062308
7,Lithuania,立陶宛,2722289.0,https://www.countryflags.io/lt/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3673379277512417,0.3673379277512417,0.3673379277512417,0.3673379277512417,0.3673379277512417,0.0,0.3673379277512417,0.0,0.0,0.0,0.0,0.3673379277512417,1.1020137832537251,1.1020137832537251,1.1020137832537251,2.2040275665074502,2.9387034220099335,4.4080551330149005,6.244744771771109,8.081434410527317,12.122151615790976,15.06085503780091,23.142289448328228,30.489048003353062,51.79464781292508,58.77406844019867,76.77362690000952,93.67117157656664,106.52799904786009,131.50697813494452,140.32308840097434,160.52667442729262,177.79155703160097,195.79111549141183,195.79111549141183
8,Costa Rica,哥斯达黎加,5094118.0,https://www.countryflags.io/cr/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19630483628372958,0.19630483628372958,1.7667435265535663,1.7667435265535663,2.5519628716884846,4.318706398242051,4.318706398242051,4.318706398242051,4.318706398242051,6.870669269930536,8.048498287632913,9.81524181418648,13.545033703577342,17.078520756684476,22.182446500061445,22.96766584519636,26.304848062019765,31.016164132829275,31.016164132829275,39.45727209302965,45.34641718154153,51.62817194262088,57.90992670370023,57.90992670370023,57.90992670370023,68.11777819045417,68.11777819045417
9,Azerbaijan,阿塞拜疆,10139177.0,https://www.countryflags.io/az/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09862733434873462,0.2958820030462038,0.2958820030462038,0.2958820030462038,0.0,0.2958820030462038,0.0,0.0,0.0,0.0,1.0849006778360808,1.28215534653355,1.4794100152310192,1.8739193526259577,1.8739193526259577,1.8739193526259577,2.268428690020896,2.761565361764569,3.353329367856977,3.353329367856977,3.353329367856977,4.339602711344323,4.339602711344323,7.101168073108893,7.101168073108893,9.172342094432318,9.172342094432318,16.27351016754121,16.27351016754121,17.9501748514697,26.92526227720455,26.92526227720455,29.390945635922915,35.407213031195724
