,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
5117,Asia,中国,China,甘肃省,Gansu,138,0.0,125,2
5129,Asia,中国,China,中国,China,82421,0.0,75606,3306
5133,Asia,中国,China,湖北省,Hubei,67801,0.0,62570,3182
5150,Asia,中国,China,北京市,Beijing,577,157.0,412,8
5524,Asia,中国,China,香港,Hong Kong,641,21.0,112,4
5653,Asia,中国,China,台湾,Taiwan,298,0.0,30,2
5760,Asia,中国,China,天津市,Tianjin,166,25.0,133,3
6007,Asia,中国,China,辽宁省,Liaoning,134,0.0,124,2
6251,Asia,中国,China,浙江省,Zhejiang,1254,3.0,1225,1
6280,Asia,中国,China,上海市,Shanghai,492,19.0,334,5
6298,Asia,中国,China,广东省,Guangdong,1475,10.0,1349,8
6460,Asia,中国,China,江苏省,Jiangsu,644,3.0,631,0
6474,Asia,中国,China,江西省,Jiangxi,937,0.0,934,1
6488,Asia,中国,China,四川省,Sichuan,550,2.0,536,3
6510,Asia,中国,China,河南省,Henan,1276,0.0,1251,22
6567,Asia,中国,China,福建省,Fujian,338,0.0,295,1
6578,Asia,中国,China,内蒙古自治区,Neimenggu,95,0.0,74,1
6604,Asia,中国,China,吉林省,Jilin,98,2.0,92,1
6615,Asia,中国,China,山西省,Shanxi,136,1.0,133,0
6628,Asia,中国,China,重庆市,Chongqing,579,1.0,570,6
