,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
27220,Asia,中国,China,中国,China,81263,0.0,70561,3250
27383,Asia,中国,China,甘肃省,Gansu,134,0.0,91,2
27636,Asia,中国,China,四川省,Sichuan,540,0.0,536,3
27795,Asia,中国,China,湖北省,Hubei,67800,0.0,57682,3130
27812,Asia,中国,China,香港,Hong Kong,208,0.0,95,4
27837,Asia,中国,China,浙江省,Zhejiang,1234,0.0,1217,1
27858,Asia,中国,China,台湾,Taiwan,108,0.0,26,1
27867,Asia,中国,China,北京市,Beijing,480,0.0,380,8
28039,Asia,中国,China,黑龙江省,Heilongjiang,483,0.0,460,13
28068,Asia,中国,China,广东省,Guangdong,1378,0.0,1318,8
28309,Asia,中国,China,山东省,Shandong,761,0.0,747,7
28410,Asia,中国,China,内蒙古自治区,Neimenggu,75,0.0,74,1
28440,Asia,中国,China,上海市,Shanghai,363,0.0,326,3
28462,Asia,中国,China,澳门,Macau,17,0.0,10,0
