,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
62522,Asia,中国,China,湖北省,Hubei,62031,0.0,10521,2029
62539,Asia,中国,China,甘肃省,Gansu,91,0.0,71,2
62551,Asia,中国,China,河南省,Henan,1265,0.0,637,19
62606,Asia,中国,China,新疆维吾尔自治区,Xinjiang,76,0.0,22,1
62618,Asia,中国,China,天津市,Tianjin,131,0.0,59,3
62634,Asia,中国,China,江苏省,Jiangsu,631,0.0,356,0
62647,Asia,中国,China,内蒙古自治区,Neimenggu,75,0.0,16,0
62696,Asia,中国,China,福建省,Fujian,293,0.0,126,1
62767,Asia,中国,China,广东省,Guangdong,1332,0.0,642,5
62788,Asia,中国,China,浙江省,Zhejiang,1175,0.0,633,1
62799,Asia,中国,China,湖南省,Hunan,1010,0.0,634,4
62813,Asia,中国,China,山东省,Shandong,546,0.0,254,4
62828,Asia,中国,China,河北省,Hebei,307,0.0,169,5
62927,Asia,中国,China,海南省,Hainan,168,0.0,86,4
62942,Asia,中国,China,安徽省,Anhui,987,0.0,474,6
62960,Asia,中国,China,四川省,Sichuan,520,0.0,217,3
62982,Asia,中国,China,陕西省,Shaanxi,245,0.0,118,1
62995,Asia,中国,China,香港,Hong Kong,67,0.0,6,2
63094,Asia,中国,China,黑龙江省,Heilongjiang,476,0.0,136,12
63135,Asia,中国,China,广西壮族自治区,Guangxi,245,0.0,90,2
63172,Asia,中国,China,贵州省,Guizhou,146,0.0,72,2
63192,Asia,中国,China,吉林省,Jilin,91,0.0,43,1
63308,Asia,中国,China,山西省,Shanxi,131,0.0,73,0
63449,Asia,中国,China,辽宁省,Liaoning,121,0.0,59,1
63462,Asia,中国,China,上海市,Shanghai,334,0.0,199,2
63559,Asia,中国,China,云南省,Yunnan,173,0.0,79,1
63627,Asia,中国,China,江西省,Jiangxi,934,0.0,433,1
63741,Asia,中国,China,宁夏回族自治区,Ningxia,71,0.0,44,0
63878,Asia,中国,China,台湾,Taiwan,24,0.0,2,1
63879,Asia,中国,China,澳门,Macau,10,0.0,6,0
63895,Asia,中国,China,北京市,Beijing,395,0.0,153,4
64237,Asia,中国,China,重庆市,Chongqing,560,0.0,274,5
