,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
2412,Asia,中国,China,湖北省,Hubei,67801,0.0,62889,3186
2429,Asia,中国,China,中国,China,82505,0.0,75956,3313
2776,Asia,中国,China,香港,Hong Kong,682,55.0,123,4
2833,Asia,中国,China,天津市,Tianjin,174,25.0,133,3
2893,Asia,中国,China,台湾,Taiwan,306,0.0,39,5
2912,Asia,中国,China,北京市,Beijing,577,157.0,415,8
2947,Asia,中国,China,上海市,Shanghai,498,19.0,338,5
3217,Asia,中国,China,江西省,Jiangxi,937,0.0,935,1
3618,Asia,中国,China,广东省,Guangdong,1484,10.0,1351,8
3639,Asia,中国,China,澳门,Macau,38,7.0,10,0
3640,Asia,中国,China,河北省,Hebei,321,0.0,310,6
3794,Asia,中国,China,江苏省,Jiangsu,645,3.0,631,0
3868,Asia,中国,China,浙江省,Zhejiang,1255,3.0,1225,1
3882,Asia,中国,China,四川省,Sichuan,550,11.0,536,3
3904,Asia,中国,China,福建省,Fujian,340,0.0,295,1
3916,Asia,中国,China,山东省,Shandong,773,14.0,753,7
3970,Asia,中国,China,内蒙古自治区,Neimenggu,97,0.0,74,1
4099,Asia,中国,China,辽宁省,Liaoning,136,0.0,124,2
