,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
105517,Asia,中国,China,天津市,Tianjin,31,0.0,0,0
105535,Asia,中国,China,黑龙江省,Heilongjiang,44,0.0,0,2
105557,Asia,中国,China,湖北省,Hubei,4903,0.0,90,162
105577,Asia,中国,China,广东省,Guangdong,354,0.0,10,0
105596,Asia,中国,China,青海省,Qinghai,8,0.0,0,0
105615,Asia,中国,China,台湾,Taiwan,9,0.0,0,0
105674,Asia,中国,China,重庆市,Chongqing,182,0.0,1,0
105773,Asia,中国,China,山东省,Shandong,158,0.0,1,0
105803,Asia,中国,China,上海市,Shanghai,112,0.0,5,1
105884,Asia,中国,China,海南省,Hainan,46,0.0,1,1
105912,Asia,中国,China,湖南省,Hunan,277,0.0,2,0
105950,Asia,中国,China,辽宁省,Liaoning,41,0.0,1,0
105961,Asia,中国,China,宁夏回族自治区,Ningxia,17,0.0,0,0
105966,Asia,中国,China,河南省,Henan,278,0.0,2,2
105985,Asia,中国,China,北京市,Beijing,114,0.0,4,1
105997,Asia,中国,China,江西省,Jiangxi,162,0.0,5,0
106028,Asia,中国,China,内蒙古自治区,Neimenggu,18,0.0,0,0
106037,Asia,中国,China,陕西省,Shaanxi,63,0.0,0,0
106093,Asia,中国,China,福建省,Fujian,101,0.0,0,0
106102,Asia,中国,China,云南省,Yunnan,70,0.0,0,0
106124,Asia,中国,China,吉林省,Jilin,14,0.0,1,0
106194,Asia,中国,China,甘肃省,Gansu,26,0.0,0,0
106203,Asia,中国,China,浙江省,Zhejiang,428,0.0,4,0
106233,Asia,中国,China,新疆维吾尔自治区,Xinjiang,14,0.0,0,0
106277,Asia,中国,China,贵州省,Guizhou,12,0.0,1,0
106285,Asia,中国,China,安徽省,Anhui,200,0.0,2,0
106317,Asia,中国,China,江苏省,Jiangsu,129,0.0,1,0
106344,Asia,中国,China,四川省,Sichuan,142,0.0,1,1
106396,Asia,中国,China,广西壮族自治区,Guangxi,78,0.0,2,0
106425,Asia,中国,China,河北省,Hebei,65,0.0,0,1
106449,Asia,中国,China,西藏自治区,Xizang,1,0.0,0,0
106546,Asia,中国,China,山西省,Shanxi,35,0.0,1,0
