,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
9285,Asia,中国,China,中国,China,82164,0.0,74743,3298
9516,Asia,中国,China,天津市,Tianjin,155,15.0,133,3
9603,Asia,中国,China,香港,Hong Kong,519,24.0,110,4
9666,Asia,中国,China,湖北省,Hubei,67801,0.0,61732,3174
9742,Asia,中国,China,山东省,Shandong,772,12.0,752,7
9795,Asia,中国,China,台湾,Taiwan,267,34.0,29,2
9831,Asia,中国,China,北京市,Beijing,569,3.0,408,8
9860,Asia,中国,China,上海市,Shanghai,468,19.0,334,5
10063,Asia,中国,China,广东省,Guangdong,1456,5.0,1337,8
10251,Asia,中国,China,辽宁省,Liaoning,128,0.0,124,2
10272,Asia,中国,China,浙江省,Zhejiang,1247,0.0,1222,1
10286,Asia,中国,China,四川省,Sichuan,548,2.0,536,3
10316,Asia,中国,China,甘肃省,Gansu,136,0.0,123,2
10727,Asia,中国,China,江苏省,Jiangsu,641,0.0,631,0
10785,Asia,中国,China,内蒙古自治区,Neimenggu,92,0.0,74,1
10980,Asia,中国,China,福建省,Fujian,331,0.0,295,1
11397,Asia,中国,China,云南省,Yunnan,180,0.0,172,2
11633,Asia,中国,China,澳门,Macau,33,4.0,10,0
