,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
94667,Asia,中国,China,湖北省,Hubei,16678,0.0,536,479
94686,Asia,中国,China,辽宁省,Liaoning,89,0.0,4,0
94699,Asia,中国,China,山西省,Shanxi,81,0.0,5,0
94710,Asia,中国,China,河南省,Henan,764,0.0,47,2
94739,Asia,中国,China,湖南省,Hunan,661,0.0,54,0
94753,Asia,中国,China,甘肃省,Gansu,57,0.0,6,0
94775,Asia,中国,China,浙江省,Zhejiang,895,0.0,78,0
94897,Asia,中国,China,安徽省,Anhui,530,0.0,23,0
94929,Asia,中国,China,广东省,Guangdong,895,0.0,49,0
94969,Asia,中国,Hongkong,香港,Hongkong,21,0.0,0,1
94996,Asia,中国,China,江苏省,Jiangsu,341,0.0,23,0
95022,Asia,中国,China,贵州省,Guizhou,64,0.0,9,1
95031,Asia,中国,China,福建省,Fujian,205,0.0,11,0
95049,Asia,中国,China,黑龙江省,Heilongjiang,190,0.0,7,2
95061,Asia,中国,China,广西壮族自治区,Guangxi,150,0.0,13,0
95140,Asia,中国,China,河北省,Hebei,135,0.0,6,1
95162,Asia,中国,China,海南省,Hainan,91,0.0,5,1
95192,Asia,中国,China,吉林省,Jilin,54,0.0,2,0
95272,Asia,中国,China,山东省,Shandong,307,0.0,15,0
95302,Asia,中国,China,四川省,Sichuan,301,0.0,24,1
95428,Asia,中国,China,重庆市,Chongqing,376,0.0,15,2
95604,Asia,中国,China,内蒙古自治区,Neimenggu,42,0.0,3,0
95615,Asia,中国,China,陕西省,Shaanxi,165,0.0,6,0
95680,Asia,中国,China,云南省,Yunnan,124,0.0,5,0
95724,Asia,中国,China,上海市,Shanghai,243,0.0,15,1
95778,Asia,中国,China,北京市,Beijing,253,0.0,24,1
95908,Asia,中国,China,天津市,Tianjin,69,0.0,2,1
95935,Asia,中国,China,青海省,Qinghai,17,0.0,3,0
96180,Asia,中国,China,新疆维吾尔自治区,Xinjiang,32,0.0,0,0
96348,Asia,中国,China,江西省,Jiangxi,548,0.0,27,0
