,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
97033,Asia,中国,China,甘肃省,Gansu,57,0.0,4,0
97049,Asia,中国,China,台湾,Taiwan,11,0.0,0,0
97050,Asia,中国,China,江西省,Jiangxi,476,0.0,20,0
97061,Asia,中国,China,河南省,Henan,675,2.0,27,2
97097,Asia,中国,China,辽宁省,Liaoning,81,0.0,2,0
97110,Asia,中国,China,湖南省,Hunan,593,0.0,31,0
97124,Asia,中国,China,四川省,Sichuan,282,0.0,14,1
97145,Asia,中国,China,天津市,Tianjin,67,0.0,2,0
97158,Asia,中国,China,广东省,Guangdong,813,0.0,30,0
97178,Asia,中国,China,浙江省,Zhejiang,829,0.0,62,0
97214,Asia,中国,China,山西省,Shanxi,74,0.0,4,0
97225,Asia,中国,China,陕西省,Shaanxi,142,0.0,2,0
97248,Asia,中国,China,上海市,Shanghai,219,0.0,12,1
97266,Asia,中国,China,新疆维吾尔自治区,Xinjiang,29,0.0,0,0
97275,Asia,中国,China,福建省,Fujian,194,0.0,3,0
97284,Asia,中国,China,山东省,Shandong,275,0.0,11,0
97332,Asia,中国,China,江苏省,Jiangsu,308,0.0,12,0
97377,Asia,中国,China,海南省,Hainan,80,0.0,5,1
97411,Asia,中国,China,贵州省,Guizhou,58,0.0,2,0
97429,Asia,中国,China,湖北省,Hubei,13522,0.0,397,414
97559,Asia,中国,Hongkong,香港,Hongkong,17,0.0,0,1
97575,Asia,中国,China,河北省,Hebei,126,0.0,4,1
97616,Asia,中国,China,北京市,Beijing,228,0.0,23,1
97664,Asia,中国,China,重庆市,Chongqing,344,0.0,9,2
97738,Asia,中国,China,西藏自治区,Xizang,1,0.0,0,0
97739,Asia,中国,China,黑龙江省,Heilongjiang,155,0.0,4,2
97797,Asia,中国,China,云南省,Yunnan,119,0.0,5,0
97909,Asia,中国,China,广西壮族自治区,Guangxi,139,0.0,10,0
97921,Asia,中国,China,安徽省,Anhui,480,0.0,20,0
98003,Asia,中国,Macao,澳门,Macao,10,0.0,0,0
98102,Asia,中国,China,吉林省,Jilin,42,0.0,1,0
98128,Asia,中国,China,内蒙古自治区,Neimenggu,35,0.0,1,0
98152,Asia,中国,China,宁夏回族自治区,Ningxia,34,0.0,1,0
98255,Asia,中国,China,青海省,Qinghai,15,0.0,0,0
