,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
107806,Asia,中国,China,北京市,Beijing,91,0.0,4,1
107817,Asia,中国,China,台湾,Taiwan,8,0.0,0,0
107818,Asia,中国,China,福建省,Fujian,80,0.0,0,0
107828,Asia,中国,China,辽宁省,Liaoning,34,0.0,0,0
107849,Asia,中国,China,浙江省,Zhejiang,173,0.0,3,0
107860,Asia,中国,China,广东省,Guangdong,207,0.0,4,0
107877,Asia,中国,China,广西壮族自治区,Guangxi,51,0.0,2,0
107956,Asia,中国,China,湖北省,Hubei,2714,0.0,52,100
107973,Asia,中国,China,内蒙古自治区,Neimenggu,15,0.0,0,0
108014,Asia,中国,China,山东省,Shandong,95,0.0,0,0
108061,Asia,中国,China,湖南省,Hunan,143,0.0,0,0
108094,Asia,中国,China,江西省,Jiangxi,72,0.0,3,0
108105,Asia,中国,China,上海市,Shanghai,66,0.0,4,1
108117,Asia,中国,China,陕西省,Shaanxi,46,0.0,0,0
108126,Asia,中国,China,云南省,Yunnan,44,0.0,0,0
108136,Asia,中国,China,海南省,Hainan,40,0.0,0,1
108156,Asia,中国,China,天津市,Tianjin,24,0.0,0,0
108165,Asia,中国,China,甘肃省,Gansu,19,0.0,0,0
108185,Asia,中国,China,吉林省,Jilin,8,0.0,0,0
108217,Asia,中国,Macao,澳门,Macao,7,0.0,0,0
108245,Asia,中国,China,河北省,Hebei,33,0.0,0,1
108254,Asia,中国,China,宁夏回族自治区,Ningxia,11,0.0,0,0
108258,Asia,中国,China,新疆维吾尔自治区,Xinjiang,10,0.0,0,0
108282,Asia,中国,China,重庆市,Chongqing,132,0.0,0,0
108313,Asia,中国,China,山西省,Shanxi,20,0.0,0,0
108337,Asia,中国,China,四川省,Sichuan,90,0.0,0,0
108354,Asia,中国,China,黑龙江省,Heilongjiang,30,0.0,0,1
108379,Asia,中国,China,安徽省,Anhui,106,0.0,0,0
108395,Asia,中国,China,江苏省,Jiangsu,70,0.0,1,0
108408,Asia,中国,China,贵州省,Guizhou,9,0.0,0,0
108428,Asia,中国,China,河南省,Henan,168,0.0,0,1
