,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
34184,Asia,中国,China,甘肃省,Gansu,133,0.0,91,2
34196,Asia,中国,China,中国,China,81062,0.0,67037,3204
34201,Asia,中国,China,广东省,Guangdong,1360,0.0,1304,8
34380,Asia,中国,China,湖北省,Hubei,67794,0.0,54288,3085
34417,Asia,中国,China,四川省,Sichuan,539,0.0,516,3
34458,Asia,中国,China,香港,Hong Kong,145,0.0,81,4
34459,Asia,中国,China,天津市,Tianjin,136,0.0,133,3
34482,Asia,中国,China,台湾,Taiwan,59,0.0,20,1
34795,Asia,中国,China,辽宁省,Liaoning,125,0.0,114,1
34913,Asia,中国,China,重庆市,Chongqing,576,0.0,570,6
35016,Asia,中国,China,江苏省,Jiangsu,631,0.0,631,0
35071,Asia,中国,China,浙江省,Zhejiang,1231,0.0,1211,1
35083,Asia,中国,China,北京市,Beijing,442,0.0,353,8
35119,Asia,中国,China,黑龙江省,Heilongjiang,482,0.0,453,13
35144,Asia,中国,China,上海市,Shanghai,353,0.0,324,3
35207,Asia,中国,China,云南省,Yunnan,174,0.0,172,2
