,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
24863,Asia,中国,China,台湾,Taiwan,153,0.0,28,2
24864,Asia,中国,China,北京市,Beijing,504,0.0,396,8
24882,Asia,中国,China,广东省,Guangdong,1400,0.0,1325,8
24903,Asia,中国,China,上海市,Shanghai,380,0.0,327,3
24928,Asia,中国,China,中国,China,81457,0.0,71885,3261
25103,Asia,中国,China,湖北省,Hubei,67800,0.0,58946,3139
25120,Asia,中国,China,香港,Hong Kong,273,0.0,98,4
25123,Asia,中国,China,浙江省,Zhejiang,1236,0.0,1219,1
25312,Asia,中国,China,甘肃省,Gansu,134,0.0,113,2
25542,Asia,中国,China,山东省,Shandong,764,0.0,749,7
25558,Asia,中国,China,福建省,Fujian,303,0.0,295,1
25568,Asia,中国,China,陕西省,Shaanxi,248,0.0,239,3
25582,Asia,中国,China,四川省,Sichuan,542,0.0,536,3
