,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
33100,Asia,中国,China,香港,Hong Kong,914,24.0,216,4
33101,Asia,中国,China,中国,China,83039,0.0,77367,3340
33309,Asia,中国,China,台湾,Taiwan,373,10.0,57,5
33338,Asia,中国,China,上海市,Shanghai,536,19.0,389,6
33580,Asia,中国,China,甘肃省,Gansu,139,0.0,132,2
33593,Asia,中国,China,湖北省,Hubei,67803,0.0,64014,3212
33832,Asia,中国,China,广东省,Guangdong,1532,11.0,1395,8
33853,Asia,中国,China,浙江省,Zhejiang,1264,3.0,1230,1
34047,Asia,中国,China,北京市,Beijing,587,164.0,443,8
34065,Asia,中国,China,福建省,Fujian,350,3.0,305,1
34075,Asia,中国,China,四川省,Sichuan,559,13.0,540,3
34096,Asia,中国,China,陕西省,Shaanxi,256,1.0,246,3
34110,Asia,中国,China,内蒙古自治区,Neimenggu,118,0.0,74,1
34122,Asia,中国,China,黑龙江省,Heilongjiang,524,0.0,469,13
34136,Asia,中国,China,山东省,Shandong,780,14.0,755,7
34152,Asia,中国,China,辽宁省,Liaoning,142,0.0,128,2
34166,Asia,中国,China,河南省,Henan,1276,0.0,1252,22
