,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
24571,Asia,中国,China,天津市,Tianjin,183,0.0,161,3
24619,Asia,中国,China,中国,China,83400,0.0,77976,3349
24902,Asia,中国,China,香港,Hong Kong,1000,39.0,336,4
24914,Asia,中国,China,上海市,Shanghai,555,19.0,438,7
25130,Asia,中国,China,台湾,Taiwan,385,12.0,99,6
25345,Asia,中国,China,内蒙古自治区,Neimenggu,155,0.0,79,1
25363,Asia,中国,China,浙江省,Zhejiang,1267,3.0,1236,1
25526,Asia,中国,China,福建省,Fujian,351,3.0,317,1
25604,Asia,中国,China,湖北省,Hubei,67803,0.0,64264,3219
25621,Asia,中国,China,广东省,Guangdong,1548,11.0,1437,8
25651,Asia,中国,China,江苏省,Jiangsu,652,3.0,636,0
25666,Asia,中国,China,陕西省,Shaanxi,256,1.0,248,3
25680,Asia,中国,China,北京市,Beijing,589,164.0,474,8
25699,Asia,中国,China,四川省,Sichuan,560,13.0,547,3
25721,Asia,中国,China,山东省,Shandong,784,14.0,757,7
25740,Asia,中国,China,黑龙江省,Heilongjiang,661,28.0,470,13
25754,Asia,中国,China,辽宁省,Liaoning,145,0.0,133,2
25769,Asia,中国,China,吉林省,Jilin,98,2.0,96,1
25780,Asia,中国,China,山西省,Shanxi,172,5.0,135,0
25793,Asia,中国,China,云南省,Yunnan,184,0.0,174,2
