,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
6471,Asia,中国,China,香港,Hong Kong,1035,47.0,725,4
6531,Asia,中国,China,中国,China,84313,0.0,78288,4642
6649,Asia,中国,China,安徽省,Anhui,991,0.0,985,6
6692,Asia,中国,China,天津市,Tianjin,190,48.0,179,3
6841,Asia,中国,China,台湾,Taiwan,428,343.0,264,6
6842,Asia,中国,China,上海市,Shanghai,641,300.0,547,7
7218,Asia,中国,China,福建省,Fujian,355,3.0,346,1
7228,Asia,中国,China,北京市,Beijing,593,164.0,524,8
7246,Asia,中国,China,浙江省,Zhejiang,1268,3.0,1256,1
7259,Asia,中国,China,湖北省,Hubei,68128,0.0,63569,4512
7276,Asia,中国,China,黑龙江省,Heilongjiang,928,384.0,485,13
7305,Asia,中国,China,广东省,Guangdong,1585,11.0,1528,8
7326,Asia,中国,China,江苏省,Jiangsu,653,3.0,646,0
7340,Asia,中国,China,四川省,Sichuan,561,13.0,558,3
7380,Asia,中国,China,吉林省,Jilin,108,3.0,99,1
7390,Asia,中国,China,云南省,Yunnan,184,0.0,180,2
7405,Asia,中国,China,重庆市,Chongqing,579,1.0,573,6
