,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
59857,Asia,中国,China,中国,China,81896,0.0,73796,3287
60152,Asia,中国,China,湖北省,Hubei,67801,0.0,60811,3163
60169,Asia,中国,China,广东省,Guangdong,1433,5.0,1336,8
60290,Asia,中国,China,香港,Hong Kong,410,24.0,102,4
60315,Asia,中国,China,台湾,Taiwan,235,19.0,29,2
60317,Asia,中国,China,北京市,Beijing,561,2.0,403,8
60465,Asia,中国,China,澳门,Macau,30,4.0,10,0
60739,Asia,中国,China,上海市,Shanghai,433,19.0,330,5
60778,Asia,中国,China,福建省,Fujian,322,0.0,295,1
60788,Asia,中国,China,浙江省,Zhejiang,1241,0.0,1221,1
60802,Asia,中国,China,山东省,Shandong,769,0.0,752,7
60818,Asia,中国,China,四川省,Sichuan,547,2.0,536,3
60839,Asia,中国,China,江苏省,Jiangsu,638,0.0,631,0
60853,Asia,中国,China,陕西省,Shaanxi,250,1.0,240,3
60867,Asia,中国,China,内蒙古自治区,Neimenggu,77,0.0,74,1
60879,Asia,中国,China,吉林省,Jilin,94,1.0,92,1
