,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
29163,Asia,中国,China,中国,China,83189,0.0,77627,3342
29247,Asia,中国,China,福建省,Fujian,351,3.0,308,1
29258,Asia,中国,China,吉林省,Jilin,98,2.0,93,1
29685,Asia,中国,China,澳门,Macau,45,9.0,10,0
29687,Asia,中国,China,香港,Hong Kong,960,24.0,264,4
29712,Asia,中国,China,台湾,Taiwan,379,10.0,61,5
29777,Asia,中国,China,上海市,Shanghai,543,19.0,418,7
30202,Asia,中国,China,天津市,Tianjin,180,0.0,152,3
30218,Asia,中国,China,甘肃省,Gansu,139,0.0,133,2
30253,Asia,中国,China,山西省,Shanxi,163,5.0,134,0
30266,Asia,中国,China,广东省,Guangdong,1536,11.0,1411,8
30287,Asia,中国,China,浙江省,Zhejiang,1266,3.0,1232,1
30458,Asia,中国,China,北京市,Beijing,588,164.0,455,8
30476,Asia,中国,China,山东省,Shandong,783,14.0,755,7
30520,Asia,中国,China,黑龙江省,Heilongjiang,569,0.0,470,13
30534,Asia,中国,China,辽宁省,Liaoning,144,0.0,131,2
30549,Asia,中国,China,湖北省,Hubei,67803,0.0,64142,3213
30585,Asia,中国,China,内蒙古自治区,Neimenggu,124,0.0,74,1
