,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
56115,Asia,中国,China,中国,China,82034,0.0,74204,3293
56138,Asia,中国,China,香港,Hong Kong,453,24.0,110,4
56185,Asia,中国,China,广东省,Guangdong,1448,5.0,1336,8
56601,Asia,中国,China,山东省,Shandong,771,12.0,752,7
56619,Asia,中国,China,台湾,Taiwan,252,34.0,29,2
56620,Asia,中国,China,上海市,Shanghai,451,19.0,331,5
56711,Asia,中国,China,北京市,Beijing,566,3.0,406,8
56900,Asia,中国,China,辽宁省,Liaoning,128,3.0,124,2
57111,Asia,中国,China,天津市,Tianjin,151,15.0,133,3
57492,Asia,中国,China,澳门,Macau,31,4.0,10,0
57505,Asia,中国,China,内蒙古自治区,Neimenggu,89,0.0,74,1
57518,Asia,中国,China,浙江省,Zhejiang,1243,0.0,1222,1
57552,Asia,中国,China,陕西省,Shaanxi,253,1.0,242,3
57565,Asia,中国,China,河南省,Henan,1275,0.0,1250,22
57928,Asia,中国,China,江苏省,Jiangsu,640,0.0,631,0
57942,Asia,中国,China,湖北省,Hubei,67801,0.0,61201,3169
57977,Asia,中国,China,福建省,Fujian,328,0.0,295,1
58047,Asia,中国,China,黑龙江省,Heilongjiang,484,0.0,469,13
58284,Asia,中国,China,甘肃省,Gansu,136,0.0,121,2
58297,Asia,中国,China,吉林省,Jilin,95,1.0,92,1
58308,Asia,中国,China,云南省,Yunnan,178,0.0,172,2
58483,Asia,中国,China,山西省,Shanxi,135,0.0,133,0
