,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
84247,Asia,中国,China,吉林省,Jilin,93,0.0,91,1
84257,Asia,中国,China,湖北省,Hubei,67743,0.0,46488,3008
84274,Asia,中国,China,黑龙江省,Heilongjiang,481,0.0,430,13
84288,Asia,中国,China,重庆市,Chongqing,576,0.0,535,6
84328,Asia,中国,China,甘肃省,Gansu,124,0.0,88,2
84400,Asia,中国,China,山西省,Shanxi,133,0.0,127,0
84411,Asia,中国,China,山东省,Shandong,758,0.0,700,6
84480,Asia,中国,China,天津市,Tianjin,136,0.0,130,3
84496,Asia,中国,China,香港,Hong Kong,115,0.0,59,3
84497,Asia,中国,China,广东省,Guangdong,1352,0.0,1260,8
84517,Asia,中国,China,浙江省,Zhejiang,1215,0.0,1176,1
84546,Asia,中国,China,四川省,Sichuan,539,0.0,466,3
84567,Asia,中国,China,江苏省,Jiangsu,631,0.0,621,0
84811,Asia,中国,China,北京市,Beijing,428,0.0,315,8
84950,Asia,中国,China,湖南省,Hunan,1018,0.0,979,4
84964,Asia,中国,China,台湾,Taiwan,45,0.0,15,1
84965,Asia,中国,China,上海市,Shanghai,342,0.0,315,3
84984,Asia,中国,China,贵州省,Guizhou,146,0.0,123,2
84993,Asia,中国,China,广西壮族自治区,Guangxi,252,0.0,230,2
85019,Asia,中国,China,江西省,Jiangxi,935,0.0,923,1
