,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
90267,Asia,中国,China,广东省,Guangdong,1350,0.0,1101,7
90288,Asia,中国,China,河南省,Henan,1272,0.0,1231,22
90307,Asia,中国,China,天津市,Tianjin,136,0.0,124,3
90330,Asia,中国,China,安徽省,Anhui,990,0.0,936,6
90346,Asia,中国,China,辽宁省,Liaoning,125,0.0,106,1
90360,Asia,中国,China,福建省,Fujian,296,0.0,260,1
90369,Asia,中国,China,甘肃省,Gansu,91,0.0,86,2
90382,Asia,中国,China,湖南省,Hunan,1018,0.0,906,4
90396,Asia,中国,China,黑龙江省,Heilongjiang,480,0.0,366,13
90413,Asia,中国,China,浙江省,Zhejiang,1213,0.0,1093,1
90438,Asia,中国,China,澳门,Macau,10,0.0,9,0
90442,Asia,中国,China,香港,Hong Kong,100,0.0,37,2
90443,Asia,中国,China,湖北省,Hubei,67217,0.0,36208,2835
90474,Asia,中国,China,海南省,Hainan,168,0.0,152,5
90505,Asia,中国,China,江苏省,Jiangsu,631,0.0,562,0
90646,Asia,中国,China,四川省,Sichuan,538,0.0,394,3
90708,Asia,中国,China,山西省,Shanxi,133,0.0,120,0
90719,Asia,中国,China,河北省,Hebei,318,0.0,300,6
90732,Asia,中国,China,内蒙古自治区,Neimenggu,75,0.0,59,1
90780,Asia,中国,China,山东省,Shandong,758,0.0,511,6
90830,Asia,中国,China,新疆维吾尔自治区,Xinjiang,76,0.0,68,3
90859,Asia,中国,China,台湾,Taiwan,42,0.0,12,1
91045,Asia,中国,China,上海市,Shanghai,338,0.0,294,3
91082,Asia,中国,China,云南省,Yunnan,174,0.0,169,2
91145,Asia,中国,China,北京市,Beijing,414,0.0,288,8
91163,Asia,中国,China,江西省,Jiangxi,935,0.0,870,1
91404,Asia,中国,China,广西壮族自治区,Guangxi,252,0.0,202,2
91554,Asia,中国,China,重庆市,Chongqing,576,0.0,469,6
