,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
168,Asia,中国,China,浙江省,Zhejiang,1268,3.0,1262,1
181,Asia,中国,China,福建省,Fujian,355,3.0,352,1
191,Asia,中国,China,江苏省,Jiangsu,653,3.0,647,0
205,Asia,中国,China,上海市,Shanghai,645,300.0,584,7
223,Asia,中国,China,广东省,Guangdong,1588,11.0,1554,8
244,Asia,中国,China,中国,China,84369,0.0,78729,4643
245,Asia,中国,China,黑龙江省,Heilongjiang,939,384.0,587,13
259,Asia,中国,China,澳门,Macau,45,9.0,33,0
260,Asia,中国,China,山东省,Shandong,787,14.0,771,7
379,Asia,中国,China,内蒙古自治区,Neimenggu,199,34.0,146,1
392,Asia,中国,China,天津市,Tianjin,190,48.0,183,3
