,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
36633,Asia,中国,China,天津市,Tianjin,180,0.0,144,3
36649,Asia,中国,China,中国,China,82899,0.0,76996,3335
36714,Asia,中国,China,台湾,Taiwan,355,10.0,50,5
36861,Asia,中国,China,香港,Hong Kong,862,37.0,173,4
36883,Asia,中国,China,上海市,Shanghai,529,19.0,356,6
37239,Asia,中国,China,甘肃省,Gansu,138,0.0,131,2
37432,Asia,中国,China,陕西省,Shaanxi,256,1.0,245,3
37471,Asia,中国,China,广东省,Guangdong,1516,11.0,1378,8
37492,Asia,中国,China,浙江省,Zhejiang,1262,3.0,1229,1
37528,Asia,中国,China,湖北省,Hubei,67803,0.0,63762,3207
37546,Asia,中国,China,福建省,Fujian,350,3.0,301,1
37556,Asia,中国,China,四川省,Sichuan,557,13.0,538,3
37589,Asia,中国,China,北京市,Beijing,585,164.0,438,8
37608,Asia,中国,China,辽宁省,Liaoning,141,0.0,125,2
37623,Asia,中国,China,山东省,Shandong,778,14.0,755,7
37660,Asia,中国,China,黑龙江省,Heilongjiang,491,0.0,469,13
37999,Asia,中国,China,澳门,Macau,43,9.0,10,0
