,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
105033,Asia,中国,China,湖南省,Hunan,1011,0.0,661,4
105047,Asia,中国,China,甘肃省,Gansu,91,0.0,76,2
105059,Asia,中国,China,新疆维吾尔自治区,Xinjiang,76,0.0,24,1
105071,Asia,中国,China,河南省,Henan,1267,0.0,736,19
105093,Asia,中国,China,湖北省,Hubei,62662,0.0,11881,2144
105130,Asia,中国,China,四川省,Sichuan,525,0.0,231,3
105151,Asia,中国,China,河北省,Hebei,308,0.0,184,5
105162,Asia,中国,China,贵州省,Guizhou,146,0.0,77,2
105171,Asia,中国,China,天津市,Tianjin,132,0.0,62,3
105201,Asia,中国,China,黑龙江省,Heilongjiang,479,0.0,175,12
105214,Asia,中国,China,江苏省,Jiangsu,631,0.0,373,0
105227,Asia,中国,China,广西壮族自治区,Guangxi,246,0.0,97,2
105240,Asia,中国,China,福建省,Fujian,293,0.0,149,1
105250,Asia,中国,China,陕西省,Shaanxi,245,0.0,134,1
105477,Asia,中国,China,浙江省,Zhejiang,1203,0.0,679,1
105489,Asia,中国,China,山东省,Shandong,749,0.0,281,4
105522,Asia,中国,China,广东省,Guangdong,1333,0.0,690,5
105557,Asia,中国,China,安徽省,Anhui,988,0.0,539,6
105642,Asia,中国,China,海南省,Hainan,168,0.0,95,4
105657,Asia,中国,China,吉林省,Jilin,91,0.0,45,1
105716,Asia,中国,China,内蒙古自治区,Neimenggu,75,0.0,17,0
105762,Asia,中国,China,台湾,Taiwan,26,0.0,2,1
105778,Asia,中国,China,宁夏回族自治区,Ningxia,71,0.0,48,0
105784,Asia,中国,China,云南省,Yunnan,174,0.0,96,2
105863,Asia,中国,China,上海市,Shanghai,334,0.0,211,2
106009,Asia,中国,China,青海省,Qinghai,18,0.0,18,0
106045,Asia,中国,China,香港,Hong Kong,68,0.0,5,2
106091,Asia,中国,China,辽宁省,Liaoning,121,0.0,61,1
106138,Asia,中国,China,江西省,Jiangxi,934,0.0,489,1
106150,Asia,中国,China,北京市,Beijing,396,0.0,169,4
106349,Asia,中国,China,重庆市,Chongqing,567,0.0,299,6
106402,Asia,中国,China,山西省,Shanxi,132,0.0,76,0
