,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
38109,Asia,中国,China,中国,China,82857,0.0,76810,3331
38528,Asia,中国,China,香港,Hong Kong,845,37.0,173,4
38579,Asia,中国,China,天津市,Tianjin,180,0.0,140,3
38616,Asia,中国,China,北京市,Beijing,584,164.0,434,8
38669,Asia,中国,China,台湾,Taiwan,348,10.0,50,5
38679,Asia,中国,China,上海市,Shanghai,526,19.0,348,6
38892,Asia,中国,China,广东省,Guangdong,1514,10.0,1368,8
38929,Asia,中国,China,陕西省,Shaanxi,255,1.0,244,3
39041,Asia,中国,China,四川省,Sichuan,555,13.0,537,3
39272,Asia,中国,China,浙江省,Zhejiang,1260,3.0,1228,1
39285,Asia,中国,China,江苏省,Jiangsu,651,3.0,632,0
39330,Asia,中国,China,湖北省,Hubei,67802,0.0,63612,3203
39347,Asia,中国,China,福建省,Fujian,349,3.0,300,1
39600,Asia,中国,China,河北省,Hebei,326,0.0,310,6
39613,Asia,中国,China,山东省,Shandong,778,14.0,754,7
39637,Asia,中国,China,黑龙江省,Heilongjiang,489,0.0,469,13
39662,Asia,中国,China,云南省,Yunnan,184,0.0,172,2
