,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
18920,Asia,中国,China,香港,Hong Kong,1017,39.0,459,4
18921,Asia,中国,China,台湾,Taiwan,395,340.0,124,6
18922,Asia,中国,China,澳门,Macau,45,9.0,16,0
18928,Asia,中国,China,中国,China,83752,0.0,78435,3352
18934,Asia,中国,China,天津市,Tianjin,185,48.0,171,3
19294,Asia,中国,China,上海市,Shanghai,622,19.0,485,7
19500,Asia,中国,China,浙江省,Zhejiang,1268,3.0,1244,1
19678,Asia,中国,China,福建省,Fujian,353,3.0,331,1
19688,Asia,中国,China,湖北省,Hubei,67803,0.0,64402,3222
19705,Asia,中国,China,广东省,Guangdong,1566,11.0,1462,8
19741,Asia,中国,China,陕西省,Shaanxi,256,1.0,251,3
19754,Asia,中国,China,北京市,Beijing,590,164.0,495,8
19772,Asia,中国,China,江苏省,Jiangsu,653,3.0,642,0
19788,Asia,中国,China,四川省,Sichuan,560,13.0,550,3
19811,Asia,中国,China,山东省,Shandong,784,14.0,761,7
19828,Asia,中国,China,黑龙江省,Heilongjiang,841,28.0,470,13
19843,Asia,中国,China,内蒙古自治区,Neimenggu,190,34.0,94,1
19856,Asia,中国,China,山西省,Shanxi,186,18.0,135,0
19868,Asia,中国,China,吉林省,Jilin,102,3.0,96,1
19879,Asia,中国,China,云南省,Yunnan,184,0.0,176,2
