,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
130864,Asia,中国,China,四川省,Sichuan,364,0.0,60,1
130885,Asia,中国,China,甘肃省,Gansu,79,0.0,12,1
130919,Asia,中国,China,河南省,Henan,981,0.0,116,4
130938,Asia,中国,China,湖北省,Hubei,24953,0.0,1218,699
131027,Asia,中国,China,湖南省,Hunan,803,0.0,156,1
131108,Asia,中国,China,辽宁省,Liaoning,105,0.0,8,0
131121,Asia,中国,China,广东省,Guangdong,1095,0.0,112,1
131182,Asia,中国,China,山东省,Shandong,416,0.0,44,0
131211,Asia,中国,China,河北省,Hebei,195,0.0,30,1
131345,Asia,中国,China,重庆市,Chongqing,428,0.0,39,2
131423,Asia,中国,China,浙江省,Zhejiang,1048,0.0,175,0
131436,Asia,中国,China,海南省,Hainan,124,0.0,14,2
131468,Asia,中国,China,江苏省,Jiangsu,439,0.0,51,0
131481,Asia,中国,China,陕西省,Shaanxi,195,0.0,20,0
131629,Asia,中国,China,宁夏回族自治区,Ningxia,45,0.0,15,0
131736,Asia,中国,China,云南省,Yunnan,138,0.0,17,0
131786,Asia,中国,China,黑龙江省,Heilongjiang,295,0.0,13,5
131876,Asia,中国,China,天津市,Tianjin,88,0.0,4,1
131938,Asia,中国,China,福建省,Fujian,239,0.0,24,0
132122,Asia,中国,China,安徽省,Anhui,733,0.0,59,0
132174,Asia,中国,China,山西省,Shanxi,104,0.0,20,0
132282,Asia,中国,China,贵州省,Guizhou,89,0.0,7,1
132312,Asia,中国,China,上海市,Shanghai,286,0.0,41,1
132562,Asia,中国,China,台湾,Taiwan,17,0.0,1,0
132693,Asia,中国,China,广西壮族自治区,Guangxi,183,0.0,17,0
132937,Asia,中国,China,内蒙古自治区,Neimenggu,52,0.0,5,0
132963,Asia,中国,China,新疆维吾尔自治区,Xinjiang,42,0.0,0,0
132995,Asia,中国,China,北京市,Beijing,315,0.0,34,2
133222,Asia,中国,China,江西省,Jiangxi,698,0.0,55,0
133363,Asia,中国,China,吉林省,Jilin,69,0.0,4,1
133390,Asia,中国,Hongkong,香港,Hongkong,26,0.0,0,1
