,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
5080,Asia,中国,China,黑龙江省,Heilongjiang,930,384.0,509,13
5094,Asia,中国,China,香港,Hong Kong,1037,47.0,753,4
5095,Asia,中国,China,中国,China,84330,0.0,78402,4642
5096,Asia,中国,China,台湾,Taiwan,429,343.0,264,6
5290,Asia,中国,China,上海市,Shanghai,641,300.0,558,7
5321,Asia,中国,China,内蒙古自治区,Neimenggu,197,34.0,114,1
5346,Asia,中国,China,天津市,Tianjin,190,48.0,181,3
5820,Asia,中国,China,北京市,Beijing,593,164.0,525,8
5839,Asia,中国,China,陕西省,Shaanxi,286,1.0,253,3
5852,Asia,中国,China,福建省,Fujian,355,3.0,349,1
5869,Asia,中国,China,湖北省,Hubei,68128,0.0,63593,4512
5911,Asia,中国,China,广东省,Guangdong,1585,11.0,1534,8
5932,Asia,中国,China,山东省,Shandong,787,14.0,767,7
5948,Asia,中国,China,河北省,Hebei,328,0.0,318,6
5980,Asia,中国,China,山西省,Shanxi,197,18.0,149,0
5992,Asia,中国,China,吉林省,Jilin,109,3.0,99,1
6002,Asia,中国,China,云南省,Yunnan,185,0.0,180,2
