,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
85067,Asia,中国,China,陕西省,Shaanxi,245,0.0,227,1
85079,Asia,中国,China,湖北省,Hubei,67707,0.0,45235,2986
85096,Asia,中国,China,广东省,Guangdong,1352,0.0,1256,7
85117,Asia,中国,China,黑龙江省,Heilongjiang,481,0.0,412,13
85130,Asia,中国,China,香港,Hong Kong,114,0.0,58,3
85131,Asia,中国,China,甘肃省,Gansu,124,0.0,87,2
85163,Asia,中国,China,四川省,Sichuan,539,0.0,464,3
85185,Asia,中国,China,湖南省,Hunan,1018,0.0,968,4
85271,Asia,中国,China,山东省,Shandong,758,0.0,642,6
85319,Asia,中国,China,江苏省,Jiangsu,631,0.0,612,0
85333,Asia,中国,China,浙江省,Zhejiang,1215,0.0,1161,1
85391,Asia,中国,China,江西省,Jiangxi,935,0.0,919,1
85404,Asia,中国,China,新疆维吾尔自治区,Xinjiang,76,0.0,73,3
85484,Asia,中国,China,辽宁省,Liaoning,125,0.0,109,1
85497,Asia,中国,China,内蒙古自治区,Neimenggu,75,0.0,70,1
85508,Asia,中国,China,河南省,Henan,1272,0.0,1247,22
85527,Asia,中国,China,安徽省,Anhui,990,0.0,984,6
85586,Asia,中国,China,上海市,Shanghai,342,0.0,314,3
85611,Asia,中国,China,海南省,Hainan,168,0.0,159,6
85710,Asia,中国,China,台湾,Taiwan,45,0.0,13,1
85774,Asia,中国,China,北京市,Beijing,428,0.0,308,8
85792,Asia,中国,China,贵州省,Guizhou,146,0.0,117,2
85878,Asia,中国,China,广西壮族自治区,Guangxi,252,0.0,223,2
85920,Asia,中国,China,重庆市,Chongqing,576,0.0,526,6
