,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
101697,Asia,中国,China,新疆维吾尔自治区,Xinjiang,76,0.0,28,2
101711,Asia,中国,China,黑龙江省,Heilongjiang,480,0.0,222,12
101729,Asia,中国,China,辽宁省,Liaoning,121,0.0,73,1
101742,Asia,中国,China,甘肃省,Gansu,91,0.0,78,2
101779,Asia,中国,China,天津市,Tianjin,135,0.0,81,3
101795,Asia,中国,China,贵州省,Guizhou,146,0.0,102,2
101805,Asia,中国,China,吉林省,Jilin,91,0.0,54,1
101815,Asia,中国,China,湖北省,Hubei,64084,0.0,15343,2346
101833,Asia,中国,China,浙江省,Zhejiang,1205,0.0,760,1
101845,Asia,中国,China,陕西省,Shaanxi,245,0.0,163,1
101897,Asia,中国,China,山东省,Shandong,754,0.0,321,4
101912,Asia,中国,China,河北省,Hebei,311,0.0,219,6
101923,Asia,中国,China,山西省,Shanxi,132,0.0,89,0
101952,Asia,中国,China,广东省,Guangdong,1342,0.0,755,6
101999,Asia,中国,China,河南省,Henan,1271,0.0,868,19
102018,Asia,中国,China,安徽省,Anhui,989,0.0,637,6
102034,Asia,中国,China,江西省,Jiangxi,934,0.0,613,1
102046,Asia,中国,China,湖南省,Hunan,1016,0.0,714,4
102060,Asia,中国,China,四川省,Sichuan,526,0.0,261,3
102094,Asia,中国,China,重庆市,Chongqing,573,0.0,328,6
102133,Asia,中国,China,江苏省,Jiangsu,631,0.0,418,0
102146,Asia,中国,China,北京市,Beijing,399,0.0,189,4
102163,Asia,中国,China,广西壮族自治区,Guangxi,249,0.0,106,2
102176,Asia,中国,China,福建省,Fujian,293,0.0,170,1
102208,Asia,中国,China,上海市,Shanghai,335,0.0,249,3
102226,Asia,中国,China,香港,Hong Kong,74,0.0,11,2
102227,Asia,中国,China,海南省,Hainan,168,0.0,106,4
102243,Asia,中国,China,云南省,Yunnan,174,0.0,115,2
102307,Asia,中国,China,内蒙古自治区,Neimenggu,75,0.0,27,0
102339,Asia,中国,China,台湾,Taiwan,28,0.0,2,1
102340,Asia,中国,China,宁夏回族自治区,Ningxia,71,0.0,56,0
102357,Asia,中国,China,澳门,Macau,10,0.0,6,0
102358,Asia,中国,China,青海省,Qinghai,18,0.0,18,0
102360,Asia,中国,China,西藏自治区,Xizang,1,0.0,1,0
