,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
140899,Asia,中国,China,甘肃省,Gansu,57,0.0,4,0
140915,Asia,中国,China,台湾,Taiwan,11,0.0,0,0
140916,Asia,中国,China,江西省,Jiangxi,476,0.0,20,0
140927,Asia,中国,China,河南省,Henan,675,2.0,27,2
140963,Asia,中国,China,辽宁省,Liaoning,81,0.0,2,0
140976,Asia,中国,China,湖南省,Hunan,593,0.0,31,0
140990,Asia,中国,China,四川省,Sichuan,282,0.0,14,1
141011,Asia,中国,China,天津市,Tianjin,67,0.0,2,0
141024,Asia,中国,China,广东省,Guangdong,813,0.0,30,0
141044,Asia,中国,China,浙江省,Zhejiang,829,0.0,62,0
141080,Asia,中国,China,山西省,Shanxi,74,0.0,4,0
141091,Asia,中国,China,陕西省,Shaanxi,142,0.0,2,0
141114,Asia,中国,China,上海市,Shanghai,219,0.0,12,1
141132,Asia,中国,China,新疆维吾尔自治区,Xinjiang,29,0.0,0,0
141141,Asia,中国,China,福建省,Fujian,194,0.0,3,0
141150,Asia,中国,China,山东省,Shandong,275,0.0,11,0
141198,Asia,中国,China,江苏省,Jiangsu,308,0.0,12,0
141243,Asia,中国,China,海南省,Hainan,80,0.0,5,1
141277,Asia,中国,China,贵州省,Guizhou,58,0.0,2,0
141295,Asia,中国,China,湖北省,Hubei,13522,0.0,397,414
141425,Asia,中国,Hongkong,香港,Hongkong,17,0.0,0,1
141441,Asia,中国,China,河北省,Hebei,126,0.0,4,1
141482,Asia,中国,China,北京市,Beijing,228,0.0,23,1
141530,Asia,中国,China,重庆市,Chongqing,344,0.0,9,2
141604,Asia,中国,China,西藏自治区,Xizang,1,0.0,0,0
141605,Asia,中国,China,黑龙江省,Heilongjiang,155,0.0,4,2
141663,Asia,中国,China,云南省,Yunnan,119,0.0,5,0
141775,Asia,中国,China,广西壮族自治区,Guangxi,139,0.0,10,0
141787,Asia,中国,China,安徽省,Anhui,480,0.0,20,0
141869,Asia,中国,Macao,澳门,Macao,10,0.0,0,0
141968,Asia,中国,China,吉林省,Jilin,42,0.0,1,0
141994,Asia,中国,China,内蒙古自治区,Neimenggu,35,0.0,1,0
142018,Asia,中国,China,宁夏回族自治区,Ningxia,34,0.0,1,0
142121,Asia,中国,China,青海省,Qinghai,15,0.0,0,0
