,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
82072,Asia,中国,China,四川省,Sichuan,539,0.0,488,3
82093,Asia,中国,China,甘肃省,Gansu,127,0.0,88,2
82106,Asia,中国,China,黑龙江省,Heilongjiang,482,0.0,436,13
82119,Asia,中国,China,山东省,Shandong,760,0.0,726,6
82135,Asia,中国,China,广西壮族自治区,Guangxi,252,0.0,238,2
82149,Asia,中国,China,湖北省,Hubei,67773,0.0,49134,3046
82229,Asia,中国,China,广东省,Guangdong,1356,0.0,1282,8
82259,Asia,中国,China,香港,Hong Kong,126,0.0,65,3
82276,Asia,中国,China,浙江省,Zhejiang,1215,0.0,1195,1
82288,Asia,中国,China,陕西省,Shaanxi,245,0.0,232,1
82300,Asia,中国,China,宁夏回族自治区,Ningxia,75,0.0,72,0
82367,Asia,中国,China,河南省,Henan,1273,0.0,1249,22
82406,Asia,中国,China,重庆市,Chongqing,576,0.0,549,6
82572,Asia,中国,China,内蒙古自治区,Neimenggu,75,0.0,71,1
82584,Asia,中国,China,台湾,Taiwan,48,0.0,17,1
82587,Asia,中国,China,上海市,Shanghai,344,0.0,320,3
82679,Asia,中国,China,贵州省,Guizhou,146,0.0,133,2
82739,Asia,中国,China,江西省,Jiangxi,935,0.0,932,1
82768,Asia,中国,China,北京市,Beijing,435,0.0,326,8
82807,Asia,中国,China,湖南省,Hunan,1018,0.0,995,4
82960,Asia,中国,China,山西省,Shanxi,133,0.0,131,0
