,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
122203,Asia,中国,China,广西壮族自治区,Guangxi,222,0.0,32,1
122216,Asia,中国,China,天津市,Tianjin,112,0.0,11,2
122232,Asia,中国,China,甘肃省,Gansu,86,0.0,29,2
122267,Asia,中国,China,湖北省,Hubei,33366,0.0,2686,1068
122284,Asia,中国,China,河南省,Henan,1135,0.0,246,8
122303,Asia,中国,China,江苏省,Jiangsu,543,0.0,125,0
122316,Asia,中国,China,黑龙江省,Heilongjiang,378,0.0,31,8
122328,Asia,中国,China,云南省,Yunnan,154,0.0,26,0
122343,Asia,中国,China,吉林省,Jilin,83,0.0,22,1
122353,Asia,中国,China,辽宁省,Liaoning,116,0.0,20,1
122383,Asia,中国,China,湖南省,Hunan,946,0.0,304,2
122397,Asia,中国,China,四川省,Sichuan,436,0.0,92,1
122418,Asia,中国,China,广东省,Guangdong,1219,0.0,275,1
122467,Asia,中国,China,福建省,Fujian,272,0.0,53,0
122507,Asia,中国,China,山东省,Shandong,497,0.0,92,2
122522,Asia,中国,China,河北省,Hebei,251,0.0,54,2
122533,Asia,中国,China,陕西省,Shaanxi,225,0.0,43,0
122585,Asia,中国,China,内蒙古自治区,Neimenggu,60,0.0,6,0
122596,Asia,中国,China,宁夏回族自治区,Ningxia,58,0.0,24,0
122670,Asia,中国,China,浙江省,Zhejiang,1131,0.0,321,0
122681,Asia,中国,China,安徽省,Anhui,889,0.0,127,4
122779,Asia,中国,China,山西省,Shanxi,124,0.0,33,0
122790,Asia,中国,Macao,澳门,Macao,10,0.0,2,0
122791,Asia,中国,Hongkong,香港,Hongkong,50,0.0,1,1
122792,Asia,中国,China,贵州省,Guizhou,133,0.0,18,1
122801,Asia,中国,China,海南省,Hainan,157,0.0,27,3
122831,Asia,中国,China,重庆市,Chongqing,509,0.0,87,3
122943,Asia,中国,China,上海市,Shanghai,311,0.0,57,1
123193,Asia,中国,China,青海省,Qinghai,18,0.0,9,0
123234,Asia,中国,China,西藏自治区,Xizang,1,0.0,1,0
123570,Asia,中国,China,北京市,Beijing,352,0.0,56,3
123662,Asia,中国,China,新疆维吾尔自治区,Xinjiang,59,0.0,3,0
123718,Asia,中国,China,江西省,Jiangxi,844,0.0,152,1
