,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
92957,Asia,中国,China,香港,Hong Kong,96,0.0,36,2
92958,Asia,中国,China,甘肃省,Gansu,91,0.0,84,2
92970,Asia,中国,China,广东省,Guangdong,1349,0.0,1016,7
92991,Asia,中国,China,河南省,Henan,1272,0.0,1198,22
93010,Asia,中国,China,河北省,Hebei,318,0.0,294,6
93049,Asia,中国,China,天津市,Tianjin,136,0.0,111,3
93065,Asia,中国,China,辽宁省,Liaoning,122,0.0,103,1
93080,Asia,中国,China,四川省,Sichuan,538,0.0,365,3
93104,Asia,中国,China,山东省,Shandong,758,0.0,443,6
93119,Asia,中国,China,黑龙江省,Heilongjiang,480,0.0,342,13
93143,Asia,中国,China,浙江省,Zhejiang,1205,0.0,1046,1
93187,Asia,中国,China,海南省,Hainan,168,0.0,149,5
93203,Asia,中国,China,湖北省,Hubei,66907,0.0,31536,2761
93220,Asia,中国,China,湖南省,Hunan,1018,0.0,866,4
93234,Asia,中国,China,安徽省,Anhui,990,0.0,873,6
93250,Asia,中国,China,江苏省,Jiangsu,631,0.0,536,0
93263,Asia,中国,China,内蒙古自治区,Neimenggu,75,0.0,52,0
93289,Asia,中国,China,新疆维吾尔自治区,Xinjiang,76,0.0,64,3
93323,Asia,中国,China,广西壮族自治区,Guangxi,252,0.0,181,2
93336,Asia,中国,China,福建省,Fujian,296,0.0,247,1
93345,Asia,中国,China,陕西省,Shaanxi,245,0.0,208,1
93368,Asia,中国,China,吉林省,Jilin,93,0.0,78,1
93461,Asia,中国,China,重庆市,Chongqing,576,0.0,442,6
93515,Asia,中国,China,台湾,Taiwan,40,0.0,9,1
93595,Asia,中国,China,上海市,Shanghai,337,0.0,290,3
93613,Asia,中国,China,云南省,Yunnan,174,0.0,163,2
93734,Asia,中国,China,山西省,Shanxi,133,0.0,115,0
93793,Asia,中国,China,北京市,Beijing,413,0.0,276,8
93854,Asia,中国,China,江西省,Jiangxi,935,0.0,831,1
