,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
22031,Asia,中国,China,天津市,Tianjin,184,48.0,164,3
22058,Asia,中国,China,中国,China,83607,0.0,78148,3351
22326,Asia,中国,China,香港,Hong Kong,1009,39.0,360,4
22327,Asia,中国,China,台湾,Taiwan,393,17.0,109,6
22328,Asia,中国,China,黑龙江省,Heilongjiang,740,28.0,470,13
22342,Asia,中国,China,湖北省,Hubei,67803,0.0,64338,3221
22359,Asia,中国,China,上海市,Shanghai,618,19.0,446,7
22378,Asia,中国,China,内蒙古自治区,Neimenggu,190,34.0,83,1
22390,Asia,中国,China,北京市,Beijing,589,164.0,484,8
22408,Asia,中国,China,广东省,Guangdong,1555,11.0,1454,8
22429,Asia,中国,China,浙江省,Zhejiang,1267,3.0,1239,1
22442,Asia,中国,China,福建省,Fujian,352,3.0,325,1
22468,Asia,中国,China,山东省,Shandong,784,14.0,758,7
22484,Asia,中国,China,四川省,Sichuan,560,13.0,548,3
22505,Asia,中国,China,吉林省,Jilin,100,3.0,96,1
22713,Asia,中国,China,山西省,Shanxi,173,5.0,135,0
