,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
88024,Asia,中国,China,甘肃省,Gansu,102,0.0,87,2
88036,Asia,中国,China,湖北省,Hubei,67466,0.0,40592,2902
88053,Asia,中国,China,山东省,Shandong,758,0.0,578,6
88068,Asia,中国,China,广东省,Guangdong,1351,0.0,1188,7
88089,Asia,中国,China,四川省,Sichuan,539,0.0,425,3
88110,Asia,中国,China,江苏省,Jiangsu,631,0.0,583,0
88123,Asia,中国,China,台湾,Taiwan,44,0.0,12,1
88124,Asia,中国,China,河北省,Hebei,318,0.0,304,6
88135,Asia,中国,China,山西省,Shanxi,133,0.0,126,0
88146,Asia,中国,China,河南省,Henan,1272,0.0,1244,22
88164,Asia,中国,China,吉林省,Jilin,93,0.0,88,1
88210,Asia,中国,China,浙江省,Zhejiang,1215,0.0,1124,1
88222,Asia,中国,China,广西壮族自治区,Guangxi,252,0.0,214,2
88235,Asia,中国,China,福建省,Fujian,296,0.0,277,1
88338,Asia,中国,China,湖南省,Hunan,1018,0.0,938,4
88498,Asia,中国,China,内蒙古自治区,Neimenggu,75,0.0,64,1
88596,Asia,中国,China,上海市,Shanghai,339,0.0,303,3
88615,Asia,中国,China,陕西省,Shaanxi,245,0.0,224,1
88627,Asia,中国,China,海南省,Hainan,168,0.0,158,6
88642,Asia,中国,China,新疆维吾尔自治区,Xinjiang,76,0.0,70,3
88748,Asia,中国,China,安徽省,Anhui,990,0.0,970,6
88984,Asia,中国,China,天津市,Tianjin,136,0.0,128,3
89092,Asia,中国,China,江西省,Jiangxi,935,0.0,901,1
89207,Asia,中国,China,黑龙江省,Heilongjiang,481,0.0,379,13
89220,Asia,中国,China,香港,Hong Kong,105,0.0,43,2
89254,Asia,中国,China,重庆市,Chongqing,576,0.0,502,6
89294,Asia,中国,China,北京市,Beijing,418,0.0,297,8
