,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
7854,Asia,中国,China,天津市,Tianjin,189,48.0,179,3
7876,Asia,中国,China,中国,China,84305,0.0,78190,4642
8157,Asia,中国,China,黑龙江省,Heilongjiang,925,384.0,487,13
8189,Asia,中国,China,上海市,Shanghai,640,300.0,533,7
8235,Asia,中国,China,台湾,Taiwan,427,343.0,253,6
8237,Asia,中国,China,香港,Hong Kong,1035,47.0,699,4
8238,Asia,中国,China,澳门,Macau,45,9.0,27,0
8600,Asia,中国,China,浙江省,Zhejiang,1268,3.0,1254,1
8613,Asia,中国,China,湖北省,Hubei,68128,0.0,63547,4512
8663,Asia,中国,China,北京市,Beijing,593,164.0,522,8
8681,Asia,中国,China,广东省,Guangdong,1584,11.0,1518,8
8702,Asia,中国,China,山西省,Shanxi,197,18.0,142,0
8714,Asia,中国,China,吉林省,Jilin,107,3.0,98,1
8724,Asia,中国,China,四川省,Sichuan,561,13.0,557,3
