,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
13364,Asia,中国,China,澳门,Macau,45,9.0,20,0
13365,Asia,中国,China,中国,China,84225,0.0,77879,4642
13366,Asia,中国,China,天津市,Tianjin,189,48.0,174,3
13394,Asia,中国,China,上海市,Shanghai,635,19.0,521,7
13687,Asia,中国,China,香港,Hong Kong,1025,39.0,602,4
13694,Asia,中国,China,台湾,Taiwan,420,341.0,189,6
13879,Asia,中国,China,浙江省,Zhejiang,1268,3.0,1247,1
13892,Asia,中国,China,福建省,Fujian,355,3.0,339,1
14081,Asia,中国,China,湖北省,Hubei,68128,0.0,63507,4512
14104,Asia,中国,China,四川省,Sichuan,561,13.0,554,3
14125,Asia,中国,China,贵州省,Guizhou,147,0.0,145,2
14136,Asia,中国,China,黑龙江省,Heilongjiang,898,38.0,472,13
14150,Asia,中国,China,广东省,Guangdong,1580,11.0,1490,8
14171,Asia,中国,China,北京市,Beijing,593,164.0,510,8
14200,Asia,中国,China,吉林省,Jilin,104,3.0,97,1
14262,Asia,中国,China,云南省,Yunnan,184,0.0,178,2
