,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
20515,Asia,中国,China,天津市,Tianjin,185,48.0,168,3
20531,Asia,中国,China,甘肃省,Gansu,139,0.0,136,2
20544,Asia,中国,China,中国,China,83700,0.0,78324,3351
20575,Asia,中国,China,台湾,Taiwan,393,17.0,124,6
20688,Asia,中国,China,上海市,Shanghai,618,19.0,468,7
20708,Asia,中国,China,香港,Hong Kong,1012,39.0,434,4
20709,Asia,中国,China,广东省,Guangdong,1564,11.0,1458,8
21345,Asia,中国,China,福建省,Fujian,353,3.0,329,1
21355,Asia,中国,China,江苏省,Jiangsu,653,3.0,641,0
21369,Asia,中国,China,河北省,Hebei,327,0.0,314,6
21382,Asia,中国,China,浙江省,Zhejiang,1267,3.0,1242,1
21426,Asia,中国,China,北京市,Beijing,589,164.0,491,8
21446,Asia,中国,China,湖北省,Hubei,67803,0.0,64363,3221
21527,Asia,中国,China,黑龙江省,Heilongjiang,819,28.0,470,13
21543,Asia,中国,China,山东省,Shandong,784,14.0,759,7
21559,Asia,中国,China,河南省,Henan,1276,0.0,1254,22
21604,Asia,中国,China,辽宁省,Liaoning,145,0.0,138,2
21629,Asia,中国,China,云南省,Yunnan,184,0.0,175,2
21729,Asia,中国,China,内蒙古自治区,Neimenggu,190,34.0,91,1
