,continentEnglishName,countryName,countryEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,updateTime
237,North America,格陵兰,,9,0.0,0,0,2020-03-29
1255,North America,格陵兰,,6,0.0,0,0,2020-03-28
3268,North America,格陵兰,,5,0.0,0,0,2020-03-27
5769,North America,格陵兰,,4,0.0,0,0,2020-03-26
9994,North America,格陵兰,,4,0.0,0,0,2020-03-25
11446,North America,格陵兰,,2,0.0,0,0,2020-03-24
14776,North America,格陵兰,,2,0.0,0,0,2020-03-23
17427,North America,格陵兰,,2,0.0,0,0,2020-03-22
18866,North America,格陵兰,,2,0.0,0,0,2020-03-21
19729,North America,格陵兰,,2,0.0,0,0,2020-03-20
20999,North America,格陵兰,,1,0.0,0,0,2020-03-19
23338,North America,格陵兰,,1,0.0,0,0,2020-03-18
24989,North America,格陵兰,,1,0.0,0,0,2020-03-17
26658,North America,格陵兰,,1,0.0,0,0,2020-03-16
