,continentEnglishName,countryName,countryEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,updateTime
1484,Oceania,巴布亚新几内亚,Papua New Cuinea,1,0.0,0,0,2020-03-28
3298,Oceania,巴布亚新几内亚,Papua New Cuinea,1,0.0,0,0,2020-03-27
6981,Oceania,巴布亚新几内亚,Papua New Cuinea,1,0.0,0,0,2020-03-26
10020,Oceania,巴布亚新几内亚,Papua New Cuinea,1,0.0,0,0,2020-03-25
11466,Oceania,巴布亚新几内亚,Papua New Cuinea,1,0.0,0,0,2020-03-24
14799,Oceania,巴布亚新几内亚,Papua New Cuinea,1,0.0,0,0,2020-03-23
17439,Oceania,巴布亚新几内亚,Papua New Cuinea,1,0.0,0,0,2020-03-22
