,continentEnglishName,countryName,countryEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,updateTime
32,Asia,亚美尼亚,Armenia,372,0.0,28,1,2020-03-29
749,Asia,亚美尼亚,Armenia,372,0.0,28,1,2020-03-28
3161,Asia,亚美尼亚,Armenia,329,0.0,18,1,2020-03-27
5670,Asia,亚美尼亚,Armenia,290,0.0,18,0,2020-03-26
9620,Asia,亚美尼亚,Armenia,265,0.0,16,0,2020-03-25
11336,Asia,亚美尼亚,Armenia,235,0.0,2,0,2020-03-24
14672,Asia,亚美尼亚,Armenia,190,0.0,2,0,2020-03-23
17337,Asia,亚美尼亚,Armenia,160,0.0,1,0,2020-03-22
18772,Asia,亚美尼亚,Armenia,136,0.0,1,0,2020-03-21
19633,Asia,亚美尼亚,Armenia,136,0.0,1,0,2020-03-20
20839,Asia,亚美尼亚,Armenia,122,0.0,1,0,2020-03-19
22784,Asia,亚美尼亚,Armenia,78,0.0,0,0,2020-03-18
24617,Asia,亚美尼亚,Armenia,64,0.0,0,0,2020-03-17
26996,Asia,亚美尼亚,Armenia,26,0.0,0,0,2020-03-16
28101,Asia,亚美尼亚,Armenia,20,0.0,0,0,2020-03-15
29217,Asia,亚美尼亚,Armenia,13,0.0,0,0,2020-03-14
30395,Asia,亚美尼亚,Armenia,4,0.0,0,0,2020-03-13
31053,Asia,亚美尼亚,Armenia,4,0.0,0,0,2020-03-12
33114,Asia,亚美尼亚,Armenia,1,0.0,0,0,2020-03-10
38836,Asia,亚美尼亚,Armenia,1,0.0,0,0,2020-03-05
40044,Asia,亚美尼亚,Armenia,1,0.0,0,0,2020-03-04
41221,Asia,亚美尼亚,Armenia,1,0.0,0,0,2020-03-03
42287,Asia,亚美尼亚,Armenia,1,0.0,0,0,2020-03-02
42918,Asia,亚美尼亚,Armenia,1,0.0,0,0,2020-03-01
