,continentEnglishName,countryName,countryEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,updateTime
1263,North America,圣其茨和尼维斯,,2,0.0,0,0,2020-03-28
3294,North America,圣其茨和尼维斯,,2,0.0,0,0,2020-03-27
