,continentEnglishName,countryName,countryEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,updateTime
1461,Europe,梵蒂冈,Status Civitatis Vaticanae,4,0.0,0,0,2020-03-28
3275,Europe,梵蒂冈,Status Civitatis Vaticanae,4,0.0,0,0,2020-03-27
6977,Europe,梵蒂冈,Status Civitatis Vaticanae,1,0.0,0,0,2020-03-26
10015,Europe,梵蒂冈,Status Civitatis Vaticanae,1,0.0,0,0,2020-03-25
11458,Europe,梵蒂冈,Status Civitatis Vaticanae,1,0.0,0,0,2020-03-24
14789,Europe,梵蒂冈,Status Civitatis Vaticanae,1,0.0,0,0,2020-03-23
17809,Europe,梵蒂冈,Status Civitatis Vaticanae,1,0.0,0,0,2020-03-22
18878,Europe,梵蒂冈,Status Civitatis Vaticanae,1,0.0,0,0,2020-03-21
19737,Europe,梵蒂冈,Status Civitatis Vaticanae,1,0.0,0,0,2020-03-20
20987,Europe,梵蒂冈,Status Civitatis Vaticanae,1,0.0,0,0,2020-03-19
23323,Europe,梵蒂冈,Status Civitatis Vaticanae,1,0.0,0,0,2020-03-18
24971,Europe,梵蒂冈,Status Civitatis Vaticanae,1,0.0,0,0,2020-03-17
27050,Europe,梵蒂冈,Status Civitatis Vaticanae,1,0.0,0,0,2020-03-16
28145,Europe,梵蒂冈,Status Civitatis Vaticanae,1,0.0,0,0,2020-03-15
31665,Europe,梵蒂冈,Status Civitatis Vaticanae,1,0.0,0,0,2020-03-12
32433,Europe,梵蒂冈,Status Civitatis Vaticanae,1,0.0,0,0,2020-03-11
33122,Europe,梵蒂冈,Status Civitatis Vaticanae,1,0.0,0,0,2020-03-10
34678,Europe,梵蒂冈,Status Civitatis Vaticanae,1,0.0,0,0,2020-03-09
35917,Europe,梵蒂冈,Status Civitatis Vaticanae,1,0.0,0,0,2020-03-08
36201,Europe,梵蒂冈,Status Civitatis Vaticanae,1,0.0,0,0,2020-03-07
37008,Europe,梵蒂冈,Status Civitatis Vaticanae,1,0.0,0,0,2020-03-06
