,continentEnglishName,countryName,countryEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,updateTime
1467,North America,圣卢西亚,St.Lucia,3,0.0,0,0,2020-03-28
3281,North America,圣卢西亚,St.Lucia,3,0.0,0,0,2020-03-27
5773,North America,圣卢西亚,St.Lucia,3,0.0,0,0,2020-03-26
9996,North America,圣卢西亚,St.Lucia,3,0.0,0,0,2020-03-25
11447,North America,圣卢西亚,St.Lucia,2,0.0,0,0,2020-03-24
14777,North America,圣卢西亚,St.Lucia,2,0.0,0,0,2020-03-23
17800,South America,圣卢西亚,St.Lucia,2,0.0,0,0,2020-03-22
18867,South America,圣卢西亚,St.Lucia,2,0.0,0,0,2020-03-21
19730,South America,圣卢西亚,St.Lucia,2,0.0,0,0,2020-03-20
20978,South America,圣卢西亚,St.Lucia,2,0.0,0,0,2020-03-19
23315,South America,圣卢西亚,St.Lucia,2,0.0,0,0,2020-03-18
24713,South America,圣卢西亚,St.Lucia,1,0.0,0,0,2020-03-17
