Geometry,Name
"{""type"":""MultiPolygon"",""coordinates"":[[[[45.54247378446183,40.61957422236554],[45.481105675737254,40.610126539477655],[45.50156171197878,40.66208879536104],[45.56292982070336,40.64791727102921],[45.54247378446183,40.61957422236554]]],[[[45.0106168421822,41.29035970740565],[45.03107287842373,41.19588287852676],[45.194721168355926,41.15809214697521],[45.1742651321144,41.10612989109182],[45.07198495090678,41.11085373253576],[45.092440987148294,41.04944379376448],[45.13335305963135,41.073063000984206],[45.33791342204658,40.99275769643715],[45.41973756701269,41.01637690365687],[45.41973756701269,40.95024312344165],[45.6038418931864,40.8604901360067],[45.56292982070336,40.77546099001571],[45.440193603254215,40.73294641702021],[45.378825494529636,40.67626031969287],[45.378825494529636,40.610126539477655],[45.52201774822031,40.44006824749566],[45.869770364326214,40.26056227262577],[45.931138473050794,40.26528611406971],[45.97205054553383,40.222771541074216],[45.97205054553383,40.142466236527156],[45.869770364326214,40.010198676096714],[45.64475396566945,40.02437020042855],[45.58338585694487,39.996027151764885],[45.6038418931864,39.958236420213325],[45.74703414687707,39.93934105443755],[45.80840225560165,39.84014038411472],[46.012962618016886,39.74566355523583],[46.19706694419061,39.58977678758566],[46.29934712539823,39.622843677693275],[46.52436352405499,39.55670989747806],[46.48345145157194,39.46223306859917],[46.401627306605846,39.45278538571128],[46.36071523412279,39.41027081271578],[46.60618766902108,39.22604099640195],[46.52436352405499,39.18352642340645],[46.42208334284737,39.21186947207011],[46.401627306605846,39.16463105763067],[46.48345145157194,39.11266880174728],[46.503907487813464,38.881200570994004],[46.401627306605846,38.923715143989504],[46.13569883546603,38.86230520521823],[46.03341865425841,39.065430387307835],[45.95159450929232,39.150459533298836],[45.99250658177536,39.24966020362167],[45.767490183118596,39.35358471538844],[45.80840225560165,39.433890019935504],[45.78794621936012,39.54726221459016],[45.74703414687707,39.57088142180989],[45.58338585694487,39.54726221459016],[45.481105675737254,39.49529995870678],[45.31745738580507,39.528366848814386],[45.25608927708049,39.59450062902961],[45.15380909587287,39.575605263253834],[45.15380909587287,39.665358250688776],[45.03107287842373,39.76928276245555],[44.76514440728391,39.70314898224033],[44.70377629855933,39.78345428678739],[44.601496117351715,39.83541654267077],[44.560584044868676,39.89682648144205],[44.3355676462119,40.03381788331644],[44.028727102589045,40.010198676096714],[43.66051845024161,40.10939934641955],[43.66051845024161,40.1471900779711],[43.721886558966176,40.180256968078716],[43.59915034151703,40.331419894284934],[43.61960637775856,40.421172881719876],[43.55823826903399,40.47785897904721],[43.66051845024161,40.5298212349306],[43.721886558966176,40.666812636804984],[43.721886558966176,40.76128946568387],[43.66051845024161,40.83214708734304],[43.640062414000084,40.931347757665876],[43.47641412406789,41.00692922076898],[43.435502051584834,41.10612989109182],[43.55823826903399,41.125025256867595],[43.76279863144923,41.10612989109182],[43.86507881265685,41.15809214697521],[44.15146332003819,41.18643519563887],[44.19237539252123,41.22894976863437],[44.274199537487334,41.19588287852676],[44.3355676462119,41.214778244302536],[44.458303863661044,41.181711354194924],[44.4992159361441,41.20533056141465],[44.560584044868676,41.17698751275098],[44.62195215359324,41.224225927190425],[44.82651251600848,41.20533056141465],[44.82651251600848,41.271464341629866],[44.96970476969915,41.266740500185925],[45.0106168421822,41.29035970740565]],[[44.96970476969915,41.030548427988705],[45.03107287842373,41.04471995232054],[44.96970476969915,41.082510683872094],[44.96970476969915,41.030548427988705]]]]}",Armenia
"{""type"":""MultiPolygon"",""coordinates"":[[[[46.13569883546603,38.86230520521823],[45.72657811063554,38.95678203409712],[45.54247378446183,38.966229716985005],[45.41973756701269,39.013468131424446],[45.440193603254215,39.051258862976006],[45.33791342204658,39.136288008967],[45.35836945828811,39.16463105763067],[45.15380909587287,39.23076483784589],[45.092440987148294,39.3488608739445],[44.92879269721611,39.49057611726283],[44.908336660974584,39.58505294614172],[44.806056479766966,39.64173904346905],[44.76514440728391,39.70314898224033],[45.03107287842373,39.76928276245555],[45.15380909587287,39.665358250688776],[45.15380909587287,39.575605263253834],[45.25608927708049,39.59450062902961],[45.31745738580507,39.528366848814386],[45.481105675737254,39.49529995870678],[45.58338585694487,39.54726221459016],[45.74703414687707,39.57088142180989],[45.78794621936012,39.54726221459016],[45.80840225560165,39.433890019935504],[45.767490183118596,39.35358471538844],[45.99250658177536,39.24966020362167],[45.95159450929232,39.150459533298836],[46.03341865425841,39.065430387307835],[46.13569883546603,38.86230520521823]]],[[[50.61557077235983,40.33614373572888],[50.61557077235983,40.29835300417732],[50.55420266363525,40.32669605284099],[50.61557077235983,40.33614373572888]]],[[[50.32918626497849,40.48258282049115],[50.37009833746153,40.473135137603265],[50.390554373703054,40.4022775159441],[50.349642301220015,40.39755367450016],[50.32918626497849,40.48258282049115]]],[[[44.96970476969915,41.030548427988705],[44.96970476969915,41.082510683872094],[45.03107287842373,41.04471995232054],[44.96970476969915,41.030548427988705]]],[[[46.42208334284737,41.89028757078658],[46.54481956029652,41.876116046454754],[46.54481956029652,41.795810741907694],[46.74937992271175,41.85249683923503],[46.74937992271175,41.786363059019806],[46.91302821264395,41.70605775447275],[47.035764430093096,41.554894828266534],[47.11758857505919,41.56434251115442],[47.24032479250833,41.42735110928003],[47.26078082874986,41.30453123173748],[47.50625326364815,41.24784513441015],[47.56762137237273,41.20533056141465],[47.64944551733882,41.22894976863437],[47.75172569854644,41.19115903708281],[47.89491795223711,41.219502085746484],[47.89491795223711,41.29508354884959],[47.93583002472016,41.34704580473298],[47.997198133444726,41.361217329064814],[48.07902227841083,41.47458952371948],[48.20175849585998,41.49348488949526],[48.36540678579216,41.57851403548626],[48.56996714820741,41.84304915634714],[48.6517912931735,41.80053458335164],[48.89726372807179,41.52182793815892],[49.04045598176246,41.4131795849482],[49.14273616297008,41.27618818307381],[49.2450163441777,40.99748153788109],[49.4086646341099,40.85104245311882],[49.53140085155904,40.799080197235426],[49.510944815317515,40.68098416113682],[49.69504914149124,40.58650733225793],[49.83824139518191,40.562888125038214],[50.04280175759715,40.58650733225793],[50.104169866321726,40.525097393486654],[50.24736212001238,40.49675434482299],[50.26781815625391,40.43534440605171],[50.37009833746153,40.36448678439255],[50.37009833746153,40.274733796957605],[50.24736212001238,40.33614373572888],[50.12462590256324,40.3597629429486],[50.001889685114094,40.321972211397046],[49.899609503906476,40.36921062583649],[49.77687328645733,40.274733796957605],[49.55185688780057,40.20860001674238],[49.49048877907599,40.15191391941505],[49.49048877907599,40.095227822087715],[49.42912067035142,40.043265566204326],[49.49048877907599,39.986579468877],[49.42912067035142,39.958236420213325],[49.44957670659295,39.87320727422233],[49.38820859786837,39.75511123812372],[49.42912067035142,39.707872823684276],[49.28592841666075,39.54253837314622],[49.28592841666075,39.476404592931],[49.4086646341099,39.40082312982789],[49.4086646341099,39.287450935173226],[49.30638445290228,39.3488608739445],[49.2450163441777,39.31107014239295],[49.20410427169466,39.03236349720023],[49.081368054245516,38.961505875541064],[49.06091201800399,39.013468131424446],[49.14273616297008,39.04181118008812],[49.14273616297008,39.103221118859395],[49.06091201800399,39.11266880174728],[49.06091201800399,39.17407874051856],[48.95863183679637,39.18352642340645],[48.95863183679637,39.008744289980505],[48.876807691830265,38.86230520521823],[48.83589561934723,38.871752888106116],[48.876807691830265,38.43243563381929],[48.77452751062265,38.446607158151124],[48.692703365656556,38.399368743711676],[48.61087922069045,38.394644902267736],[48.38586282203369,38.61666545013312],[48.28358264082607,38.61194160868918],[48.2222145321015,38.66390386457256],[48.2222145321015,38.7205899618999],[47.997198133444726,38.8481336808864],[47.997198133444726,38.90481977821373],[48.058566242169306,38.94733435120923],[48.242670568343016,38.97567739987289],[48.304038677067595,39.018191972868394],[48.26312660458454,39.12211648463517],[48.20175849585998,39.136288008967],[48.099478314652345,39.23548867928984],[48.11993435089387,39.296898618061114],[48.18130245961845,39.33468934961267],[48.34495074955065,39.37720392260817],[48.058566242169306,39.65118672635694],[47.95628606096169,39.707872823684276],[47.93583002472016,39.68425361646455],[47.81309380727102,39.67952977502061],[47.75172569854644,39.622843677693275],[47.09713253881766,39.306346300949],[47.035764430093096,39.19769794773828],[46.83120406767786,39.14101185041095],[46.565275596538044,38.89537209532584],[46.503907487813464,38.881200570994004],[46.48345145157194,39.11266880174728],[46.401627306605846,39.16463105763067],[46.42208334284737,39.21186947207011],[46.52436352405499,39.18352642340645],[46.60618766902108,39.22604099640195],[46.36071523412279,39.41027081271578],[46.401627306605846,39.45278538571128],[46.48345145157194,39.46223306859917],[46.52436352405499,39.55670989747806],[46.29934712539823,39.622843677693275],[46.19706694419061,39.58977678758566],[46.012962618016886,39.74566355523583],[45.80840225560165,39.84014038411472],[45.74703414687707,39.93934105443755],[45.6038418931864,39.958236420213325],[45.58338585694487,39.996027151764885],[45.64475396566945,40.02437020042855],[45.869770364326214,40.010198676096714],[45.97205054553383,40.142466236527156],[45.97205054553383,40.222771541074216],[45.931138473050794,40.26528611406971],[45.869770364326214,40.26056227262577],[45.52201774822031,40.44006824749566],[45.378825494529636,40.610126539477655],[45.378825494529636,40.67626031969287],[45.440193603254215,40.73294641702021],[45.56292982070336,40.77546099001571],[45.6038418931864,40.8604901360067],[45.41973756701269,40.95024312344165],[45.41973756701269,41.01637690365687],[45.33791342204658,40.99275769643715],[45.13335305963135,41.073063000984206],[45.092440987148294,41.04944379376448],[45.07198495090678,41.11085373253576],[45.1742651321144,41.10612989109182],[45.194721168355926,41.15809214697521],[45.03107287842373,41.19588287852676],[45.0106168421822,41.29035970740565],[45.25608927708049,41.446246475055815],[45.46064963949573,41.43207495072398],[45.74703414687707,41.33759812184509],[45.685666038152505,41.29508354884959],[45.828858291843176,41.21005440285859],[46.012962618016886,41.16281598841915],[46.21752298043212,41.2006067199707],[46.46299541533041,41.05416763520843],[46.54481956029652,41.09668220820393],[46.60618766902108,41.09195836675998],[46.68801181398719,41.271464341629866],[46.62664370526261,41.351769646176926],[46.36071523412279,41.46514184083159],[46.2788910891567,41.53127562104681],[46.258435052915175,41.61630476703781],[46.21752298043212,41.59268555981809],[46.17661090794908,41.65409549858936],[46.17661090794908,41.70605775447275],[46.23797901667365,41.75802001035614],[46.29934712539823,41.74857232746825],[46.38117127036432,41.80525842479558],[46.42208334284737,41.89028757078658]],[[45.54247378446183,40.61957422236554],[45.56292982070336,40.64791727102921],[45.50156171197878,40.66208879536104],[45.481105675737254,40.610126539477655],[45.54247378446183,40.61957422236554]]]]}",Azerbaijan
"{""type"":""Polygon"",""coordinates"":[[[12.424151109434199,43.89319634301901],[12.383239036951153,43.92626323312662],[12.40369507319268,43.95933012323423],[12.485519218158771,43.98294933045395],[12.485519218158771,43.91681555023873],[12.424151109434199,43.89319634301901]]]}",San Marino
"{""type"":""Polygon"",""coordinates"":[[[20.07470866376424,42.54690153149485],[20.15653280873034,42.494939275611465],[20.23835695369643,42.32015714218552],[20.340637134904057,42.32015714218552],[20.4633733523532,42.24929952052636],[20.545197497319293,42.15009885020353],[20.606565606043866,41.94697366811392],[20.56565353356082,41.87139220501081],[20.504285424836247,41.75802001035614],[20.524741461077774,41.56906635259837],[20.442917316111675,41.550170986822586],[20.442917316111675,41.49348488949526],[20.545197497319293,41.38483653628454],[20.48382938859472,41.29035970740565],[20.504285424836247,41.21005440285859],[20.56565353356082,41.10612989109182],[20.667933714768438,41.05889147665237],[20.70884578725149,40.9124523918901],[20.933862185908254,40.90772855044615],[20.974774258391307,40.85104245311882],[20.933862185908254,40.76601330712782],[21.03614236711588,40.67626031969287],[21.015686330874352,40.54399275926243],[20.913406149666734,40.458963613271436],[20.831582004700635,40.473135137603265],[20.770213895976063,40.430620564607764],[20.64747767852692,40.090503980643774],[20.42246127987015,40.05743709053616],[20.381549207387103,39.996027151764885],[20.299725062421004,39.986579468877],[20.32018109866253,39.910998005773884],[20.40200524362863,39.83541654267077],[20.361093171145576,39.78345428678739],[20.279269026179485,39.807073494007106],[20.299725062421004,39.717320506572165],[20.17698884497186,39.63701520202511],[20.09516470000576,39.68425361646455],[19.992884518798142,39.69370129935244],[19.972428482556616,39.75511123812372],[20.01334055503967,39.86375959133444],[19.911060373832044,39.901550322885996],[19.93151641007357,39.953512578769384],[19.870148301348998,40.043265566204326],[19.501939649001564,40.194428492410545],[19.29737928658632,40.41172519883199],[19.317835322827847,40.44006824749566],[19.399659467793946,40.388105991612264],[19.420115504035465,40.331419894284934],[19.481483612760037,40.35031526006071],[19.481483612760037,40.45423977182749],[19.420115504035465,40.49203050337904],[19.461027576518518,40.55344044215032],[19.37920343155242,40.567611966482154],[19.29737928658632,40.652641112473155],[19.358747395310893,40.695155685468656],[19.358747395310893,40.803804038679374],[19.420115504035465,40.8699378188946],[19.37920343155242,40.90772855044615],[19.420115504035465,40.936071599109816],[19.44057154027699,40.8699378188946],[19.52239568524309,40.92190007477798],[19.501939649001564,40.983310013549264],[19.44057154027699,41.01165306221293],[19.461027576518518,41.18643519563887],[19.52239568524309,41.25729281729804],[19.481483612760037,41.309255073181426],[19.420115504035465,41.323426597513254],[19.420115504035465,41.39900806061637],[19.52239568524309,41.53127562104681],[19.44057154027699,41.5832378769302],[19.563307757726136,41.5832378769302],[19.604219830209182,41.639923974257535],[19.563307757726136,41.77219153468798],[19.583763793967663,41.81942994912742],[19.44057154027699,41.86666836356686],[19.358747395310893,41.85249683923503],[19.358747395310893,42.12175580153986],[19.276923250344794,42.16427037453536],[19.276923250344794,42.19261342319903],[19.583763793967663,42.52328232427513],[19.604219830209182,42.584692263046406],[19.706500011416807,42.65554988470558],[19.747412083899853,42.622482994597966],[19.747412083899853,42.494939275611465],[19.808780192624425,42.4665962269478],[19.972428482556616,42.5091107999433],[20.033796591281188,42.55634921438274],[20.07470866376424,42.54690153149485]]]}",Albania
"{""type"":""Polygon"",""coordinates"":[[[1.7051881188755367,42.50438695849935],[1.7051881188755367,42.494939275611465],[1.5210837927018197,42.42880549539625],[1.439259647735721,42.43352933684019],[1.398347575252675,42.48549159272358],[1.4597156839772474,42.50438695849935],[1.418803611494198,42.532730007163025],[1.439259647735721,42.5941399459343],[1.4597156839772474,42.64137836037374],[1.5415398289433426,42.65082604326163],[1.7256441551170596,42.60831147026613],[1.766556227600109,42.56579689727063],[1.7051881188755367,42.50438695849935]]]}",Andorra
"{""type"":""Polygon"",""coordinates"":[[[16.94493511881104,48.602866262631565],[16.84265493760342,48.35722650754646],[16.904023046327993,48.33833114177068],[16.965391155052565,48.177720532676574],[17.08812737250171,48.09741522812952],[17.06767133626019,48.03600528935824],[17.149495481226282,48.00766224069457],[17.08812737250171,47.96987150914302],[17.08812737250171,47.903737728927794],[17.006303227535618,47.861223155932294],[17.047215300018664,47.83760394871258],[17.047215300018664,47.70061254683819],[16.740374756395802,47.68171718106241],[16.617638538946657,47.752574802721576],[16.515358357739032,47.7336794369458],[16.45399024901446,47.68644102250636],[16.413078176531414,47.662821815286634],[16.617638538946657,47.62975492517902],[16.67900664767123,47.54944962063197],[16.59718250270513,47.426629743089414],[16.43353421277294,47.39828669442575],[16.474446285255986,47.26129529255136],[16.413078176531414,47.24239992677558],[16.43353421277294,47.147923097896694],[16.515358357739032,47.138475415008806],[16.45399024901446,47.095960842013305],[16.494902321497513,47.048722427573864],[16.43353421277294,47.02982706179809],[16.494902321497513,46.996760171690475],[16.413078176531414,46.99203633024653],[16.269885922840743,47.00620785457836],[16.085781596667026,46.86449261126003],[15.983501415459408,46.83142572115242],[15.963045379217881,46.74167273371748],[16.024413487942454,46.69443431927803],[15.881221234251782,46.7227773679417],[15.65620483559502,46.70860584360987],[15.472100509421303,46.61412901473098],[15.390276364455204,46.64719590483859],[15.001611675866243,46.6377482219507],[14.85841942217558,46.60468133184309],[14.797051313451007,46.50548066152025],[14.592490951035764,46.439346881305035],[14.531122842311191,46.37793694253376],[14.510666806069665,46.42045151552926],[14.408386624862047,46.439346881305035],[14.142458153722231,46.439346881305035],[14.081090044997659,46.47713761285659],[13.692425356408698,46.51965218585209],[13.487864993993455,46.56216675884759],[13.20148048661212,46.55744291740365],[12.40369507319268,46.68971047783409],[12.342326964468107,46.765291940937196],[12.260502819502008,46.78891114815692],[12.260502819502008,46.87394029414792],[12.117310565811337,46.907007184255534],[12.117310565811337,47.010931696022304],[12.199134710777436,47.08178931768147],[11.892294167154574,47.02982706179809],[11.728645877222377,46.96841712302681],[11.462717406082568,47.001484013134416],[11.401349297357989,46.96841712302681],[11.319525152391897,46.98731248880259],[11.1558768624597,46.954245598694975],[11.074052717493608,46.902283342811586],[10.992228572527509,46.770015782381144],[10.726300101387693,46.78418730671298],[10.74675613762922,46.83142572115242],[10.624019920180075,46.86449261126003],[10.52173973897245,46.84087340404031],[10.460371630247877,46.86449261126003],[10.460371630247877,46.9353502329192],[10.35809144904026,46.996760171690475],[10.153531086625016,46.8503210869282],[10.071706941658924,46.85504492837214],[9.86714657924368,46.92590255003131],[9.86714657924368,47.01565553746625],[9.580762071862338,47.05817011046175],[9.621674144345391,47.10540852490119],[9.519393963137766,47.26129529255136],[9.64213018058691,47.3935628529818],[9.64213018058691,47.45024895030913],[9.539849999379292,47.53527809630013],[9.683042253069964,47.5211065719683],[9.744410361794536,47.58251651073958],[9.805778470519108,47.58724035218352],[9.805778470519108,47.54000193774408],[10.030794869175871,47.48803968186069],[10.071706941658924,47.36521980431814],[10.214899195349588,47.374667487206025],[10.194443159108069,47.29436218265897],[10.235355231591114,47.275466816883196],[10.460371630247877,47.44080126742125],[10.419459557764831,47.57779266929563],[10.460371630247877,47.54000193774408],[10.542195775213976,47.53055425485619],[10.603563883938548,47.563621144963804],[10.88994839131989,47.516382730524356],[10.849036318836838,47.48331584041674],[10.91040442756141,47.469144316084915],[10.971772536285982,47.388839011537854],[11.196788934942752,47.426629743089414],[11.237701007425798,47.3935628529818],[11.421805333599515,47.50693504763647],[11.54454155104866,47.51165888908041],[11.626365696014759,47.58724035218352],[12.17867867453591,47.6061357179593],[12.17867867453591,47.705336388282134],[12.240046783260482,47.7336794369458],[12.219590747018962,47.68644102250636],[12.40369507319268,47.69588870539424],[12.444607145675725,47.6486502909548],[12.546887326883343,47.63447876662296],[12.649167508090969,47.67699333961846],[12.771903725540113,47.667545656730574],[12.81281579802316,47.610859559403245],[12.771903725540113,47.55417346207591],[12.996920124196876,47.46442047464097],[13.037832196679929,47.49276352330463],[13.078744269162975,47.658097973842686],[13.037832196679929,47.705336388282134],[12.894639942989258,47.72423175405791],[12.996920124196876,47.847051631600465],[12.73099165305706,48.11158675246135],[12.853727870506205,48.19661589845235],[13.140112377887547,48.29109272733124],[13.283304631578218,48.30526425166307],[13.426496885268882,48.39029339765407],[13.446952921510409,48.5745232139679],[13.651513283925652,48.560351689636065],[13.712881392650225,48.52256095808451],[13.815161573857843,48.62648546985129],[13.815161573857843,48.76820071316962],[13.99926590003156,48.702066932954395],[14.040177972514613,48.602866262631565],[14.306106443654421,48.555627848192124],[14.408386624862047,48.58397089685579],[14.449298697345093,48.645380835627066],[14.531122842311191,48.61231394551945],[14.592490951035764,48.62176162840734],[14.674315096001862,48.5745232139679],[14.694771132243382,48.67372388429073],[14.817507349692526,48.782372237501455],[14.940243567141671,48.76347687172567],[14.981155639624724,49.00911662681079],[15.144803929556915,48.99494510247895],[15.144803929556915,48.93825900515162],[15.247084110764533,48.95243052948345],[15.26754014700606,48.98549741959106],[15.676660871836546,48.85795370060457],[15.81985312552721,48.8721252249364],[16.085781596667026,48.744581505949895],[16.392622140289888,48.73513382306201],[16.43353421277294,48.79654376183329],[16.515358357739032,48.80599144472117],[16.658550611429703,48.76820071316962],[16.658550611429703,48.739857664505955],[16.863110973844947,48.72096229873018],[16.94493511881104,48.602866262631565]]]}",Austria
"{""type"":""Polygon"",""coordinates"":[[[6.00095572959561,50.75221411962627],[6.021411765837136,50.709699546630766],[6.082779874561709,50.71442338807471],[6.1850600557693305,50.61522271775188],[6.246428164493903,50.60105119342005],[6.164604019527804,50.54436509609271],[6.205516092010853,50.48767899876538],[6.328252309459998,50.482955157321435],[6.3691643819430475,50.30817302389549],[6.266884200735426,50.29400149956366],[6.266884200735426,50.26565845089999],[6.144147983286281,50.2136961950166],[6.123691947044758,50.11921936613771],[6.103235910803232,50.152286256245326],[5.960043657112564,50.16645778057716],[5.8373074396634195,50.053085585922496],[5.816851403421893,49.97750412281938],[5.755483294697321,49.94916107415572],[5.714571222214275,49.83578887950105],[5.79639536718037,49.72241668484639],[5.857763475904942,49.7129690019585],[5.8373074396634195,49.66573058751906],[5.878219512146465,49.66100674607511],[5.79639536718037,49.538186868532556],[5.653203113489699,49.5429107099765],[5.469098787315982,49.495672295537055],[5.387274642349887,49.61376833163567],[5.284994461142265,49.61849217307961],[5.3054504973837915,49.66100674607511],[5.264538424900742,49.689349794738774],[5.182714279934643,49.684625953294834],[4.9576978812778805,49.7979981479495],[4.855417700070259,49.78855046506161],[4.855417700070259,49.911370342604165],[4.794049591345686,49.94443723271178],[4.875873736311782,50.12394320758166],[4.794049591345686,50.152286256245326],[4.671313373896542,50.07670479314222],[4.671313373896542,50.00112333003911],[4.466753011481298,49.93498954982388],[4.139456431616914,49.97278028137544],[4.139456431616914,50.02946637870277],[4.200824540341486,50.057809427366436],[4.18036850409996,50.12866704902561],[4.119000395375387,50.12866704902561],[4.200824540341486,50.2562107680121],[4.119000395375387,50.2562107680121],[3.9962641779262427,50.345963755447045],[3.893983996718621,50.32706838967127],[3.7507917430279534,50.345963755447045],[3.689423634303381,50.298725341007604],[3.6075994893372823,50.478231315877494],[3.4848632718881376,50.49240284020932],[3.505319308129664,50.5112982059851],[3.362127054438993,50.48767899876538],[3.2803029094728977,50.51602204742905],[3.2393908369898483,50.69552802229893],[3.0961985832991807,50.78528100973388],[2.973462365850036,50.75693796107021],[2.8916382208839373,50.69552802229893],[2.7893580396763156,50.7238710709626],[2.6870778584686974,50.813624058397544],[2.625709749744125,50.813624058397544],[2.6052537135025986,50.960063143159815],[2.5234295685365034,51.087606862146316],[3.1166546195407037,51.32852277578748],[3.34167101819747,51.375761190226925],[3.362127054438993,51.26238899557226],[3.505319308129664,51.23876978835254],[3.505319308129664,51.28128436134804],[3.6075994893372823,51.290732044235924],[3.7507917430279534,51.26238899557226],[3.8121598517525257,51.20570289824492],[3.9348960692016703,51.20570289824492],[4.119000395375387,51.27183667846015],[4.221280576583009,51.36631350733904],[4.282648685307581,51.3096274100117],[4.262192649066058,51.37103734878298],[4.344016794032154,51.3521419830072],[4.425840938998249,51.375761190226925],[4.384928866515203,51.44189497044215],[4.507665083964348,51.4796857019937],[4.528121120205871,51.42772344611031],[4.630401301413492,51.418275763222425],[4.732681482621114,51.48440954343765],[4.814505627587209,51.48440954343765],[4.814505627587209,51.41355192177848],[4.916785808794831,51.38993271455875],[5.039522026243976,51.474961860549755],[5.080434098727025,51.4371711289982],[5.059978062485499,51.375761190226925],[5.121346171210071,51.31435125145565],[5.20317031617617,51.3096274100117],[5.223626352417693,51.25766515412832],[5.4895548235575085,51.28600820279198],[5.550922932282081,51.21515058113282],[5.653203113489699,51.177359849581265],[5.8373074396634195,51.15846448380549],[5.8373074396634195,51.10177838647815],[5.714571222214275,50.960063143159815],[5.735027258455798,50.92227241160826],[5.612291041006653,50.8514147899491],[5.694115185972748,50.79945253406571],[5.694115185972748,50.761661802514155],[6.00095572959561,50.75221411962627]]]}",Belgium
