,English Na,Name,Population,Flag,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29
0,Brazil,巴西,212559417.0,https://www.countryflags.io/br/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004704566911754373,0.004704566911754373,0.004704566911754373,0.009409133823508746,0.009409133823508746,0.009409133823508746,0.0,0.01411370073526312,0.03763653529403498,0.06115936985280685,0.08938677132333309,0.11761417279385933,0.11761417279385933,0.15995527499964868,0.2446374794112274,0.36225165220508676,0.4610475573519286,0.7103896036749103,0.9409133823508746,1.1008686573505233,1.3690289713205226,2.418147392641748,2.9215360521994658,4.252928488225954,5.306751476458933,7.273260445572261,8.89633603012752,10.354751772771376,11.44621129629839,13.713812547763998,16.075505137464692,18.366629223489074,20.022636776426612,21.542211888923276,26.896009034499752,32.160419408752894,37.213124271977094,42.60455795284761,48.353538719011446,52.361829727826176,56.71825868811072,66.09446054323719,74.9296372035119,84.00945134319784,92.38828501303239,97.5115583799329,104.2955438666827,111.74757785490162,118.84676932473897,136.50300894455313,145.65809615482715,160.9949842871464,173.71613321653024,184.15556719371318,192.01219393634298,202.66803799146663,217.32746848849328,235.3977099965418,249.318523488423,279.09372747291644,300.40541558316374,314.71670812872054,344.2143426654205
1,Canada,加拿大,37742154.0,https://www.countryflags.io/ca/flat/64.png,0.026495573093152022,0.0,0.07948671927945607,0.0,0.0,0.10598229237260809,0.0,0.0,0.0,0.13247786546576013,0.0,0.0,0.0,0.18546901165206417,0.18546901165206417,0.18546901165206417,0.18546901165206417,0.18546901165206417,0.18546901165206417,0.21196458474521618,0.21196458474521618,0.21196458474521618,0.0,0.0,0.21196458474521618,0.0,0.0,0.0,0.26495573093152025,0.2914513040246723,0.2914513040246723,0.31794687711782427,0.37093802330412834,0.42392916949043236,0.5299114618630405,0.6358937542356485,0.6358937542356485,0.7948671927945608,0.8743539120740168,1.271787508471297,1.4042653739370572,1.5897343855891215,1.7487078241480336,2.040159128172706,2.464088297663138,2.8350263209672666,3.9478403908796516,5.246123472444101,6.703379992567462,9.087981570951143,11.552069868614282,15.764865990425454,19.26228163872152,24.455413964979318,30.363926764752218,36.48440414927034,39.00148359311978,55.40224333778088,76.62519738539565,90.32340867455525,107.12160201561363,126.11892792340363,155.4495273375229,176.75196810441716,197.33902839779628,238.9105825809518,268.16169527579166,298.94955121003426,332.38696445359216,371.5209259121777,410.9993298209742,441.57522117047165,474.19127164814176,510.8081536628779,550.1805752793018,586.823952867131,617.8237733861189,646.068054303419,693.2036788361364,717.0761901930664,765.5365933804414,812.6192267669726,858.7745150952434,898.782830465903,937.7313229128364,990.457513368209,1018.012909385087,1081.6552759548383,1132.685749732249,1175.4496047045964,1213.2587875085244,1253.9559877796057,1285.035295017873,1325.4675395580232
2,United States of America,美国,331002651.0,https://www.countryflags.io/us/flat/64.png,0.015105619199406351,0.0,0.0,0.0,0.018126743039287622,0.018126743039287622,0.02416899071905016,0.02719011455893143,0.03323236223869397,0.0,0.036253486078575245,0.0,0.0,0.0,0.036253486078575245,0.039274609918456514,0.039274609918456514,0.042295733758337783,0.04531685759821905,0.04531685759821905,0.04531685759821905,0.04531685759821905,0.0,0.0,0.04531685759821905,0.0,0.10573933439584446,0.10573933439584446,0.10573933439584446,0.16011956351370732,0.1722040588732324,0.1812674303928762,0.1812674303928762,0.19033080191252003,0.19033080191252003,0.2326265356708578,0.302112383988127,0.36857710846551495,0.46223194750183433,0.7009007308524546,0.9788441241215315,1.3444001087471653,1.7280828364120866,2.126871183276414,3.0332083352407953,3.0332083352407953,4.939537478205877,6.296022082312567,8.715942278057465,11.178158207560699,14.0814582176866,19.395615052037755,30.99370947334195,43.0510147183081,59.28653423383005,81.56128030527465,106.82693897820171,140.331202362485,166.89594428656102,209.04364297674462,259.3332704154082,318.63793139227755,376.6918470994361,432.32584261084963,497.2860474159767,572.904777128205,654.7440008267487,742.1632402575531,841.4947709890093,943.3308133837272,1021.0522452885127,1113.1300576804142,1208.3860923518705,1306.874729532,1411.4207200110914,1515.4410349420434,1603.7031679241747,1687.3762137935264,1761.9798458955545,1841.967120680251,1933.5615532577713,2030.9384168648244,2135.427005990958,2221.6317536381302,2297.7761588984977,2383.425019759132,2496.0041785284675,2549.6381900578795,2629.7916266537695,2740.4493506609406,2842.2642451887796,2923.1941106115187,2988.970018853414,3059.1356200346563
3,Germany,德国,83783942.0,https://www.countryflags.io/de/flat/64.png,0.0,0.011935461332196569,0.047741845328786274,0.0,0.059677306660982844,0.011935461332196569,0.11935461332196569,0.0,0.14322553598635882,0.0,0.0,0.0,0.16709645865075196,0.0,0.16709645865075196,0.16709645865075196,0.1909673813151451,0.1909673813151451,0.1909673813151451,0.1909673813151451,0.1909673813151451,0.1909673813151451,0.0,0.0,0.1909673813151451,0.1909673813151451,0.1909673813151451,0.1909673813151451,0.1909673813151451,0.1909673813151451,0.2267737653117348,0.3222574559693074,0.5729021439454353,0.7877404479249736,1.3964489758669985,1.551609973185554,2.3393504211105274,2.8645107197271766,4.165476004936602,6.743535652691062,8.199661935219043,10.109335748370494,13.272233001402585,14.788036590591549,18.18964307026757,24.80188864830447,37.202832972456704,37.202832972456704,58.0779548424685,79.62146254708331,93.5740168444211,135.0139385898076,166.84581396277582,184.2715875077828,245.64372967793759,301.71652701659707,325.7068042943122,359.71093362974017,426.609194396702,455.02752782866196,515.743219625546,630.2162292626432,693.4622388619529,693.4622388619529,738.9602174602861,804.0442881047541,877.5189880657562,951.2085263307378,1023.8000021531573,1094.648900621076,1138.535591939563,1184.2961506872045,1232.0738023999875,1291.440787066333,1354.9732477376156,1404.3025094235838,1437.9724458417104,1468.252711241493,1552.469326401472,1552.469326401472,1556.9809307850423,1597.3227900878667,1640.3978700357643,1669.7352339903034,1690.9206778549524,1712.225476332923,1738.925103333047,1766.997308386373,1794.8904815197166,1819.4178545573805,1840.149750891406,1852.300050527582,1865.954218291615,1881.5180598687994
4,"Congo, Rep.",刚果（布）,,https://www.countryflags.io/cg/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,19.0,19.0,19.0,19.0,22.0,22.0,41.0,45.0,45.0,49.0,49.0,60.0,60.0,60.0,0.0,70.0,70.0,74.0,117.0,117.0,143.0,143.0,143.0,160.0,160.0,165.0,186.0,186.0,200.0,200.0,200.0,207.0,207.0
5,Norway,挪威,5421241.0,https://www.countryflags.io/no/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1844596098937494,0.7378384395749976,1.2912172692562458,3.13581336819374,3.504732587981239,5.902707516599981,6.087167126493731,10.329738154049966,15.86352645086245,20.843935917993683,27.115562654381165,31.17367407204365,31.17367407204365,51.095311940568585,90.20074923804346,129.67510575530585,138.34470742031206,192.9447519488619,198.66299985556813,245.51574076858046,267.8353535657242,288.1259106540366,324.27999419321145,357.6671835839801,396.58816127156126,467.0517322509735,474.6145762566172,515.7490692629234,560.9416736868919,611.4836067977793,695.597188909329,734.3337069870164,790.2249687848225,821.0297236370786,851.2810996596536,894.2601887648972,945.3555007054657,987.9656705909218,1023.935294520203,1048.8373418558592,1062.856272207784,1088.8650772028027,1109.1556342911151,1135.7178181158151,1156.0083752041276,1182.0171801991462,1196.220570160965,1207.6570659743775,1221.6759963263023,1253.9564280577085,1263.179408552396,1279.5963138329396,1297.857815212421,1305.6051188279584,1314.643639712752,1326.449054745952,1341.943661977027,1357.8071884278895,1373.1173360490707,1382.1558569338642,1385.4761299119518,1401.7085755826017,1405.3977677804767
6,Argentina,阿根廷,45195774.0,https://www.countryflags.io/ar/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022125962484899585,0.022125962484899585,0.04425192496979917,0.17700769987919668,0.19913366236409624,0.265511549818795,0.3761413622432929,0.4203932872130921,0.4203932872130921,0.6859048370318871,0.7522827244865858,0.9956683118204812,1.2390538991543767,1.438187561518473,1.7479510363070672,2.1462183610352596,2.832123198067147,3.4959020726141343,4.9783415591024065,5.885506020983289,6.6599147079547745,8.562747481656139,11.107233167419592,13.032191903605854,15.266914114580713,16.48384205125019,18.143289237617658,21.373679760412998,23.32076445908416,25.068715495391228,27.989342543397974,29.936427242069136,32.104771565589296,34.383745701533954,36.02106692541652,37.94602566160279,39.71610266039475,39.71610266039475,43.698775907676676,47.39381164265491,48.85412516665828,50.38081657811635,54.053726350609686,56.88584954867683,59.05419387219699,59.05419387219699,59.607342934319476,65.07245566808967,67.06379229173064,69.5640260525243,72.75016465034983,76.00268113563007,79.8083466830328,83.63613819292043,86.11424599122918,88.57022782705303,91.31384717518058
7,Finland,芬兰,5540720.0,https://www.countryflags.io/fi/flat/64.png,0.0,0.0,0.0,0.18048195902337602,0.0,0.18048195902337602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18048195902337602,0.18048195902337602,0.18048195902337602,0.18048195902337602,0.18048195902337602,0.18048195902337602,0.18048195902337602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18048195902337602,0.36096391804675204,0.36096391804675204,0.541445877070128,0.541445877070128,1.082891754140256,1.082891754140256,1.082891754140256,1.263373713163632,2.70722938535064,2.70722938535064,3.4291572214441444,5.41445877070128,7.21927836093504,7.21927836093504,11.73132733651944,27.974703648623283,27.974703648623283,40.427958821236224,43.857116042680374,49.09109285435827,57.57374492845695,64.79302328939198,72.1927836093504,81.21688156051921,94.0311006511789,112.98170634863338,126.3373713163632,142.9417115465138,158.8241239405709,158.8241239405709,209.9005183441863,209.9005183441863,219.82702609047197,236.97281219769272,249.7870312883524,260.9769127478017,273.9716137974848,291.47836382275227,339.66704688199366,347.78873503804556,392.7287428348662,416.55236142595186,448.85863209113614,470.15550325589453,499.7545445357282,524.3000909629073,552.996722447624,552.996722447624,570.5034724728915,584.2201013586681,608.0437199497538,629.7015550325589,664.3540911650471,682.7632509854315,698.1042175024185,724.4545835198313,745.2100088075196,773.1847124561428,793.2182099077376,807.6567666296077,825.8854444909687,847.3627976147504,855.4844857708023
8,North Macedonia,北马其顿,2083374.0,https://www.countryflags.io/mk/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.479990630582891,0.479990630582891,0.479990630582891,0.479990630582891,0.479990630582891,0.479990630582891,0.0,0.479990630582891,0.0,0.0,1.439971891748673,1.439971891748673,3.359934414080237,3.359934414080237,4.319915675246019,4.319915675246019,6.239878197577583,6.239878197577583,8.639831350492038,8.639831350492038,14.879709548069622,16.799672070401186,32.159372249053696,32.159372249053696,33.59934414080237,65.27872575927317,65.27872575927317,65.27872575927317,71.03861332626786,84.95834161317171,96.4781167471611,105.11794809765313,123.35759205980298,124.31757332096878,157.91691746177113,157.91691746177113,169.91668322634342,206.39597115064313,231.83547457153637,266.3947999735045,273.59465943224785,273.59465943224785,296.1542190696438,318.23378807645673,341.2733383444355,397.43224212263374,397.43224212263374,409.9119985177889,435.83149256926504,467.51087418773585,536.1495343610893,536.1495343610893,561.5890377819825,579.3486911135494,587.9885224640415,590.8684662475388,604.3082039038597,623.9878197577583,636.4675761529135,656.147192006812,665.2670139878869,671.5068921854645,682.0666860582882
9,Uruguay,乌拉圭,3473730.0,https://www.countryflags.io/uy/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1514999726518755,1.7272499589778134,1.7272499589778134,8.348374801726099,14.393749658148446,22.742124459874542,27.060249357319076,31.66624924792658,38.8631240770008,45.484248919749085,45.484248919749085,54.40837370780112,62.46887351636425,68.5142483727866,68.5142483727866,68.5142483727866,88.95337288735739,92.11999781215005,97.30174768908348,97.30174768908348,106.22587247713552,111.11974736090599,111.11974736090599,111.11974736090599,119.46812216263208,122.05899710109881,131.27099688231382,131.27099688231382,133.86187182078055,144.22537157464743,147.39199649944007,147.39199649944007,147.39199649944007,147.39199649944007,144.5132465678104,146.2404965267882,148.83137146525493,151.99799639004758,154.01312134218836,156.3161212874921,158.04337124646992,160.34637119177367,162.07362115075148,162.07362115075148,174.45224585675916,178.48249576104072,179.92187072685556
