,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,cityName,cityEnglishName,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount
26101,North America,美国,United States of America,美国,United States of America,467184,0.0,26522,16736,,,,,,
26102,Europe,德国,Germany,德国,Germany,113525,0.0,53913,2373,,,,,,
26103,Asia,土耳其,Turkey,土耳其,Turkey,42282,0.0,2142,908,,,,,,
26104,Europe,葡萄牙,Portugal,葡萄牙,Portugal,15472,0.0,140,435,,,,,,
26105,Europe,奥地利,Austria,奥地利,Austria,12969,0.0,2507,273,,,,,,
26106,Europe,挪威,Norway,挪威,Norway,6157,0.0,0,108,,,,,,
26107,Asia,日本,Japan,日本,Japan,6134,0.0,404,119,,,,,,
26108,Europe,捷克,Czech Republic,捷克,Czech Republic,5467,0.0,301,112,,,,,,
26109,South America,智利,Chile,智利,Chile,5972,0.0,1115,57,,,,,,
26110,Asia,韩国,Korea,韩国,Korea,10450,0.0,7117,208,,,,,,
26111,Africa,南非,South Africa,南非,South Africa,2003,0.0,45,24,,,,,,
26112,Europe,希腊,Greece,希腊,Greece,2011,0.0,19,86,,,,,,
26113,North America,多米尼加,Dominican Republic,多米尼加,Dominican Republic,1956,0.0,0,98,,,,,,
26114,Europe,白俄罗斯,Belarus,白俄罗斯,Belarus,1981,0.0,169,19,,,,,,
26115,Africa,埃及,Egypt,埃及,Egypt,1699,0.0,348,118,,,,,,
26116,Europe,克罗地亚,Croatia,克罗地亚,Croatia,1407,0.0,219,20,,,,,,
26117,Europe,爱沙尼亚,Estonia,爱沙尼亚,Estonia,1258,0.0,93,24,,,,,,
26118,Europe,立陶宛,Lithuania,立陶宛,Lithuania,999,0.0,54,22,,,,,,
26119,Asia,科威特,Kuwait,科威特,Kuwait,993,0.0,112,1,,,,,,
26120,Asia,阿塞拜疆,Azerbaijan,阿塞拜疆,Azerbaijan,926,0.0,101,9,,,,,,
26121,Asia,亚美尼亚,Armenia,亚美尼亚,Armenia,937,0.0,149,11,,,,,,
26122,Europe,斯洛伐克,Slovakia,斯洛伐克,Slovakia,715,0.0,23,2,,,,,,
26123,Oceania,新西兰,New Zealand,新西兰,New Zealand,992,4.0,317,1,,,,,,
26124,Asia,哈萨克斯坦,Kazakhstan,哈萨克斯坦,Kazakhstan,727,0.0,51,7,,,,,,
26125,Asia,伊拉克,Iraq,伊拉克,Iraq,1232,0.0,496,69,,,,,,
26126,Asia,黎巴嫩,Lebanon,黎巴嫩,Lebanon,609,0.0,67,20,,,,,,
26127,Europe,安道尔,Andorra,安道尔,Andorra,601,0.0,71,26,,,,,,
26128,Asia,阿富汗,Afghanistan,阿富汗,Afghanistan,521,0.0,32,15,,,,,,
26129,North America,洪都拉斯,Honduras,洪都拉斯,Honduras,343,0.0,0,23,,,,,,
26130,Africa,加纳,Ghana,加纳,Ghana,313,0.0,4,6,,,,,,
26131,Europe,阿尔巴尼亚,Albania,阿尔巴尼亚,Albania,416,0.0,131,23,,,,,,
26132,Asia,约旦,Jordan,约旦,Jordan,372,0.0,161,7,,,,,,
26133,Africa,马约特,,马约特,,186,0.0,0,2,,,,,,
26134,Africa,刚果（金）,Democratic Republic of the Congo,刚果（金）,Democratic Republic of the Congo,215,0.0,13,20,,,,,,
26135,Europe,泽西岛,Bailiwick of Jersey,泽西岛,Bailiwick of Jersey,170,0.0,0,3,,,,,,
26136,Asia,孟加拉国,Bangladesh,孟加拉国,Bangladesh,218,0.0,33,20,,,,,,
26137,Others,钻石公主号邮轮,Diamond Princess Cruise Ship,钻石公主号邮轮,Diamond Princess Cruise Ship,712,0.0,574,11,,,,,,
26138,Asia,越南,Vietnam,越南,Vietnam,257,0.0,144,0,,,,,,
26139,Africa,利比亚,Libya,利比亚,Libya,37,0.0,3,5,,,,,,
26140,Africa,马拉维,Malawi,马拉维,Malawi,9,0.0,0,1,,,,,,
26142,Europe,爱尔兰,Ireland,爱尔兰,Ireland,6224,0.0,0,235,,,,,,
26143,Europe,斯洛文尼亚,Slovenia,斯洛文尼亚,Slovenia,1124,0.0,128,43,,,,,,
26144,Africa,突尼斯,Tunisia,突尼斯,Tunisia,643,0.0,0,25,,,,,,
26145,Europe,保加利亚,Bulgaria,保加利亚,Bulgaria,635,0.0,3,24,,,,,,
26146,Europe,拉脱维亚,Latvia,拉脱维亚,Latvia,589,0.0,0,2,,,,,,
26148,Europe,塞尔维亚,Republic of Serbia,塞尔维亚,Republic of Serbia,3105,0.0,118,71,,,,,,
26149,Europe,卢森堡,Luxembourg,卢森堡,Luxembourg,3034,0.0,241,46,,,,,,
26150,Asia,阿联酋,United Arab Emirates,阿联酋,United Arab Emirates,2990,0.0,268,14,,,,,,
26151,Asia,卡塔尔,Qatar,卡塔尔,Qatar,2512,0.0,227,6,,,,,,
26152,Asia,泰国,Thailand,泰国,Thailand,2473,0.0,1013,33,,,,,,
26153,Europe,摩尔多瓦,Moldova,摩尔多瓦,Moldova,1174,0.0,30,28,,,,,,
26154,Africa,科特迪瓦,Ivory Coast,科特迪瓦,Ivory Coast,444,0.0,52,3,,,,,,
26155,Africa,尼日利亚,Nigeria,尼日利亚,Nigeria,288,0.0,51,7,,,,,,
26156,Europe,根西岛,Guernsey,根西岛,Guernsey,166,0.0,0,4,,,,,,
26157,Africa,吉布提,Djibouti,吉布提,Djibouti,150,0.0,36,1,,,,,,
26158,Africa,马里,Mali,马里,Mali,87,0.0,22,7,,,,,,
26175,Asia,中国,China,中国,China,83324,0.0,77882,3346,,,,,,
26176,Europe,荷兰,Netherlands,荷兰,Netherlands,23097,0.0,2954,2511,,,,,,
26177,Asia,印度,India,印度,India,6761,0.0,516,206,,,,,,
26179,Asia,沙特阿拉伯,Saudi Arabia,沙特阿拉伯,Saudi Arabia,3651,0.0,685,47,,,,,,
26184,Asia,新加坡,Singapore,新加坡,Singapore,2108,0.0,406,7,,,,,,
26186,Africa,喀麦隆,Cameroon,喀麦隆,Cameroon,803,0.0,61,10,,,,,,
26189,Asia,阿曼,Oman,阿曼,Oman,484,0.0,109,3,,,,,,
26191,Europe,法罗群岛,Faroe,法罗群岛,Faroe,184,0.0,0,0,,,,,,
26192,Asia,格鲁吉亚,Georgia,格鲁吉亚,Georgia,230,0.0,54,3,,,,,,
26193,Africa,肯尼亚,Kenya,肯尼亚,Kenya,189,0.0,22,7,,,,,,
26198,Oceania,澳大利亚,Australia,澳大利亚,Australia,6152,0.0,119,52,,,,,,
26200,Europe,波兰,Poland,波兰,Poland,5575,0.0,284,174,,,,,,
26202,North America,墨西哥,Mexico,墨西哥,Mexico,3441,0.0,1,194,,,,,,
26203,Europe,乌克兰,Ukraine,乌克兰,Ukraine,1892,0.0,35,57,,,,,,
26204,Africa,阿尔及利亚,Algeria,阿尔及利亚,Algeria,1572,0.0,237,205,,,,,,
26206,Asia,印度尼西亚,Indonesia,印度尼西亚,Indonesia,3512,0.0,64,306,,,,,,
26210,Europe,芬兰,Finland,芬兰,Finland,2605,0.0,10,42,,,,,,
26213,Africa,摩洛哥,Morocco,摩洛哥,Morocco,1431,0.0,114,105,,,,,,
26217,South America,玻利维亚,Bolivia,玻利维亚,Bolivia,210,0.0,0,15,,,,,,
26219,Africa,多哥,Togo,多哥,Togo,76,0.0,25,3,,,,,,
26220,Africa,赞比亚共和国,,赞比亚共和国,,40,0.0,25,2,,,,,,
26222,Europe,马耳他,Malta,马耳他,Malta,350,0.0,0,1,,,,,,
26225,Africa,毛里求斯,Mauritius,毛里求斯,Mauritius,314,0.0,23,7,,,,,,
26226,Europe,圣马力诺,San Marino,圣马力诺,San Marino,308,0.0,2,34,,,,,,
26227,Europe,瑞士,Switzerland,瑞士,Switzerland,24184,0.0,10600,959,,,,,,
26228,Africa,坦桑尼亚,Tanzania,坦桑尼亚,Tanzania,32,0.0,5,3,,,,,,
26234,Asia,巴林,Bahrain,巴林,Bahrain,913,0.0,530,6,,,,,,
26236,South America,巴拉圭,Paraguay,巴拉圭,Paraguay,119,0.0,12,5,,,,,,
26237,Europe,俄罗斯,Russia,俄罗斯,Russia,11917,0.0,795,94,,,,,,
26238,Asia,巴勒斯坦,Palestine,巴勒斯坦,Palestine,263,0.0,21,1,,,,,,
26240,Africa,塞内加尔,Senegal,塞内加尔,Senegal,265,0.0,137,2,,,,,,
26242,Europe,西班牙,Spain,西班牙,Spain,157022,0.0,55668,15843,,,,,,
26244,Europe,意大利,Italy,意大利,Italy,143626,0.0,28470,18279,,,,,,
26247,Europe,英国,United Kingdom,英国,United Kingdom,65077,0.0,135,7978,,,,,,
26248,Europe,法国,France,法国,France,86334,0.0,23206,12210,,,,,,
26250,Asia,伊朗,Iran,伊朗,Iran,68192,0.0,35465,4232,,,,,,
26251,Europe,比利时,Belgium,比利时,Belgium,26667,0.0,2872,3019,,,,,,
26252,North America,加拿大,Canada,加拿大,Canada,20765,0.0,2770,524,,,,,,
26253,South America,巴西,Brazil,巴西,Brazil,17857,0.0,127,941,,,,,,
26258,Asia,以色列,Israel,以色列,Israel,10095,0.0,1061,93,,,,,,
26259,Europe,瑞典,Sweden,瑞典,Sweden,9141,0.0,17,793,,,,,,
26268,Europe,丹麦,Denmark,丹麦,Denmark,5635,0.0,894,237,,,,,,
26269,Europe,罗马尼亚,Romania,罗马尼亚,Romania,5202,0.0,647,229,,,,,,
26270,South America,厄瓜多尔,Ecuador,厄瓜多尔,Ecuador,4450,0.0,140,242,,,,,,
26271,Asia,巴基斯坦,Pakistan,巴基斯坦,Pakistan,4489,0.0,572,63,,,,,,
26272,Asia,菲律宾,Philippines,菲律宾,Philippines,4195,0.0,140,221,,,,,,
26276,South America,秘鲁,Peru,秘鲁,Peru,4332,0.0,1231,121,,,,,,
26281,Asia,马来西亚,Malaysia,马来西亚,Malaysia,4346,0.0,1830,70,,,,,,
26283,North America,巴拿马,Panama,巴拿马,Panama,2249,0.0,4,59,,,,,,
26285,South America,哥伦比亚,Colombia,哥伦比亚,Colombia,2223,0.0,85,69,,,,,,
26293,South America,阿根廷,Argentina,阿根廷,Argentina,1795,0.0,358,65,,,,,,
26300,Europe,匈牙利,Hungary,匈牙利,Hungary,1190,0.0,112,77,,,,,,
26301,Europe,冰岛,Iceland,冰岛,Iceland,1648,0.0,688,6,,,,,,
26307,Europe,波黑,Bosnia and Herzegovina,波黑,Bosnia and Herzegovina,846,0.0,101,35,,,,,,
26314,Europe,北马其顿,North Macedonia,北马其顿,North Macedonia,663,0.0,35,30,,,,,,
26316,North America,波多黎各,Puerto Rico,波多黎各,Puerto Rico,620,0.0,0,24,,,,,,
26318,Asia,塞浦路斯,Cyprus,塞浦路斯,Cyprus,562,0.0,0,14,,,,,,
26320,Asia,乌兹别克斯坦,Uzbekistan,乌兹别克斯坦,Uzbekistan,555,0.0,30,3,,,,,,
26322,North America,哥斯达黎加,Costa Rica,哥斯达黎加,Costa Rica,483,0.0,0,2,,,,,,
26323,North America,古巴,Cuba,古巴,Cuba,457,0.0,0,12,,,,,,
26327,Africa,留尼旺,Reunion,留尼旺,Reunion,362,0.0,0,0,,,,,,
26328,Africa,尼日尔,Niger,尼日尔,Niger,410,0.0,40,11,,,,,,
26334,Africa,布基纳法索,Burkina Faso,布基纳法索,Burkina Faso,443,0.0,146,24,,,,,,
26337,South America,乌拉圭,Uruguay,乌拉圭,Uruguay,456,0.0,192,7,,,,,,
26338,Europe,黑山,,黑山,,249,0.0,0,2,,,,,,
26339,Asia,吉尔吉斯斯坦,,吉尔吉斯斯坦,,280,0.0,33,4,,,,,,
26345,Africa,几内亚,Guinea,几内亚,Guinea,194,0.0,11,0,,,,,,
26352,South America,委内瑞拉,Venezuela,委内瑞拉,Venezuela,166,0.0,0,7,,,,,,
26353,Europe,马恩岛,Isle of Man,马恩岛,Isle of Man,150,0.0,0,1,,,,,,
26354,North America,马提尼克,Martinique,马提尼克,Martinique,152,0.0,0,4,,,,,,
26355,Asia,斯里兰卡,SriLanka,斯里兰卡,SriLanka,190,0.0,49,7,,,,,,
26356,North America,瓜德罗普岛,,瓜德罗普岛,,139,0.0,0,8,,,,,,
26360,Oceania,关岛,Guam,关岛,Guam,125,0.0,0,4,,,,,,
26361,Europe,直布罗陀,Gibraltar,直布罗陀,Gibraltar,113,0.0,0,1,,,,,,
26363,Africa,卢旺达,Republic of Rwanda,卢旺达,Republic of Rwanda,113,0.0,7,0,,,,,,
26365,North America,特立尼达和多巴哥,Trinidad and Tobago,特立尼达和多巴哥,Trinidad and Tobago,107,0.0,0,8,,,,,,
26366,North America,萨尔瓦多,El Salvador,萨尔瓦多,El Salvador,93,0.0,0,5,,,,,,
26367,North America,危地马拉,Guatemala,危地马拉,Guatemala,87,0.0,0,3,,,,,,
26368,Europe,摩纳哥,Monaco,摩纳哥,Monaco,84,0.0,3,1,,,,,,
26369,Europe,列支敦士登,Liechtenstein,列支敦士登,Liechtenstein,79,0.0,0,1,,,,,,
26370,South America,法属圭亚那,French Guiana,法属圭亚那,French Guiana,77,0.0,0,0,,,,,,
26371,North America,阿鲁巴,,阿鲁巴,,74,0.0,0,0,,,,,,
26372,Asia,柬埔寨,Kampuchea (Cambodia ),柬埔寨,Kampuchea (Cambodia ),117,0.0,50,0,,,,,,
26373,North America,牙买加,Jamaica,牙买加,Jamaica,63,0.0,0,3,,,,,,
26374,North America,巴巴多斯,Barbados,巴巴多斯,Barbados,63,0.0,0,3,,,,,,
26375,Africa,埃塞俄比亚,Ethiopia,埃塞俄比亚,Ethiopia,65,0.0,4,2,,,,,,
26376,Africa,乌干达,Uganda,乌干达,Uganda,53,0.0,0,0,,,,,,
26377,Oceania,法属波利尼西亚,French Polynesia,法属波利尼西亚,French Polynesia,51,0.0,0,0,,,,,,
26380,North America,美属维尔京群岛,,美属维尔京群岛,,45,0.0,0,1,,,,,,
26381,North America,开曼群岛,Cayman Is,开曼群岛,Cayman Is,45,0.0,0,2,,,,,,
26382,Africa,加蓬,Gabon,加蓬,Gabon,44,0.0,1,1,,,,,,
26383,Asia,文莱,Brunei,文莱,Brunei,136,0.0,99,1,,,,,,
26384,Africa,几内亚比绍,,几内亚比绍,,36,0.0,0,0,,,,,,
26385,South America,圭亚那,Guyana,圭亚那,Guyana,37,0.0,0,6,,,,,,
26386,North America,巴哈马,Bahamas,巴哈马,Bahamas,36,0.0,0,6,,,,,,
