,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,cityName,cityEnglishName,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount
80200,Europe,德国,Germany,德国,Germany,3117,0.0,14,7,,,,,,
80201,North America,美国,United States of America,美国,United States of America,1635,0.0,10,39,,,,,,
80202,North America,巴拿马,Panama,巴拿马,Panama,27,0.0,0,1,,,,,,
80203,Europe,波黑,Bosnia and Herzegovina,波黑,Bosnia and Herzegovina,13,0.0,0,0,,,,,,
80204,Europe,瑞士,Switzerland,瑞士,Switzerland,1009,0.0,3,4,,,,,,
80205,Asia,卡塔尔,Qatar,卡塔尔,Qatar,262,0.0,0,0,,,,,,
80206,Asia,印度尼西亚,Indonesia,印度尼西亚,Indonesia,69,0.0,2,1,,,,,,
80207,Asia,菲律宾,Philippines,菲律宾,Philippines,64,0.0,1,2,,,,,,
80208,Europe,荷兰,Netherlands,荷兰,Netherlands,804,0.0,0,5,,,,,,
80209,Europe,比利时,Belgium,比利时,Belgium,556,0.0,1,3,,,,,,
80210,Asia,巴林,Bahrain,巴林,Bahrain,210,0.0,35,0,,,,,,
80211,Asia,新加坡,Singapore,新加坡,Singapore,200,0.0,82,0,,,,,,
80212,Asia,印度,India,印度,India,81,0.0,3,0,,,,,,
80213,Asia,黎巴嫩,Lebanon,黎巴嫩,Lebanon,77,0.0,1,3,,,,,,
80214,Europe,罗马尼亚,Romania,罗马尼亚,Romania,70,0.0,3,0,,,,,,
80215,Europe,俄罗斯,Russia,俄罗斯,Russia,45,0.0,3,0,,,,,,
80216,Asia,文莱,Brunei,文莱,Brunei,36,0.0,0,0,,,,,,
80217,Europe,阿尔巴尼亚,Albania,阿尔巴尼亚,Albania,33,0.0,0,0,,,,,,
80218,Asia,越南,Vietnam,越南,Vietnam,47,0.0,16,0,,,,,,
80219,Africa,南非,South Africa,南非,South Africa,24,0.0,0,0,,,,,,
80220,Asia,阿塞拜疆,Azerbaijan,阿塞拜疆,Azerbaijan,19,0.0,3,1,,,,,,
80221,Asia,塞浦路斯,Cyprus,塞浦路斯,Cyprus,14,0.0,0,0,,,,,,
80222,Asia,马尔代夫,Maldives,马尔代夫,Maldives,9,0.0,0,0,,,,,,
80223,Asia,哈萨克斯坦,Kazakhstan,哈萨克斯坦,Kazakhstan,3,0.0,0,0,,,,,,
80224,Europe,西班牙,Spain,西班牙,Spain,4209,0.0,189,120,,,,,,
80226,Africa,埃塞俄比亚,Ethiopia,埃塞俄比亚,Ethiopia,1,0.0,0,0,,,,,,
80227,Asia,伊朗,Iran,伊朗,Iran,11364,0.0,3529,514,,,,,,
80228,Asia,日本,Japan,日本,Japan,711,0.0,135,19,,,,,,
80253,Europe,法罗群岛,Faroe,法罗群岛,Faroe,2,0.0,0,0,,,,,,
80254,Europe,直布罗陀,Gibraltar,直布罗陀,Gibraltar,1,0.0,0,0,,,,,,
80255,Europe,根西岛,Guernsey,根西岛,Guernsey,1,0.0,0,0,,,,,,
80256,Oceania,法属波利尼西亚,French Polynesia,法属波利尼西亚,French Polynesia,1,0.0,0,0,,,,,,
80258,South America,法属圭亚那,French Guiana,法属圭亚那,French Guiana,5,0.0,0,0,,,,,,
80259,North America,马提尼克,Martinique,马提尼克,Martinique,3,0.0,0,0,,,,,,
