,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,cityName,cityEnglishName,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount
68746,Asia,越南,Vietnam,越南,Vietnam,94,0.0,17,0,,,,,,
68747,Africa,尼日利亚,Nigeria,尼日利亚,Nigeria,22,0.0,1,0,,,,,,
68748,Asia,蒙古,Mongolia,蒙古,Mongolia,10,0.0,0,0,,,,,,
68749,North America,加拿大,Canada,加拿大,Canada,1146,0.0,11,12,,,,,,
68750,Asia,马来西亚,Malaysia,马来西亚,Malaysia,1183,0.0,114,4,,,,,,
68751,Africa,布基纳法索,Burkina Faso,布基纳法索,Burkina Faso,40,0.0,5,2,,,,,,
68752,Asia,阿联酋,United Arab Emirates,阿联酋,United Arab Emirates,153,0.0,38,2,,,,,,
68753,Asia,日本,Japan,日本,Japan,1054,0.0,215,36,,,,,,
68754,Asia,黎巴嫩,Lebanon,黎巴嫩,Lebanon,206,0.0,1,4,,,,,,
68755,Europe,俄罗斯,Russia,俄罗斯,Russia,306,0.0,16,1,,,,,,
68757,Africa,阿尔及利亚,Algeria,阿尔及利亚,Algeria,102,0.0,12,9,,,,,,
68758,Europe,荷兰,Netherlands,荷兰,Netherlands,3631,0.0,0,136,,,,,,
68760,Asia,菲律宾,Philippines,菲律宾,Philippines,307,0.0,13,19,,,,,,
68761,Africa,多哥,Togo,多哥,Togo,16,0.0,1,0,,,,,,
68762,Africa,利比里亚,Liberia,利比里亚,Liberia,3,0.0,0,0,,,,,,
68822,Europe,意大利,Italy,意大利,Italy,47021,0.0,5129,4032,,,,,,
68823,Europe,西班牙,Spain,西班牙,Spain,24926,0.0,2125,1326,,,,,,
68824,Europe,德国,Germany,德国,Germany,20581,0.0,209,72,,,,,,
68825,North America,美国,United States of America,美国,United States of America,19624,0.0,147,260,,,,,,
68826,Asia,伊朗,Iran,伊朗,Iran,20610,0.0,7635,1556,,,,,,
68827,Europe,法国,France,法国,France,12612,0.0,1587,450,,,,,,
68828,Asia,中国,China,中国,China,81457,0.0,71885,3261,,,,,,
68829,Asia,韩国,Korea,韩国,Korea,8799,0.0,2612,102,,,,,,
68830,Europe,瑞士,Switzerland,瑞士,Switzerland,6113,0.0,3,56,,,,,,
68831,Europe,英国,United Kingdom,英国,United Kingdom,3983,0.0,79,177,,,,,,
68833,Europe,比利时,Belgium,比利时,Belgium,2815,0.0,263,67,,,,,,
68834,Europe,奥地利,Austria,奥地利,Austria,2388,0.0,9,7,,,,,,
68835,Europe,挪威,Norway,挪威,Norway,1939,0.0,0,7,,,,,,
68836,Europe,瑞典,Sweden,瑞典,Sweden,1650,0.0,17,16,,,,,,
68837,Europe,葡萄牙,Portugal,葡萄牙,Portugal,1280,0.0,3,12,,,,,,
68838,Europe,丹麦,Denmark,丹麦,Denmark,1255,0.0,1,9,,,,,,
68841,Oceania,澳大利亚,Australia,澳大利亚,Australia,1051,0.0,27,7,,,,,,
68842,South America,巴西,Brazil,巴西,Brazil,904,0.0,0,11,,,,,,
68843,Asia,以色列,Israel,以色列,Israel,883,0.0,15,1,,,,,,
68844,Europe,捷克,Czech Republic,捷克,Czech Republic,833,0.0,4,0,,,,,,
68846,Europe,爱尔兰,Ireland,爱尔兰,Ireland,683,0.0,0,3,,,,,,
68847,Europe,卢森堡,Luxembourg,卢森堡,Luxembourg,670,0.0,0,8,,,,,,
68848,Asia,土耳其,Turkey,土耳其,Turkey,670,0.0,0,9,,,,,,
68849,Asia,巴基斯坦,Pakistan,巴基斯坦,Pakistan,510,0.0,2,3,,,,,,
68850,Europe,希腊,Greece,希腊,Greece,495,0.0,19,8,,,,,,
68851,Asia,卡塔尔,Qatar,卡塔尔,Qatar,470,0.0,10,0,,,,,,
68852,Europe,芬兰,Finland,芬兰,Finland,450,0.0,1,0,,,,,,
68853,South America,智利,Chile,智利,Chile,434,0.0,0,0,,,,,,
68854,Europe,冰岛,Iceland,冰岛,Iceland,409,0.0,0,0,,,,,,
68855,Europe,波兰,Poland,波兰,Poland,425,0.0,13,5,,,,,,
68856,Asia,印度尼西亚,Indonesia,印度尼西亚,Indonesia,450,0.0,9,38,,,,,,
68857,Asia,沙特阿拉伯,Saudi Arabia,沙特阿拉伯,Saudi Arabia,392,0.0,16,0,,,,,,
68858,Asia,泰国,Thailand,泰国,Thailand,411,0.0,44,1,,,,,,
68859,South America,厄瓜多尔,Ecuador,厄瓜多尔,Ecuador,367,0.0,0,5,,,,,,
68860,Europe,斯洛文尼亚,Slovenia,斯洛文尼亚,Slovenia,341,0.0,0,1,,,,,,
68861,Asia,新加坡,Singapore,新加坡,Singapore,432,0.0,140,2,,,,,,
68862,Europe,爱沙尼亚,Estonia,爱沙尼亚,Estonia,283,0.0,0,0,,,,,,
68864,Europe,罗马尼亚,Romania,罗马尼亚,Romania,308,0.0,31,0,,,,,,
68865,South America,秘鲁,Peru,秘鲁,Peru,263,0.0,0,4,,,,,,
68866,Asia,印度,India,印度,India,283,0.0,23,5,,,,,,
68867,Others,钻石公主号邮轮,Diamond Princess Cruise Ship,钻石公主号邮轮,Diamond Princess Cruise Ship,712,0.0,458,7,,,,,,
68869,Africa,南非,South Africa,南非,South Africa,240,0.0,0,0,,,,,,
68870,Africa,埃及,Egypt,埃及,Egypt,285,0.0,39,8,,,,,,
68871,Asia,巴林,Bahrain,巴林,Bahrain,306,0.0,100,1,,,,,,
68872,North America,墨西哥,Mexico,墨西哥,Mexico,203,0.0,1,2,,,,,,
68873,North America,巴拿马,Panama,巴拿马,Panama,200,0.0,0,1,,,,,,
68875,South America,哥伦比亚,Colombia,哥伦比亚,Colombia,158,0.0,0,0,,,,,,
68876,South America,阿根廷,Argentina,阿根廷,Argentina,158,0.0,1,3,,,,,,
68877,Asia,科威特,Kuwait,科威特,Kuwait,176,0.0,27,0,,,,,,
68878,Europe,塞尔维亚,Republic of Serbia,塞尔维亚,Republic of Serbia,149,0.0,0,1,,,,,,
68879,Asia,伊拉克,Iraq,伊拉克,Iraq,208,0.0,49,17,,,,,,
68880,Europe,斯洛伐克,Slovakia,斯洛伐克,Slovakia,137,0.0,0,1,,,,,,
68881,Asia,亚美尼亚,Armenia,亚美尼亚,Armenia,136,0.0,1,0,,,,,,
68882,Europe,克罗地亚,Croatia,克罗地亚,Croatia,133,0.0,5,1,,,,,,
68883,Europe,保加利亚,Bulgaria,保加利亚,Bulgaria,127,0.0,0,3,,,,,,
68884,North America,哥斯达黎加,Costa Rica,哥斯达黎加,Costa Rica,113,0.0,0,2,,,,,,
68885,Europe,拉脱维亚,Latvia,拉脱维亚,Latvia,111,0.0,0,0,,,,,,
68886,Europe,圣马力诺,San Marino,圣马力诺,San Marino,126,0.0,2,14,,,,,,
68887,South America,乌拉圭,Uruguay,乌拉圭,Uruguay,110,0.0,0,0,,,,,,
68889,Europe,匈牙利,Hungary,匈牙利,Hungary,103,0.0,7,4,,,,,,
68890,Europe,安道尔,Andorra,安道尔,Andorra,88,0.0,1,0,,,,,,
