,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,cityName,cityEnglishName,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount
87009,Europe,法国,France,法国,France,577,0.0,12,9,,,,,,
87010,Europe,西班牙,Spain,西班牙,Spain,345,0.0,2,1,,,,,,
87011,Asia,新加坡,Singapore,新加坡,Singapore,130,0.0,82,0,,,,,,
87012,Europe,希腊,Greece,希腊,Greece,45,0.0,0,0,,,,,,
87013,North America,加拿大,Canada,加拿大,Canada,48,0.0,4,0,,,,,,
87014,Europe,圣马力诺,San Marino,圣马力诺,San Marino,23,0.0,0,0,,,,,,
87015,Europe,俄罗斯,Russia,俄罗斯,Russia,8,0.0,2,0,,,,,,
87016,Europe,斯洛文尼亚,Slovenia,斯洛文尼亚,Slovenia,6,0.0,0,0,,,,,,
87017,South America,秘鲁,Peru,秘鲁,Peru,1,0.0,0,0,,,,,,
87018,Europe,瑞士,Switzerland,瑞士,Switzerland,128,0.0,3,1,,,,,,
87019,Asia,巴林,Bahrain,巴林,Bahrain,56,0.0,4,0,,,,,,
87020,Europe,芬兰,Finland,芬兰,Finland,15,0.0,1,0,,,,,,
87021,Europe,爱沙尼亚,Estonia,爱沙尼亚,Estonia,5,0.0,0,0,,,,,,
87022,Asia,印度尼西亚,Indonesia,印度尼西亚,Indonesia,4,0.0,0,0,,,,,,
87023,Africa,喀麦隆,Cameroon,喀麦隆,Cameroon,1,0.0,0,0,,,,,,
87024,Europe,塞尔维亚,Republic of Serbia,塞尔维亚,Republic of Serbia,1,0.0,0,0,,,,,,
87025,Africa,南非,South Africa,南非,South Africa,1,0.0,0,0,,,,,,
87116,Europe,比利时,Belgium,比利时,Belgium,109,0.0,1,0,,,,,,
87117,Europe,梵蒂冈,Status Civitatis Vaticanae,梵蒂冈,Status Civitatis Vaticanae,1,0.0,0,0,,,,,,
87225,Asia,韩国,Korea,韩国,Korea,6593,0.0,41,42,,,,,,
87226,Asia,伊朗,Iran,伊朗,Iran,4747,0.0,913,124,,,,,,
87227,Europe,意大利,Italy,意大利,Italy,3927,0.0,414,148,,,,,,
87228,Europe,德国,Germany,德国,Germany,565,0.0,14,0,,,,,,
87229,Asia,日本,Japan,日本,Japan,371,0.0,46,6,,,,,,
