,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,cityName,cityEnglishName,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount
27314,Asia,斯里兰卡,SriLanka,斯里兰卡,SriLanka,190,0.0,49,7,,,,,,
27315,North America,美国,United States of America,美国,United States of America,432579,0.0,24213,14830,,,,,,
27316,Asia,土耳其,Turkey,土耳其,Turkey,38226,0.0,1846,812,,,,,,
27317,South America,巴西,Brazil,巴西,Brazil,15927,0.0,127,800,,,,,,
27318,Europe,瑞士,Switzerland,瑞士,Switzerland,23574,0.0,9800,756,,,,,,
27319,Europe,斯洛文尼亚,Slovenia,斯洛文尼亚,Slovenia,1124,0.0,128,43,,,,,,
27320,Africa,突尼斯,Tunisia,突尼斯,Tunisia,628,0.0,0,24,,,,,,
27321,Asia,黎巴嫩,Lebanon,黎巴嫩,Lebanon,582,0.0,62,19,,,,,,
27322,Africa,尼日尔,Niger,尼日尔,Niger,342,0.0,28,11,,,,,,
27323,Africa,肯尼亚,Kenya,肯尼亚,Kenya,184,0.0,12,7,,,,,,
27325,Oceania,关岛,Guam,关岛,Guam,121,0.0,0,4,,,,,,
27326,Europe,罗马尼亚,Romania,罗马尼亚,Romania,5202,0.0,647,229,,,,,,
27327,Europe,丹麦,Denmark,丹麦,Denmark,5402,0.0,894,218,,,,,,
27328,Europe,波黑,Bosnia and Herzegovina,波黑,Bosnia and Herzegovina,846,0.0,101,35,,,,,,
27329,Europe,圣马力诺,San Marino,圣马力诺,San Marino,279,0.0,2,34,,,,,,
27330,Africa,赞比亚共和国,,赞比亚共和国,,39,0.0,24,1,,,,,,
27331,Africa,苏丹,Sudan,苏丹,Sudan,15,0.0,2,2,,,,,,
27333,Europe,荷兰,Netherlands,荷兰,Netherlands,21762,0.0,2954,2396,,,,,,
27334,North America,加拿大,Canada,加拿大,Canada,19279,0.0,2770,435,,,,,,
27335,Asia,印度,India,印度,India,5865,0.0,478,169,,,,,,
27336,Europe,塞尔维亚,Republic of Serbia,塞尔维亚,Republic of Serbia,2867,0.0,118,66,,,,,,
27337,Europe,芬兰,Finland,芬兰,Finland,2487,0.0,10,40,,,,,,
27338,Asia,阿联酋,United Arab Emirates,阿联酋,United Arab Emirates,2659,0.0,239,12,,,,,,
27339,Asia,沙特阿拉伯,Saudi Arabia,沙特阿拉伯,Saudi Arabia,2932,0.0,631,41,,,,,,
27340,Asia,卡塔尔,Qatar,卡塔尔,Qatar,2376,0.0,206,6,,,,,,
27341,Europe,乌克兰,Ukraine,乌克兰,Ukraine,1668,0.0,35,52,,,,,,
27342,Asia,新加坡,Singapore,新加坡,Singapore,1910,0.0,406,7,,,,,,
27343,South America,阿根廷,Argentina,阿根廷,Argentina,1795,0.0,358,65,,,,,,
27344,Europe,克罗地亚,Croatia,克罗地亚,Croatia,1407,0.0,219,20,,,,,,
27345,Africa,摩洛哥,Morocco,摩洛哥,Morocco,1346,0.0,103,96,,,,,,
27346,Europe,冰岛,Iceland,冰岛,Iceland,1586,0.0,460,6,,,,,,
27348,Europe,立陶宛,Lithuania,立陶宛,Lithuania,912,0.0,1,15,,,,,,
27349,Asia,阿塞拜疆,Azerbaijan,阿塞拜疆,Azerbaijan,926,0.0,101,9,,,,,,
