,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,cityName,cityEnglishName,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount
61553,Oceania,澳大利亚,Australia,澳大利亚,Australia,21,0.0,11,0,,,,,,
61554,Europe,意大利,Italy,意大利,Italy,20,0.0,0,2,,,,,,
61555,Asia,以色列,Israel,以色列,Israel,1,0.0,0,0,,,,,,
61556,Asia,黎巴嫩,Lebanon,黎巴嫩,Lebanon,1,0.0,0,0,,,,,,
61557,Asia,日本,Japan,日本,Japan,122,0.0,22,1,,,,,,
61558,North America,美国,United States of America,美国,United States of America,35,0.0,3,0,,,,,,
61559,Asia,阿联酋,United Arab Emirates,阿联酋,United Arab Emirates,13,0.0,4,0,,,,,,
61828,Asia,韩国,Korea,韩国,Korea,433,0.0,16,2,,,,,,
61831,Asia,伊朗,Iran,伊朗,Iran,28,0.0,0,5,,,,,,
62670,Others,钻石公主号邮轮,Diamond Princess Cruise Ship,钻石公主号邮轮,Diamond Princess Cruise Ship,634,0.0,0,2,,,,,,
62673,Asia,新加坡,Singapore,新加坡,Singapore,85,0.0,37,0,,,,,,
62676,Asia,泰国,Thailand,泰国,Thailand,35,0.0,17,0,,,,,,
62678,Europe,德国,Germany,德国,Germany,16,0.0,7,0,,,,,,
62680,Asia,越南,Vietnam,越南,Vietnam,16,0.0,14,0,,,,,,
63071,Asia,马来西亚,Malaysia,马来西亚,Malaysia,22,0.0,15,0,,,,,,
63074,Asia,尼泊尔,Nepal,尼泊尔,Nepal,1,0.0,1,0,,,,,,
63075,Asia,斯里兰卡,SriLanka,斯里兰卡,SriLanka,1,0.0,1,0,,,,,,
63076,Europe,西班牙,Spain,西班牙,Spain,2,0.0,2,0,,,,,,
