,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,cityName,cityEnglishName,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount
111940,Asia,泰国,Thailand,泰国,Thailand,35,0.0,14,0,,,,,,
112030,Asia,新加坡,Singapore,新加坡,Singapore,77,0.0,24,0,,,,,,
112499,Others,钻石公主号邮轮,Diamond Princess Cruise Ship,钻石公主号邮轮,Diamond Princess Cruise Ship,454,0.0,0,0,,,,,,
112501,Asia,韩国,Korea,韩国,Korea,30,0.0,9,0,,,,,,
112502,Asia,阿联酋,United Arab Emirates,阿联酋,United Arab Emirates,9,0.0,4,0,,,,,,
112503,Europe,比利时,Belgium,比利时,Belgium,1,0.0,1,0,,,,,,
112760,Asia,日本,Japan,日本,Japan,62,0.0,12,1,,,,,,
112763,Asia,马来西亚,Malaysia,马来西亚,Malaysia,22,0.0,7,0,,,,,,
112764,Europe,法国,France,法国,France,12,0.0,4,1,,,,,,
112765,North America,加拿大,Canada,加拿大,Canada,8,0.0,2,0,,,,,,
112766,Oceania,澳大利亚,Australia,澳大利亚,Australia,15,0.0,10,0,,,,,,
112768,Europe,英国,United Kingdom,英国,United Kingdom,9,0.0,8,0,,,,,,
112769,Asia,印度,India,印度,India,3,0.0,3,0,,,,,,
113507,Africa,埃及,Egypt,埃及,Egypt,1,0.0,0,0,,,,,,
113849,Europe,德国,Germany,德国,Germany,16,0.0,1,0,,,,,,
113850,North America,美国,United States of America,美国,United States of America,15,0.0,3,0,,,,,,
113851,Asia,越南,Vietnam,越南,Vietnam,16,0.0,7,0,,,,,,
113859,Europe,俄罗斯,Russia,俄罗斯,Russia,2,0.0,2,0,,,,,,
