,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,cityName,cityEnglishName,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount
12194,Europe,英国,United Kingdom,英国,United Kingdom,124743,0.0,344,16509,,,,,,
12195,Africa,毛里求斯,Mauritius,毛里求斯,Mauritius,328,0.0,224,9,,,,,,
12196,Africa,塞拉利昂,Sierra Leone,塞拉利昂,Sierra Leone,43,0.0,6,0,,,,,,
12197,Europe,摩尔多瓦,Moldova,摩尔多瓦,Moldova,2548,0.0,478,70,,,,,,
12198,Asia,日本,Japan,日本,Japan,11152,0.0,1069,261,,,,,,
12199,Europe,挪威,Norway,挪威,Norway,7078,0.0,0,165,,,,,,
12200,Oceania,澳大利亚,Australia,澳大利亚,Australia,6619,0.0,4258,71,,,,,,
12201,Asia,哈萨克斯坦,Kazakhstan,哈萨克斯坦,Kazakhstan,1735,0.0,401,19,,,,,,
12202,Europe,斯洛伐克,Slovakia,斯洛伐克,Slovakia,1173,0.0,251,13,,,,,,
12203,Africa,科特迪瓦,Ivory Coast,科特迪瓦,Ivory Coast,847,0.0,260,9,,,,,,
12204,Asia,斯里兰卡,SriLanka,斯里兰卡,SriLanka,303,0.0,97,7,,,,,,
12205,North America,马提尼克,Martinique,马提尼克,Martinique,163,0.0,0,12,,,,,,
12206,Oceania,新西兰,New Zealand,新西兰,New Zealand,1105,4.0,974,12,,,,,,
12207,Africa,利比里亚,Liberia,利比里亚,Liberia,99,0.0,7,8,,,,,,
12208,Europe,俄罗斯,Russia,俄罗斯,Russia,47121,0.0,3446,405,,,,,,
12209,Europe,白俄罗斯,Belarus,白俄罗斯,Belarus,6264,0.0,494,47,,,,,,
12210,Asia,卡塔尔,Qatar,卡塔尔,Qatar,6015,0.0,555,9,,,,,,
12211,Europe,乌克兰,Ukraine,乌克兰,Ukraine,5710,0.0,359,151,,,,,,
12212,Asia,马来西亚,Malaysia,马来西亚,Malaysia,5425,0.0,3295,89,,,,,,
12213,Africa,几内亚,Guinea,几内亚,Guinea,579,0.0,87,5,,,,,,
12214,Africa,加蓬,Gabon,加蓬,Gabon,109,0.0,7,1,,,,,,
12215,Europe,瑞典,Sweden,瑞典,Sweden,14862,0.0,530,1618,,,,,,
12216,Europe,瑞士,Switzerland,瑞士,Switzerland,27560,0.0,17800,1404,,,,,,
12217,North America,加拿大,Canada,加拿大,Canada,35392,0.0,11843,1611,,,,,,
12218,South America,巴西,Brazil,巴西,Brazil,39144,0.0,22130,2484,,,,,,
12219,North America,美国,United States of America,美国,United States of America,760570,0.0,71011,40702,,,,,,
