,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,cityName,cityEnglishName,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount
17582,North America,美国,United States of America,美国,United States of America,640014,0.0,52772,31002,,,,,,
17583,North America,加拿大,Canada,加拿大,Canada,28893,0.0,2770,1048,,,,,,
17585,Europe,西班牙,Spain,西班牙,Spain,182816,0.0,74797,19130,,,,,,
17586,Europe,瑞典,Sweden,瑞典,Sweden,12540,0.0,17,1333,,,,,,
17587,Europe,瑞士,Switzerland,瑞士,Switzerland,26480,0.0,15400,1274,,,,,,
17588,Asia,日本,Japan,日本,Japan,9005,0.0,404,182,,,,,,
17589,South America,厄瓜多尔,Ecuador,厄瓜多尔,Ecuador,7603,0.0,501,369,,,,,,
17590,Europe,塞尔维亚,Republic of Serbia,塞尔维亚,Republic of Serbia,5318,0.0,443,103,,,,,,
17591,Europe,卢森堡,Luxembourg,卢森堡,Luxembourg,3373,0.0,241,69,,,,,,
17592,Asia,马来西亚,Malaysia,马来西亚,Malaysia,5182,0.0,2766,84,,,,,,
17593,Europe,希腊,Greece,希腊,Greece,2192,0.0,19,102,,,,,,
17594,Europe,斯洛文尼亚,Slovenia,斯洛文尼亚,Slovenia,1248,0.0,165,61,,,,,,
17595,Asia,巴林,Bahrain,巴林,Bahrain,1698,0.0,703,7,,,,,,
17596,North America,波多黎各,Puerto Rico,波多黎各,Puerto Rico,923,0.0,0,45,,,,,,
17597,Asia,阿曼,Oman,阿曼,Oman,1019,0.0,176,4,,,,,,
17598,Europe,保加利亚,Bulgaria,保加利亚,Bulgaria,800,0.0,3,38,,,,,,
17599,Africa,突尼斯,Tunisia,突尼斯,Tunisia,780,0.0,0,35,,,,,,
17600,North America,古巴,Cuba,古巴,Cuba,766,0.0,0,21,,,,,,
17601,Asia,阿富汗,Afghanistan,阿富汗,Afghanistan,784,0.0,40,25,,,,,,
17602,Asia,塞浦路斯,Cyprus,塞浦路斯,Cyprus,735,0.0,0,17,,,,,,
17603,Africa,喀麦隆,Cameroon,喀麦隆,Cameroon,855,0.0,130,17,,,,,,
17604,Africa,吉布提,Djibouti,吉布提,Djibouti,591,0.0,73,2,,,,,,
17605,Africa,尼日尔,Niger,尼日尔,Niger,584,0.0,97,14,,,,,,
17606,Asia,吉尔吉斯斯坦,,吉尔吉斯斯坦,,449,0.0,67,5,,,,,,
17607,Europe,圣马力诺,San Marino,圣马力诺,San Marino,372,0.0,2,36,,,,,,
17608,Africa,布基纳法索,Burkina Faso,布基纳法索,Burkina Faso,542,0.0,226,32,,,,,,
17609,South America,乌拉圭,Uruguay,乌拉圭,Uruguay,512,0.0,231,21,,,,,,
17610,Africa,毛里求斯,Mauritius,毛里求斯,Mauritius,324,0.0,81,9,,,,,,
17611,Europe,阿尔巴尼亚,Albania,阿尔巴尼亚,Albania,494,0.0,251,24,,,,,,
17612,Africa,塞拉利昂,Sierra Leone,塞拉利昂,Sierra Leone,15,0.0,0,0,,,,,,
17613,Africa,斯威士兰,Swaziland,斯威士兰,Swaziland,17,0.0,8,1,,,,,,
17615,Europe,意大利,Italy,意大利,Italy,165155,0.0,38092,21645,,,,,,
17616,Europe,英国,United Kingdom,英国,United Kingdom,103093,0.0,344,13729,,,,,,
17617,Europe,荷兰,Netherlands,荷兰,Netherlands,29214,0.0,291,3315,,,,,,
17619,Europe,葡萄牙,Portugal,葡萄牙,Portugal,18841,0.0,493,629,,,,,,
17620,South America,巴西,Brazil,巴西,Brazil,29015,0.0,14026,1760,,,,,,
17621,Europe,爱尔兰,Ireland,爱尔兰,Ireland,12547,0.0,62,444,,,,,,
17622,Asia,印度,India,印度,India,12759,0.0,1515,420,,,,,,
17623,Asia,以色列,Israel,以色列,Israel,12591,0.0,2624,140,,,,,,
17643,South America,智利,Chile,智利,Chile,8273,0.0,2367,94,,,,,,
17644,Asia,阿联酋,United Arab Emirates,阿联酋,United Arab Emirates,5365,0.0,1034,33,,,,,,
17645,Europe,丹麦,Denmark,丹麦,Denmark,6681,0.0,2748,309,,,,,,
17646,Asia,卡塔尔,Qatar,卡塔尔,Qatar,3711,0.0,406,7,,,,,,
17647,Asia,新加坡,Singapore,新加坡,Singapore,3699,0.0,652,10,,,,,,
17649,Asia,中国,China,中国,China,83799,0.0,78556,3352,,,,,,
17650,Asia,科威特,Kuwait,科威特,Kuwait,1524,0.0,225,3,,,,,,
17651,Asia,哈萨克斯坦,Kazakhstan,哈萨克斯坦,Kazakhstan,1275,0.0,138,12,,,,,,
17652,Asia,乌兹别克斯坦,Uzbekistan,乌兹别克斯坦,Uzbekistan,1214,0.0,85,4,,,,,,
17654,Asia,孟加拉国,Bangladesh,孟加拉国,Bangladesh,1012,0.0,42,46,,,,,,
17657,Europe,北马其顿,North Macedonia,北马其顿,North Macedonia,974,0.0,98,45,,,,,,
17658,Asia,阿塞拜疆,Azerbaijan,阿塞拜疆,Azerbaijan,1283,0.0,460,15,,,,,,
17659,Europe,斯洛伐克,Slovakia,斯洛伐克,Slovakia,977,0.0,167,8,,,,,,
17661,Europe,拉脱维亚,Latvia,拉脱维亚,Latvia,666,0.0,0,5,,,,,,
17662,Europe,冰岛,Iceland,冰岛,Iceland,1727,0.0,1077,8,,,,,,
17663,North America,哥斯达黎加,Costa Rica,哥斯达黎加,Costa Rica,612,0.0,0,3,,,,,,
17664,Africa,科特迪瓦,Ivory Coast,科特迪瓦,Ivory Coast,654,0.0,146,6,,,,,,
