,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,cityName,cityEnglishName,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount
88174,Asia,韩国,Korea,韩国,Korea,6088,0.0,41,36,,,,,,
88175,Europe,德国,Germany,德国,Germany,349,0.0,14,0,,,,,,
88176,Europe,法国,France,法国,France,285,0.0,12,4,,,,,,
88177,Europe,西班牙,Spain,西班牙,Spain,229,0.0,2,1,,,,,,
88178,North America,美国,United States of America,美国,United States of America,153,0.0,3,11,,,,,,
88179,Europe,挪威,Norway,挪威,Norway,56,0.0,0,0,,,,,,
88180,Europe,瑞典,Sweden,瑞典,Sweden,52,0.0,0,0,,,,,,
88181,Europe,荷兰,Netherlands,荷兰,Netherlands,38,0.0,0,0,,,,,,
88182,Oceania,澳大利亚,Australia,澳大利亚,Australia,53,0.0,21,2,,,,,,
88183,North America,加拿大,Canada,加拿大,Canada,33,0.0,4,0,,,,,,
88184,Asia,印度,India,印度,India,29,0.0,3,0,,,,,,
88185,Europe,冰岛,Iceland,冰岛,Iceland,26,0.0,0,0,,,,,,
88186,Asia,阿联酋,United Arab Emirates,阿联酋,United Arab Emirates,28,0.0,5,0,,,,,,
88187,Asia,泰国,Thailand,泰国,Thailand,47,0.0,31,1,,,,,,
88188,Europe,丹麦,Denmark,丹麦,Denmark,15,0.0,0,0,,,,,,
88189,Asia,以色列,Israel,以色列,Israel,15,0.0,1,0,,,,,,
88190,Asia,黎巴嫩,Lebanon,黎巴嫩,Lebanon,15,0.0,1,0,,,,,,
88191,Asia,阿曼,Oman,阿曼,Oman,15,0.0,2,0,,,,,,
88192,Europe,希腊,Greece,希腊,Greece,10,0.0,0,0,,,,,,
88193,South America,厄瓜多尔,Ecuador,厄瓜多尔,Ecuador,10,0.0,0,0,,,,,,
88194,Europe,圣马力诺,San Marino,圣马力诺,San Marino,10,0.0,0,0,,,,,,
88195,Africa,阿尔及利亚,Algeria,阿尔及利亚,Algeria,8,0.0,0,0,,,,,,
88196,Europe,芬兰,Finland,芬兰,Finland,7,0.0,1,0,,,,,,
88197,Europe,白俄罗斯,Belarus,白俄罗斯,Belarus,6,0.0,0,0,,,,,,
88198,Europe,罗马尼亚,Romania,罗马尼亚,Romania,6,0.0,1,0,,,,,,
88199,North America,墨西哥,Mexico,墨西哥,Mexico,6,0.0,1,0,,,,,,
88200,Europe,葡萄牙,Portugal,葡萄牙,Portugal,5,0.0,0,0,,,,,,
88201,Africa,塞内加尔,Senegal,塞内加尔,Senegal,4,0.0,0,0,,,,,,
88202,South America,巴西,Brazil,巴西,Brazil,3,0.0,0,0,,,,,,
88203,Oceania,新西兰,New Zealand,新西兰,New Zealand,3,0.0,0,0,,,,,,
88204,South America,智利,Chile,智利,Chile,3,0.0,0,0,,,,,,
88205,Asia,沙特阿拉伯,Saudi Arabia,沙特阿拉伯,Saudi Arabia,2,0.0,0,0,,,,,,
88206,Europe,匈牙利,Hungary,匈牙利,Hungary,2,0.0,0,0,,,,,,
88207,Europe,俄罗斯,Russia,俄罗斯,Russia,3,0.0,2,0,,,,,,
88208,Europe,斯洛文尼亚,Slovenia,斯洛文尼亚,Slovenia,1,0.0,0,0,,,,,,
88209,Europe,波黑,Bosnia and Herzegovina,波黑,Bosnia and Herzegovina,1,0.0,0,0,,,,,,
88353,Europe,意大利,Italy,意大利,Italy,3089,0.0,276,107,,,,,,
88355,Asia,日本,Japan,日本,Japan,331,0.0,46,6,,,,,,
88361,Asia,伊拉克,Iraq,伊拉克,Iraq,32,0.0,0,2,,,,,,
88766,Asia,伊朗,Iran,伊朗,Iran,2922,0.0,552,92,,,,,,
88772,Europe,英国,United Kingdom,英国,United Kingdom,85,0.0,8,0,,,,,,
