,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,cityName,cityEnglishName,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount
36577,South America,秘鲁,Peru,秘鲁,Peru,1414,0.0,537,55,,,,,,
36578,Africa,摩洛哥,Morocco,摩洛哥,Morocco,844,0.0,59,50,,,,,,
36579,Asia,伊拉克,Iraq,伊拉克,Iraq,878,0.0,259,56,,,,,,
36580,North America,洪都拉斯,Honduras,洪都拉斯,Honduras,219,0.0,0,14,,,,,,
36581,South America,玻利维亚,Bolivia,玻利维亚,Bolivia,123,0.0,0,8,,,,,,
36582,Europe,波兰,Poland,波兰,Poland,3383,0.0,13,71,,,,,,
36583,Asia,日本,Japan,日本,Japan,3497,0.0,404,84,,,,,,
36584,Asia,印度,India,印度,India,2902,0.0,183,68,,,,,,
36585,Asia,马来西亚,Malaysia,马来西亚,Malaysia,3483,0.0,915,57,,,,,,
36586,Europe,瑞士,Switzerland,瑞士,Switzerland,19985,0.0,5657,637,,,,,,
36587,Europe,爱尔兰,Ireland,爱尔兰,Ireland,4273,0.0,0,120,,,,,,
36588,Europe,罗马尼亚,Romania,罗马尼亚,Romania,3183,0.0,220,94,,,,,,
36589,South America,阿根廷,Argentina,阿根廷,Argentina,1353,0.0,240,42,,,,,,
36590,Europe,波黑,Bosnia and Herzegovina,波黑,Bosnia and Herzegovina,575,0.0,17,16,,,,,,
36591,Europe,保加利亚,Bulgaria,保加利亚,Bulgaria,498,0.0,3,14,,,,,,
36592,Europe,北马其顿,North Macedonia,北马其顿,North Macedonia,430,0.0,1,13,,,,,,
36593,Asia,斯里兰卡,SriLanka,斯里兰卡,SriLanka,162,0.0,24,5,,,,,,
36594,Africa,肯尼亚,Kenya,肯尼亚,Kenya,126,0.0,4,4,,,,,,
36595,South America,圭亚那,Guyana,圭亚那,Guyana,23,0.0,0,4,,,,,,
36596,Africa,刚果（布）,,刚果（布）,,45,0.0,2,5,,,,,,
36597,North America,美国,United States of America,美国,United States of America,278537,0.0,9920,7163,,,,,,
36598,Europe,西班牙,Spain,西班牙,Spain,124736,0.0,34219,11744,,,,,,
36599,Asia,哈萨克斯坦,Kazakhstan,哈萨克斯坦,Kazakhstan,444,0.0,28,3,,,,,,
36600,Europe,安道尔,Andorra,安道尔,Andorra,439,0.0,16,16,,,,,,
36601,Asia,阿塞拜疆,Azerbaijan,阿塞拜疆,Azerbaijan,443,0.0,32,5,,,,,,
36604,Europe,卢森堡,Luxembourg,卢森堡,Luxembourg,2612,0.0,174,31,,,,,,
36605,Europe,芬兰,Finland,芬兰,Finland,1615,0.0,10,20,,,,,,
36606,Europe,乌克兰,Ukraine,乌克兰,Ukraine,1096,0.0,23,28,,,,,,
36607,Europe,冰岛,Iceland,冰岛,Iceland,1364,0.0,336,4,,,,,,
36608,Europe,爱沙尼亚,Estonia,爱沙尼亚,Estonia,961,0.0,48,12,,,,,,
