,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,cityName,cityEnglishName,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount
40274,Asia,斯里兰卡,SriLanka,斯里兰卡,SriLanka,150,0.0,21,3,,,,,,
40275,North America,美国,United States of America,美国,United States of America,216722,0.0,8672,5137,,,,,,
40276,Europe,瑞士,Switzerland,瑞士,Switzerland,18267,0.0,1823,432,,,,,,
40277,Asia,土耳其,Turkey,土耳其,Turkey,15679,0.0,333,277,,,,,,
40278,Europe,奥地利,Austria,奥地利,Austria,10482,0.0,1436,146,,,,,,
40279,Europe,葡萄牙,Portugal,葡萄牙,Portugal,9034,0.0,22,209,,,,,,
40280,Oceania,澳大利亚,Australia,澳大利亚,Australia,5133,0.0,119,23,,,,,,
40281,Asia,韩国,Korea,韩国,Korea,9976,0.0,5567,169,,,,,,
40282,Europe,爱尔兰,Ireland,爱尔兰,Ireland,3447,0.0,0,85,,,,,,
40283,Europe,俄罗斯,Russia,俄罗斯,Russia,3548,0.0,235,30,,,,,,
40284,Asia,中国,China,中国,China,82772,0.0,76610,3327,,,,,,
40285,Europe,波兰,Poland,波兰,Poland,2554,0.0,13,43,,,,,,
40286,Asia,菲律宾,Philippines,菲律宾,Philippines,2633,0.0,51,107,,,,,,
40287,Asia,马来西亚,Malaysia,马来西亚,Malaysia,3116,0.0,767,50,,,,,,
40288,Europe,卢森堡,Luxembourg,卢森堡,Luxembourg,2319,0.0,0,29,,,,,,
40289,Asia,巴基斯坦,Pakistan,巴基斯坦,Pakistan,2238,0.0,85,31,,,,,,
40290,Asia,印度,India,印度,India,2069,0.0,156,53,,,,,,
40291,Europe,塞尔维亚,Republic of Serbia,塞尔维亚,Republic of Serbia,1171,0.0,0,31,,,,,,
40292,North America,多米尼加,Dominican Republic,多米尼加,Dominican Republic,1109,0.0,0,51,,,,,,
40293,Europe,冰岛,Iceland,冰岛,Iceland,1220,0.0,236,2,,,,,,
40294,North America,巴拿马,Panama,巴拿马,Panama,989,0.0,4,24,,,,,,
40295,South America,阿根廷,Argentina,阿根廷,Argentina,1133,0.0,240,32,,,,,,
40296,South America,哥伦比亚,Colombia,哥伦比亚,Colombia,906,0.0,31,16,,,,,,
40297,Europe,斯洛文尼亚,Slovenia,斯洛文尼亚,Slovenia,814,0.0,0,15,,,,,,
40298,Europe,克罗地亚,Croatia,克罗地亚,Croatia,867,0.0,67,6,,,,,,
40299,Europe,乌克兰,Ukraine,乌克兰,Ukraine,804,0.0,13,20,,,,,,
40300,Asia,卡塔尔,Qatar,卡塔尔,Qatar,835,0.0,71,2,,,,,,
40301,South America,秘鲁,Peru,秘鲁,Peru,1065,0.0,394,30,,,,,,
40302,Europe,立陶宛,Lithuania,立陶宛,Lithuania,581,0.0,1,8,,,,,,
40303,Europe,保加利亚,Bulgaria,保加利亚,Bulgaria,449,0.0,3,8,,,,,,
40304,North America,哥斯达黎加,Costa Rica,哥斯达黎加,Costa Rica,347,0.0,0,2,,,,,,
40305,Asia,哈萨克斯坦,Kazakhstan,哈萨克斯坦,Kazakhstan,348,0.0,24,2,,,,,,
40306,Africa,喀麦隆,Cameroon,喀麦隆,Cameroon,284,0.0,10,7,,,,,,
40307,Asia,约旦,Jordan,约旦,Jordan,278,0.0,36,5,,,,,,
40308,Europe,圣马力诺,San Marino,圣马力诺,San Marino,242,0.0,2,26,,,,,,
40309,Europe,白俄罗斯,Belarus,白俄罗斯,Belarus,254,0.0,46,4,,,,,,
40310,Africa,加纳,Ghana,加纳,Ghana,195,0.0,3,5,,,,,,
40311,North America,古巴,Cuba,古巴,Cuba,186,0.0,0,6,,,,,,
40312,Asia,乌兹别克斯坦,Uzbekistan,乌兹别克斯坦,Uzbekistan,181,0.0,12,2,,,,,,
40313,Africa,尼日利亚,Nigeria,尼日利亚,Nigeria,174,0.0,9,2,,,,,,
40314,Africa,毛里求斯,Mauritius,毛里求斯,Mauritius,169,0.0,0,7,,,,,,
40315,South America,委内瑞拉,Venezuela,委内瑞拉,Venezuela,135,0.0,0,3,,,,,,
40317,Others,钻石公主号邮轮,Diamond Princess Cruise Ship,钻石公主号邮轮,Diamond Princess Cruise Ship,712,0.0,574,10,,,,,,
40318,North America,马提尼克,Martinique,马提尼克,Martinique,119,0.0,0,2,,,,,,
40319,Europe,黑山,,黑山,,109,0.0,0,2,,,,,,
40320,South America,玻利维亚,Bolivia,玻利维亚,Bolivia,107,0.0,0,6,,,,,,
40321,Europe,德国,Germany,德国,Germany,73522,0.0,8481,872,,,,,,
40322,Europe,法国,France,法国,France,56989,0.0,10935,4032,,,,,,
40324,North America,加拿大,Canada,加拿大,Canada,10121,0.0,1592,127,,,,,,
40325,Asia,以色列,Israel,以色列,Israel,6360,0.0,226,33,,,,,,
40331,Europe,芬兰,Finland,芬兰,Finland,1446,0.0,10,17,,,,,,
40332,Europe,希腊,Greece,希腊,Greece,1415,0.0,19,50,,,,,,
40336,Asia,新加坡,Singapore,新加坡,Singapore,1049,0.0,266,3,,,,,,
40339,Africa,埃及,Egypt,埃及,Egypt,779,0.0,179,52,,,,,,
40340,Asia,伊拉克,Iraq,伊拉克,Iraq,772,0.0,202,54,,,,,,
40341,Europe,摩尔多瓦,Moldova,摩尔多瓦,Moldova,423,0.0,22,5,,,,,,
40342,Asia,阿塞拜疆,Azerbaijan,阿塞拜疆,Azerbaijan,400,0.0,26,5,,,,,,
40343,Europe,安道尔,Andorra,安道尔,Andorra,390,0.0,11,14,,,,,,
40346,South America,乌拉圭,Uruguay,乌拉圭,Uruguay,338,0.0,41,1,,,,,,
40347,Africa,留尼旺,Reunion,留尼旺,Reunion,247,0.0,0,0,,,,,,
40348,Asia,阿富汗,Afghanistan,阿富汗,Afghanistan,239,0.0,0,5,,,,,,
40349,North America,波多黎各,Puerto Rico,波多黎各,Puerto Rico,239,0.0,0,8,,,,,,
40353,Africa,科特迪瓦,Ivory Coast,科特迪瓦,Ivory Coast,190,0.0,9,1,,,,,,
40355,Asia,阿曼,Oman,阿曼,Oman,231,0.0,57,1,,,,,,
40356,Europe,马耳他,Malta,马耳他,Malta,169,0.0,0,0,,,,,,
40357,Europe,法罗群岛,Faroe,法罗群岛,Faroe,169,0.0,0,0,,,,,,
40361,Asia,越南,Vietnam,越南,Vietnam,227,0.0,75,0,,,,,,
40362,Africa,塞内加尔,Senegal,塞内加尔,Senegal,195,0.0,55,1,,,,,,
40363,North America,洪都拉斯,Honduras,洪都拉斯,Honduras,139,0.0,0,3,,,,,,
40369,Africa,肯尼亚,Kenya,肯尼亚,Kenya,110,0.0,3,3,,,,,,
40370,Africa,尼日尔,Niger,尼日尔,Niger,74,0.0,0,5,,,,,,
40371,Africa,几内亚,Guinea,几内亚,Guinea,52,0.0,1,0,,,,,,
40372,Asia,缅甸,Burma,缅甸,Burma,20,0.0,0,1,,,,,,
40373,Asia,叙利亚,Syria,叙利亚,Syria,16,0.0,0,2,,,,,,
40375,Africa,布基纳法索,Burkina Faso,布基纳法索,Burkina Faso,288,0.0,50,16,,,,,,
40379,Europe,英国,United Kingdom,英国,United Kingdom,33718,0.0,135,2921,,,,,,
40387,Europe,挪威,Norway,挪威,Norway,4848,0.0,0,44,,,,,,
40389,Europe,捷克,Czech Republic,捷克,Czech Republic,3508,0.0,61,39,,,,,,
40392,South America,智利,Chile,智利,Chile,3031,0.0,234,16,,,,,,
40398,Asia,沙特阿拉伯,Saudi Arabia,沙特阿拉伯,Saudi Arabia,1885,0.0,328,21,,,,,,
40400,Africa,南非,South Africa,南非,South Africa,1380,0.0,1,5,,,,,,
40401,Asia,泰国,Thailand,泰国,Thailand,1875,0.0,505,15,,,,,,
40402,North America,墨西哥,Mexico,墨西哥,Mexico,1378,0.0,1,37,,,,,,
40412,Asia,阿联酋,United Arab Emirates,阿联酋,United Arab Emirates,814,0.0,61,8,,,,,,
40413,Oceania,新西兰,New Zealand,新西兰,New Zealand,723,4.0,50,1,,,,,,
40414,Asia,亚美尼亚,Armenia,亚美尼亚,Armenia,663,0.0,33,4,,,,,,
40416,Europe,拉脱维亚,Latvia,拉脱维亚,Latvia,446,0.0,0,0,,,,,,
40418,Europe,斯洛伐克,Slovakia,斯洛伐克,Slovakia,426,0.0,3,1,,,,,,
40424,Asia,巴林,Bahrain,巴林,Bahrain,635,0.0,341,4,,,,,,
40426,Asia,科威特,Kuwait,科威特,Kuwait,342,0.0,81,0,,,,,,
