,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,cityName,cityEnglishName,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount
86227,Asia,伊朗,Iran,伊朗,Iran,5823,0.0,1669,145,,,,,,
86258,Asia,韩国,Korea,韩国,Korea,7041,0.0,108,47,,,,,,
86259,Europe,意大利,Italy,意大利,Italy,4636,0.0,523,197,,,,,,
86261,Europe,德国,Germany,德国,Germany,687,0.0,14,0,,,,,,
86262,Europe,法国,France,法国,France,613,0.0,12,9,,,,,,
86263,Europe,西班牙,Spain,西班牙,Spain,387,0.0,2,1,,,,,,
86264,Asia,日本,Japan,日本,Japan,420,0.0,46,6,,,,,,
86265,North America,美国,United States of America,美国,United States of America,324,0.0,10,14,,,,,,
86266,Europe,瑞士,Switzerland,瑞士,Switzerland,210,0.0,3,1,,,,,,
86267,Europe,英国,United Kingdom,英国,United Kingdom,163,0.0,8,1,,,,,,
86268,Europe,瑞典,Sweden,瑞典,Sweden,137,0.0,0,0,,,,,,
86269,Europe,荷兰,Netherlands,荷兰,Netherlands,128,0.0,0,1,,,,,,
86270,Europe,挪威,Norway,挪威,Norway,113,0.0,0,0,,,,,,
86271,Europe,比利时,Belgium,比利时,Belgium,109,0.0,1,0,,,,,,
86272,Asia,马来西亚,Malaysia,马来西亚,Malaysia,83,0.0,23,0,,,,,,
86273,Europe,奥地利,Austria,奥地利,Austria,55,0.0,0,0,,,,,,
86274,Asia,巴林,Bahrain,巴林,Bahrain,56,0.0,4,0,,,,,,
86275,North America,加拿大,Canada,加拿大,Canada,53,0.0,4,0,,,,,,
86276,Asia,新加坡,Singapore,新加坡,Singapore,130,0.0,82,0,,,,,,
86277,Europe,希腊,Greece,希腊,Greece,46,0.0,0,0,,,,,,
86278,Europe,冰岛,Iceland,冰岛,Iceland,45,0.0,0,0,,,,,,
86279,Asia,伊拉克,Iraq,伊拉克,Iraq,46,0.0,0,4,,,,,,
86280,Oceania,澳大利亚,Australia,澳大利亚,Australia,64,0.0,22,2,,,,,,
86281,Asia,阿联酋,United Arab Emirates,阿联酋,United Arab Emirates,45,0.0,7,0,,,,,,
86282,Asia,印度,India,印度,India,33,0.0,3,0,,,,,,
86283,Europe,圣马力诺,San Marino,圣马力诺,San Marino,23,0.0,0,0,,,,,,
86284,Europe,丹麦,Denmark,丹麦,Denmark,23,0.0,1,0,,,,,,
86285,Others,至尊公主邮轮,Grand Princess,至尊公主邮轮,Grand Princess,21,0.0,0,0,,,,,,
86286,Asia,以色列,Israel,以色列,Israel,21,0.0,2,0,,,,,,
86287,Asia,泰国,Thailand,泰国,Thailand,50,0.0,31,1,,,,,,
86288,Europe,爱尔兰,Ireland,爱尔兰,Ireland,18,0.0,0,0,,,,,,
86289,Europe,捷克,Czech Republic,捷克,Czech Republic,18,0.0,0,0,,,,,,
86290,Asia,巴勒斯坦,Palestine,巴勒斯坦,Palestine,16,0.0,0,0,,,,,,
86291,Europe,芬兰,Finland,芬兰,Finland,15,0.0,1,0,,,,,,
86292,Africa,埃及,Egypt,埃及,Egypt,15,0.0,1,0,,,,,,
