,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,cityName,cityEnglishName,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount
872,North America,美国,United States of America,美国,United States of America,989357,0.0,111587,56386,,,,,,
873,Asia,印度,India,印度,India,29974,0.0,7027,937,,,,,,
874,Europe,葡萄牙,Portugal,葡萄牙,Portugal,24322,0.0,1389,948,,,,,,
875,Asia,沙特阿拉伯,Saudi Arabia,沙特阿拉伯,Saudi Arabia,20077,0.0,2784,152,,,,,,
876,North America,墨西哥,Mexico,墨西哥,Mexico,15529,0.0,2627,1434,,,,,,
877,Europe,爱尔兰,Ireland,爱尔兰,Ireland,19648,0.0,9233,1102,,,,,,
878,Europe,波兰,Poland,波兰,Poland,11902,0.0,2466,562,,,,,,
879,Europe,罗马尼亚,Romania,罗马尼亚,Romania,11616,0.0,3404,650,,,,,,
880,Europe,瑞士,Switzerland,瑞士,Switzerland,29264,0.0,22200,1380,,,,,,
881,South America,阿根廷,Argentina,阿根廷,Argentina,4003,0.0,976,197,,,,,,
882,Europe,丹麦,Denmark,丹麦,Denmark,8851,0.0,6121,434,,,,,,
883,North America,波多黎各,Puerto Rico,波多黎各,Puerto Rico,1416,0.0,0,77,,,,,,
884,Asia,中国,China,中国,China,84367,0.0,78710,4643,,,,,,
885,Asia,伊拉克,Iraq,伊拉克,Iraq,1847,0.0,1286,88,,,,,,
886,Africa,索马里,Somali,索马里,Somali,480,0.0,14,26,,,,,,
887,Europe,根西岛,Guernsey,根西岛,Guernsey,245,0.0,0,12,,,,,,
888,Europe,西班牙,Spain,西班牙,Spain,210773,0.0,102548,23822,,,,,,
889,Asia,新加坡,Singapore,新加坡,Singapore,14951,0.0,1095,14,,,,,,
890,Asia,以色列,Israel,以色列,Israel,15589,0.0,7375,208,,,,,,
891,South America,智利,Chile,智利,Chile,13813,0.0,7327,198,,,,,,
892,Asia,科威特,Kuwait,科威特,Kuwait,3440,0.0,1176,23,,,,,,
893,Europe,匈牙利,Hungary,匈牙利,Hungary,2649,0.0,516,291,,,,,,
894,Europe,斯洛伐克,Slovakia,斯洛伐克,Slovakia,1384,0.0,423,20,,,,,,
895,Africa,科特迪瓦,Ivory Coast,科特迪瓦,Ivory Coast,1150,0.0,468,14,,,,,,
896,Africa,吉布提,Djibouti,吉布提,Djibouti,1072,0.0,498,2,,,,,,
897,Asia,黎巴嫩,Lebanon,黎巴嫩,Lebanon,717,0.0,145,24,,,,,,
898,Europe,拉脱维亚,Latvia,拉脱维亚,Latvia,812,0.0,267,12,,,,,,
899,Asia,阿塞拜疆,Azerbaijan,阿塞拜疆,Azerbaijan,1717,0.0,1221,22,,,,,,
900,North America,危地马拉,Guatemala,危地马拉,Guatemala,473,0.0,0,15,,,,,,
901,North America,牙买加,Jamaica,牙买加,Jamaica,305,0.0,0,7,,,,,,
902,Europe,马恩岛,Isle of Man,马恩岛,Isle of Man,308,0.0,0,18,,,,,,
903,North America,萨尔瓦多,El Salvador,萨尔瓦多,El Salvador,298,0.0,0,8,,,,,,
904,Africa,苏丹,Sudan,苏丹,Sudan,318,0.0,31,25,,,,,,
905,Europe,泽西岛,Bailiwick of Jersey,泽西岛,Bailiwick of Jersey,280,0.0,0,19,,,,,,
906,Africa,马里,Mali,马里,Mali,389,0.0,112,23,,,,,,
907,Africa,坦桑尼亚,Tanzania,坦桑尼亚,Tanzania,300,0.0,37,10,,,,,,
908,Africa,肯尼亚,Kenya,肯尼亚,Kenya,374,0.0,124,14,,,,,,
910,South America,乌拉圭,Uruguay,乌拉圭,Uruguay,620,0.0,386,15,,,,,,
911,Africa,加蓬,Gabon,加蓬,Gabon,211,0.0,43,3,,,,,,
912,North America,马提尼克,Martinique,马提尼克,Martinique,175,0.0,0,14,,,,,,
913,North America,瓜德罗普岛,,瓜德罗普岛,,149,0.0,0,13,,,,,,
914,Oceania,关岛,Guam,关岛,Guam,137,0.0,0,5,,,,,,
915,Others,钻石公主号邮轮,Diamond Princess Cruise Ship,钻石公主号邮轮,Diamond Princess Cruise Ship,712,0.0,574,13,,,,,,
916,Africa,利比里亚,Liberia,利比里亚,Liberia,141,0.0,45,16,,,,,,
917,Africa,马达加斯加,Madagascar,马达加斯加,Madagascar,128,0.0,71,0,,,,,,
918,Asia,文莱,Brunei,文莱,Brunei,138,0.0,115,1,,,,,,
919,Oceania,新西兰,New Zealand,新西兰,New Zealand,1124,4.0,1214,19,,,,,,
921,Europe,瑞典,Sweden,瑞典,Sweden,19020,0.0,1005,2287,,,,,,
922,Asia,卡塔尔,Qatar,卡塔尔,Qatar,11921,0.0,1134,10,,,,,,
924,Asia,阿联酋,United Arab Emirates,阿联酋,United Arab Emirates,11380,0.0,2181,89,,,,,,
928,Asia,哈萨克斯坦,Kazakhstan,哈萨克斯坦,Kazakhstan,2950,0.0,725,25,,,,,,
929,Europe,希腊,Greece,希腊,Greece,2534,0.0,577,136,,,,,,
931,Africa,喀麦隆,Cameroon,喀麦隆,Cameroon,1705,0.0,805,58,,,,,,
935,Asia,斯里兰卡,SriLanka,斯里兰卡,SriLanka,596,0.0,134,7,,,,,,
937,Africa,刚果（金）,Democratic Republic of the Congo,刚果（金）,Democratic Republic of the Congo,471,0.0,56,30,,,,,,
938,Asia,巴勒斯坦,Palestine,巴勒斯坦,Palestine,441,0.0,77,3,,,,,,
939,Asia,格鲁吉亚,Georgia,格鲁吉亚,Georgia,511,0.0,156,6,,,,,,
940,Europe,安道尔,Andorra,安道尔,Andorra,743,0.0,385,40,,,,,,
942,Europe,马耳他,Malta,马耳他,Malta,448,0.0,282,4,,,,,,
943,Africa,卢旺达,Republic of Rwanda,卢旺达,Republic of Rwanda,207,0.0,93,0,,,,,,
944,Asia,约旦,Jordan,约旦,Jordan,447,0.0,337,7,,,,,,
961,Europe,塞尔维亚,Republic of Serbia,塞尔维亚,Republic of Serbia,8805,0.0,1314,177,,,,,,
964,Africa,阿尔及利亚,Algeria,阿尔及利亚,Algeria,3517,0.0,1558,432,,,,,,
966,Europe,荷兰,Netherlands,荷兰,Netherlands,38416,0.0,291,4566,,,,,,
967,South America,巴西,Brazil,巴西,Brazil,66896,0.0,31142,4555,,,,,,
968,North America,加拿大,Canada,加拿大,Canada,48500,0.0,18268,2707,,,,,,
970,South America,厄瓜多尔,Ecuador,厄瓜多尔,Ecuador,23240,0.0,1557,1801,,,,,,
971,Asia,伊朗,Iran,伊朗,Iran,92584,0.0,72439,5877,,,,,,
972,Europe,白俄罗斯,Belarus,白俄罗斯,Belarus,12208,0.0,1993,79,,,,,,
975,Asia,印度尼西亚,Indonesia,印度尼西亚,Indonesia,9511,0.0,1254,773,,,,,,
977,Asia,菲律宾,Philippines,菲律宾,Philippines,7958,0.0,975,530,,,,,,
979,Europe,捷克,Czech Republic,捷克,Czech Republic,7449,0.0,2842,223,,,,,,
