,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,cityName,cityEnglishName,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount
3390,Europe,希腊,Greece,希腊,Greece,2517,0.0,19,134,,,,,,
3391,Asia,斯里兰卡,SriLanka,斯里兰卡,SriLanka,485,0.0,120,7,,,,,,
3392,North America,美国,United States of America,美国,United States of America,940797,0.0,105823,54001,,,,,,
3393,Europe,英国,United Kingdom,英国,United Kingdom,152840,0.0,344,20732,,,,,,
3394,Europe,西班牙,Spain,西班牙,Spain,207634,0.0,98732,23190,,,,,,
3395,North America,加拿大,Canada,加拿大,Canada,45791,0.0,16425,2489,,,,,,
3396,Europe,葡萄牙,Portugal,葡萄牙,Portugal,23864,0.0,1329,903,,,,,,
3397,Asia,沙特阿拉伯,Saudi Arabia,沙特阿拉伯,Saudi Arabia,17522,0.0,2357,139,,,,,,
3398,Asia,日本,Japan,日本,Japan,13441,0.0,1069,372,,,,,,
3399,Asia,卡塔尔,Qatar,卡塔尔,Qatar,10287,0.0,1012,10,,,,,,
3400,Europe,白俄罗斯,Belarus,白俄罗斯,Belarus,10463,0.0,1695,72,,,,,,
3401,Asia,以色列,Israel,以色列,Israel,15398,0.0,6602,199,,,,,,
3402,Asia,阿联酋,United Arab Emirates,阿联酋,United Arab Emirates,10349,0.0,1978,76,,,,,,
3403,Europe,瑞士,Switzerland,瑞士,Switzerland,28663,0.0,21300,1604,,,,,,
3404,Africa,摩洛哥,Morocco,摩洛哥,Morocco,4047,0.0,557,160,,,,,,
3405,Europe,匈牙利,Hungary,匈牙利,Hungary,2500,0.0,485,272,,,,,,
3406,Africa,加纳,Ghana,加纳,Ghana,1550,0.0,155,11,,,,,,
3407,Asia,阿富汗,Afghanistan,阿富汗,Afghanistan,1531,0.0,206,47,,,,,,
3408,North America,古巴,Cuba,古巴,Cuba,1285,0.0,0,49,,,,,,
3409,Oceania,澳大利亚,Australia,澳大利亚,Australia,6711,0.0,5539,83,,,,,,
3410,Europe,保加利亚,Bulgaria,保加利亚,Bulgaria,1234,0.0,197,54,,,,,,
3411,Europe,斯洛伐克,Slovakia,斯洛伐克,Slovakia,1379,0.0,394,18,,,,,,
3412,Europe,克罗地亚,Croatia,克罗地亚,Croatia,2016,0.0,1034,54,,,,,,
3413,Europe,波黑,Bosnia and Herzegovina,波黑,Bosnia and Herzegovina,1458,0.0,592,58,,,,,,
3414,Asia,塞浦路斯,Cyprus,塞浦路斯,Cyprus,810,0.0,0,17,,,,,,
3415,Africa,喀麦隆,Cameroon,喀麦隆,Cameroon,1621,0.0,786,56,,,,,,
3416,Africa,突尼斯,Tunisia,突尼斯,Tunisia,939,0.0,207,38,,,,,,
3417,Africa,科特迪瓦,Ivory Coast,科特迪瓦,Ivory Coast,1111,0.0,449,14,,,,,,
3418,Africa,吉布提,Djibouti,吉布提,Djibouti,1023,0.0,411,2,,,,,,
3419,Asia,黎巴嫩,Lebanon,黎巴嫩,Lebanon,707,0.0,145,24,,,,,,
3420,Asia,阿塞拜疆,Azerbaijan,阿塞拜疆,Azerbaijan,1687,0.0,1139,21,,,,,,
3421,Europe,拉脱维亚,Latvia,拉脱维亚,Latvia,804,0.0,267,12,,,,,,
3423,Asia,格鲁吉亚,Georgia,格鲁吉亚,Georgia,485,0.0,139,6,,,,,,
3424,Europe,马恩岛,Isle of Man,马恩岛,Isle of Man,308,0.0,0,17,,,,,,
3425,Asia,泰国,Thailand,泰国,Thailand,2922,0.0,2594,51,,,,,,
3426,Africa,坦桑尼亚,Tanzania,坦桑尼亚,Tanzania,300,0.0,37,10,,,,,,
3427,North America,牙买加,Jamaica,牙买加,Jamaica,257,0.0,0,7,,,,,,
3428,Africa,苏丹,Sudan,苏丹,Sudan,213,0.0,19,17,,,,,,
3429,Africa,刚果（布）,,刚果（布）,,200,0.0,19,8,,,,,,
3430,South America,巴拉圭,Paraguay,巴拉圭,Paraguay,223,0.0,78,9,,,,,,
3431,Asia,缅甸,Burma,缅甸,Burma,146,0.0,10,5,,,,,,
3432,Africa,毛里求斯,Mauritius,毛里求斯,Mauritius,331,0.0,295,9,,,,,,
3434,Asia,中国,China,中国,China,84338,0.0,78469,4642,,,,,,
3435,Europe,荷兰,Netherlands,荷兰,Netherlands,37845,0.0,291,4475,,,,,,
3436,Asia,印度,India,印度,India,26917,0.0,5914,826,,,,,,
3437,Europe,瑞典,Sweden,瑞典,Sweden,18640,0.0,556,2202,,,,,,
3438,Europe,爱尔兰,Ireland,爱尔兰,Ireland,18561,0.0,9233,1063,,,,,,
3439,Europe,奥地利,Austria,奥地利,Austria,15143,0.0,12282,542,,,,,,
3441,North America,萨尔瓦多,El Salvador,萨尔瓦多,El Salvador,261,0.0,0,8,,,,,,
3445,Asia,阿曼,Oman,阿曼,Oman,1998,0.0,333,10,,,,,,
3447,North America,波多黎各,Puerto Rico,波多黎各,Puerto Rico,1416,0.0,0,64,,,,,,
3450,Europe,斯洛文尼亚,Slovenia,斯洛文尼亚,Slovenia,1388,0.0,219,81,,,,,,
3452,Europe,北马其顿,North Macedonia,北马其顿,North Macedonia,1367,0.0,374,59,,,,,,
