,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,cityName,cityEnglishName,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount
93021,Europe,英国,United Kingdom,英国,United Kingdom,35,0.0,8,0,,,,,,
93022,Europe,希腊,Greece,希腊,Greece,7,0.0,0,0,,,,,,
93023,Asia,科威特,Kuwait,科威特,Kuwait,46,0.0,0,0,,,,,,
93024,Asia,马来西亚,Malaysia,马来西亚,Malaysia,29,0.0,18,0,,,,,,
93025,Asia,以色列,Israel,以色列,Israel,10,0.0,1,0,,,,,,
93026,Europe,克罗地亚,Croatia,克罗地亚,Croatia,7,0.0,0,0,,,,,,
93027,Asia,亚美尼亚,Armenia,亚美尼亚,Armenia,1,0.0,0,0,,,,,,
93028,Oceania,澳大利亚,Australia,澳大利亚,Australia,28,0.0,15,1,,,,,,
93029,Europe,比利时,Belgium,比利时,Belgium,2,0.0,1,0,,,,,,
93079,Asia,日本,Japan,日本,Japan,250,0.0,41,5,,,,,,
93101,Asia,伊朗,Iran,伊朗,Iran,978,0.0,175,54,,,,,,
93102,Europe,挪威,Norway,挪威,Norway,17,0.0,0,0,,,,,,
93202,Europe,德国,Germany,德国,Germany,117,0.0,14,0,,,,,,
93302,Asia,泰国,Thailand,泰国,Thailand,42,0.0,28,1,,,,,,
93303,Asia,巴基斯坦,Pakistan,巴基斯坦,Pakistan,3,0.0,0,0,,,,,,
93304,Europe,格鲁吉亚,Georgia,格鲁吉亚,Georgia,3,0.0,0,0,,,,,,
93305,Asia,阿塞拜疆,Azerbaijan,阿塞拜疆,Azerbaijan,3,0.0,0,0,,,,,,
93627,Asia,韩国,Korea,韩国,Korea,3526,0.0,30,17,,,,,,
93628,Europe,意大利,Italy,意大利,Italy,1128,0.0,50,29,,,,,,
93629,Others,钻石公主号邮轮,Diamond Princess Cruise Ship,钻石公主号邮轮,Diamond Princess Cruise Ship,705,0.0,0,6,,,,,,
93633,Europe,法国,France,法国,France,100,0.0,12,2,,,,,,
93634,North America,美国,United States of America,美国,United States of America,63,0.0,3,1,,,,,,
93635,Europe,西班牙,Spain,西班牙,Spain,58,0.0,2,0,,,,,,
93637,Asia,巴林,Bahrain,巴林,Bahrain,41,0.0,0,0,,,,,,
93638,Asia,新加坡,Singapore,新加坡,Singapore,102,0.0,72,0,,,,,,
93639,Europe,瑞士,Switzerland,瑞士,Switzerland,24,0.0,0,0,,,,,,
93640,North America,加拿大,Canada,加拿大,Canada,20,0.0,4,0,,,,,,
93641,Asia,阿联酋,United Arab Emirates,阿联酋,United Arab Emirates,21,0.0,5,0,,,,,,
93645,Europe,瑞典,Sweden,瑞典,Sweden,13,0.0,0,0,,,,,,
93646,Asia,伊拉克,Iraq,伊拉克,Iraq,13,0.0,0,0,,,,,,
93648,Europe,奥地利,Austria,奥地利,Austria,10,0.0,0,0,,,,,,
93651,Europe,荷兰,Netherlands,荷兰,Netherlands,7,0.0,0,0,,,,,,
93653,Asia,阿曼,Oman,阿曼,Oman,6,0.0,1,0,,,,,,
93655,North America,墨西哥,Mexico,墨西哥,Mexico,4,0.0,0,0,,,,,,
93656,Asia,黎巴嫩,Lebanon,黎巴嫩,Lebanon,3,0.0,0,0,,,,,,
93658,Europe,罗马尼亚,Romania,罗马尼亚,Romania,3,0.0,0,0,,,,,,
93660,Europe,丹麦,Denmark,丹麦,Denmark,3,0.0,0,0,,,,,,
93662,Europe,芬兰,Finland,芬兰,Finland,3,0.0,1,0,,,,,,
93663,South America,巴西,Brazil,巴西,Brazil,2,0.0,0,0,,,,,,
93664,Asia,菲律宾,Philippines,菲律宾,Philippines,3,0.0,1,1,,,,,,
93665,Asia,阿富汗,Afghanistan,阿富汗,Afghanistan,1,0.0,0,0,,,,,,
93666,Africa,阿尔及利亚,Algeria,阿尔及利亚,Algeria,1,0.0,0,0,,,,,,
93667,Europe,爱沙尼亚,Estonia,爱沙尼亚,Estonia,1,0.0,0,0,,,,,,
93668,Europe,北马其顿,North Macedonia,北马其顿,North Macedonia,1,0.0,0,0,,,,,,
93669,Africa,尼日利亚,Nigeria,尼日利亚,Nigeria,1,0.0,0,0,,,,,,
93670,Europe,立陶宛,Lithuania,立陶宛,Lithuania,1,0.0,0,0,,,,,,
93671,Oceania,新西兰,New Zealand,新西兰,New Zealand,1,0.0,0,0,,,,,,
93672,Europe,白俄罗斯,Belarus,白俄罗斯,Belarus,1,0.0,0,0,,,,,,
93673,Europe,冰岛,Iceland,冰岛,Iceland,1,0.0,0,0,,,,,,
93674,Europe,摩纳哥,Monaco,摩纳哥,Monaco,1,0.0,0,0,,,,,,
93675,Asia,卡塔尔,Qatar,卡塔尔,Qatar,1,0.0,0,0,,,,,,
93676,Europe,爱尔兰,Ireland,爱尔兰,Ireland,1,0.0,0,0,,,,,,
93677,Europe,卢森堡,Luxembourg,卢森堡,Luxembourg,1,0.0,0,0,,,,,,
93678,South America,厄瓜多尔,Ecuador,厄瓜多尔,Ecuador,1,0.0,0,0,,,,,,
93679,Europe,圣马力诺,San Marino,圣马力诺,San Marino,1,0.0,0,0,,,,,,
93680,Asia,越南,Vietnam,越南,Vietnam,16,0.0,16,0,,,,,,
93681,Asia,尼泊尔,Nepal,尼泊尔,Nepal,1,0.0,1,0,,,,,,
93682,Asia,柬埔寨,Kampuchea (Cambodia ),柬埔寨,Kampuchea (Cambodia ),1,0.0,1,0,,,,,,
93683,Asia,斯里兰卡,SriLanka,斯里兰卡,SriLanka,1,0.0,1,0,,,,,,
93684,Asia,印度,India,印度,India,3,0.0,3,0,,,,,,
93685,Europe,俄罗斯,Russia,俄罗斯,Russia,2,0.0,2,0,,,,,,
93687,Africa,埃及,Egypt,埃及,Egypt,1,0.0,1,0,,,,,,
