,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,cityName,cityEnglishName,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount
96591,Europe,英国,United Kingdom,英国,United Kingdom,15,0.0,8,0,,,,,,
96592,Asia,以色列,Israel,以色列,Israel,7,0.0,1,0,,,,,,
96593,Asia,马来西亚,Malaysia,马来西亚,Malaysia,23,0.0,18,0,,,,,,
96594,Europe,瑞士,Switzerland,瑞士,Switzerland,4,0.0,0,0,,,,,,
96595,Asia,黎巴嫩,Lebanon,黎巴嫩,Lebanon,3,0.0,0,0,,,,,,
96596,Europe,克罗地亚,Croatia,克罗地亚,Croatia,3,0.0,0,0,,,,,,
96597,Europe,奥地利,Austria,奥地利,Austria,3,0.0,0,0,,,,,,
96598,Europe,希腊,Greece,希腊,Greece,3,0.0,0,0,,,,,,
96713,Europe,北马其顿,North Macedonia,北马其顿,North Macedonia,1,0.0,0,0,,,,,,
96838,Europe,意大利,Italy,意大利,Italy,528,0.0,40,14,,,,,,
96839,Asia,韩国,Korea,韩国,Korea,1766,0.0,22,13,,,,,,
96840,Others,钻石公主号邮轮,Diamond Princess Cruise Ship,钻石公主号邮轮,Diamond Princess Cruise Ship,705,0.0,0,4,,,,,,
96842,Asia,伊朗,Iran,伊朗,Iran,245,0.0,49,26,,,,,,
96843,Asia,日本,Japan,日本,Japan,189,0.0,22,3,,,,,,
96844,North America,美国,United States of America,美国,United States of America,60,0.0,3,0,,,,,,
96845,Asia,科威特,Kuwait,科威特,Kuwait,43,0.0,0,0,,,,,,
96846,Asia,巴林,Bahrain,巴林,Bahrain,33,0.0,0,0,,,,,,
96847,Asia,新加坡,Singapore,新加坡,Singapore,93,0.0,62,0,,,,,,
96848,Europe,德国,Germany,德国,Germany,27,0.0,14,0,,,,,,
96849,Europe,西班牙,Spain,西班牙,Spain,13,0.0,2,0,,,,,,
96850,Oceania,澳大利亚,Australia,澳大利亚,Australia,23,0.0,15,0,,,,,,
96851,North America,加拿大,Canada,加拿大,Canada,12,0.0,4,0,,,,,,
96852,Asia,伊拉克,Iraq,伊拉克,Iraq,6,0.0,0,0,,,,,,
96853,Europe,法国,France,法国,France,18,0.0,11,2,,,,,,
96855,Asia,阿曼,Oman,阿曼,Oman,4,0.0,0,0,,,,,,
96856,Europe,瑞典,Sweden,瑞典,Sweden,2,0.0,0,0,,,,,,
96858,Asia,巴基斯坦,Pakistan,巴基斯坦,Pakistan,2,0.0,0,0,,,,,,
96859,Europe,芬兰,Finland,芬兰,Finland,2,0.0,1,0,,,,,,
96861,South America,巴西,Brazil,巴西,Brazil,1,0.0,0,0,,,,,,
96862,Europe,罗马尼亚,Romania,罗马尼亚,Romania,1,0.0,0,0,,,,,,
96863,Europe,格鲁吉亚,Georgia,格鲁吉亚,Georgia,1,0.0,0,0,,,,,,
96864,Europe,爱沙尼亚,Estonia,爱沙尼亚,Estonia,1,0.0,0,0,,,,,,
96865,Europe,丹麦,Denmark,丹麦,Denmark,1,0.0,0,0,,,,,,
96866,Europe,挪威,Norway,挪威,Norway,1,0.0,0,0,,,,,,
97241,Asia,泰国,Thailand,泰国,Thailand,40,0.0,22,0,,,,,,
97254,Africa,阿尔及利亚,Algeria,阿尔及利亚,Algeria,1,0.0,0,0,,,,,,
97668,Asia,越南,Vietnam,越南,Vietnam,16,0.0,16,0,,,,,,
97760,Asia,阿富汗,Afghanistan,阿富汗,Afghanistan,1,0.0,0,0,,,,,,
