,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,cityName,cityEnglishName,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount
94336,Asia,阿联酋,United Arab Emirates,阿联酋,United Arab Emirates,21,0.0,5,0,,,,,,
94337,Asia,泰国,Thailand,泰国,Thailand,42,0.0,28,0,,,,,,
94338,North America,加拿大,Canada,加拿大,Canada,16,0.0,4,0,,,,,,
94339,Europe,瑞典,Sweden,瑞典,Sweden,12,0.0,0,0,,,,,,
94340,Asia,阿曼,Oman,阿曼,Oman,6,0.0,1,0,,,,,,
94341,Europe,丹麦,Denmark,丹麦,Denmark,3,0.0,0,0,,,,,,
94342,North America,墨西哥,Mexico,墨西哥,Mexico,3,0.0,0,0,,,,,,
94475,Europe,挪威,Norway,挪威,Norway,7,0.0,0,0,,,,,,
94476,Asia,韩国,Korea,韩国,Korea,3150,0.0,27,16,,,,,,
94477,Europe,意大利,Italy,意大利,Italy,888,0.0,46,21,,,,,,
94478,Others,钻石公主号邮轮,Diamond Princess Cruise Ship,钻石公主号邮轮,Diamond Princess Cruise Ship,705,0.0,0,6,,,,,,
94479,Asia,伊朗,Iran,伊朗,Iran,593,0.0,123,43,,,,,,
94480,Asia,日本,Japan,日本,Japan,240,0.0,22,5,,,,,,
94481,North America,美国,United States of America,美国,United States of America,63,0.0,3,0,,,,,,
94482,Europe,德国,Germany,德国,Germany,66,0.0,14,0,,,,,,
94483,Europe,法国,France,法国,France,57,0.0,11,2,,,,,,
94484,Asia,科威特,Kuwait,科威特,Kuwait,43,0.0,0,0,,,,,,
94485,Europe,西班牙,Spain,西班牙,Spain,41,0.0,2,0,,,,,,
94486,Asia,巴林,Bahrain,巴林,Bahrain,38,0.0,0,0,,,,,,
94487,Asia,新加坡,Singapore,新加坡,Singapore,98,0.0,69,0,,,,,,
94488,Europe,瑞士,Switzerland,瑞士,Switzerland,15,0.0,0,0,,,,,,
94491,Europe,英国,United Kingdom,英国,United Kingdom,20,0.0,8,0,,,,,,
94494,Oceania,澳大利亚,Australia,澳大利亚,Australia,25,0.0,15,0,,,,,,
94495,Asia,以色列,Israel,以色列,Israel,9,0.0,1,0,,,,,,
94496,Asia,伊拉克,Iraq,伊拉克,Iraq,8,0.0,0,0,,,,,,
94497,Asia,马来西亚,Malaysia,马来西亚,Malaysia,25,0.0,18,0,,,,,,
94499,Europe,克罗地亚,Croatia,克罗地亚,Croatia,5,0.0,0,0,,,,,,
94500,Europe,奥地利,Austria,奥地利,Austria,5,0.0,0,0,,,,,,
94502,Europe,希腊,Greece,希腊,Greece,4,0.0,0,0,,,,,,
94503,Asia,黎巴嫩,Lebanon,黎巴嫩,Lebanon,3,0.0,0,0,,,,,,
94504,Europe,罗马尼亚,Romania,罗马尼亚,Romania,3,0.0,0,0,,,,,,
94505,Europe,芬兰,Finland,芬兰,Finland,3,0.0,1,0,,,,,,
94506,Asia,巴基斯坦,Pakistan,巴基斯坦,Pakistan,2,0.0,0,0,,,,,,
94507,Europe,格鲁吉亚,Georgia,格鲁吉亚,Georgia,2,0.0,0,0,,,,,,
94509,Europe,荷兰,Netherlands,荷兰,Netherlands,2,0.0,0,0,,,,,,
94511,Asia,菲律宾,Philippines,菲律宾,Philippines,3,0.0,1,1,,,,,,
94512,Asia,阿富汗,Afghanistan,阿富汗,Afghanistan,1,0.0,0,0,,,,,,
94513,Africa,阿尔及利亚,Algeria,阿尔及利亚,Algeria,1,0.0,0,0,,,,,,
94514,South America,巴西,Brazil,巴西,Brazil,1,0.0,0,0,,,,,,
94515,Europe,爱沙尼亚,Estonia,爱沙尼亚,Estonia,1,0.0,0,0,,,,,,
94516,Europe,北马其顿,North Macedonia,北马其顿,North Macedonia,1,0.0,0,0,,,,,,
94517,Africa,尼日利亚,Nigeria,尼日利亚,Nigeria,1,0.0,0,0,,,,,,
94518,Europe,立陶宛,Lithuania,立陶宛,Lithuania,1,0.0,0,0,,,,,,
94519,Oceania,新西兰,New Zealand,新西兰,New Zealand,1,0.0,0,0,,,,,,
94520,Europe,白俄罗斯,Belarus,白俄罗斯,Belarus,1,0.0,0,0,,,,,,
94521,Asia,阿塞拜疆,Azerbaijan,阿塞拜疆,Azerbaijan,1,0.0,0,0,,,,,,
94522,Europe,冰岛,Iceland,冰岛,Iceland,1,0.0,0,0,,,,,,
94523,Europe,摩纳哥,Monaco,摩纳哥,Monaco,1,0.0,0,0,,,,,,
94524,Asia,越南,Vietnam,越南,Vietnam,16,0.0,16,0,,,,,,
94525,Asia,尼泊尔,Nepal,尼泊尔,Nepal,1,0.0,1,0,,,,,,
94526,Asia,柬埔寨,Kampuchea (Cambodia ),柬埔寨,Kampuchea (Cambodia ),1,0.0,1,0,,,,,,
94527,Asia,斯里兰卡,SriLanka,斯里兰卡,SriLanka,1,0.0,1,0,,,,,,
94528,Asia,印度,India,印度,India,3,0.0,3,0,,,,,,
94529,Europe,俄罗斯,Russia,俄罗斯,Russia,2,0.0,2,0,,,,,,
94530,Europe,比利时,Belgium,比利时,Belgium,1,0.0,1,0,,,,,,
94531,Africa,埃及,Egypt,埃及,Egypt,1,0.0,1,0,,,,,,
94827,Europe,大不列颠及北爱尔兰联合王国,United Kingdom of Great Britain and Ireland,大不列颠及北爱尔兰联合王国,United Kingdom of Great Britain and Ireland,20,0.0,8,0,,,,,,
95311,Europe,英国（含北爱尔兰）,United Kingdom,英国（含北爱尔兰）,United Kingdom,20,0.0,8,0,,,,,,
